Date,Team 1,FT,HT,Team 2
Sun Aug 23 1998,Apollon,2-5,?,Olympiakos
Sun Aug 23 1998,Aris,2-0,?,Ethnikos Asteras
Sun Aug 23 1998,Eleysina,0-0,?,Xanthi
Sun Aug 23 1998,Ionikos,1-0,?,PAOK
Sun Aug 23 1998,Kavala,2-1,?,Proodeytiki
Sun Aug 23 1998,OFI,3-0,?,Ethnikos Piraeus
Sun Aug 23 1998,Panathinaikos,2-1,?,Paniliakos
Sun Aug 23 1998,Panionios,1-3,?,AEK
Sun Aug 23 1998,Veroia,0-2,?,Iraklis
Sun Aug 30 1998,AEK,3-1,?,Apollon
Sun Aug 30 1998,Ethnikos Asteras,3-2,?,Kavala
Sun Aug 30 1998,Ionikos,4-3,?,Panionios
Sun Aug 30 1998,Iraklis,3-0,?,OFI
Sun Aug 30 1998,Olympiakos,1-1,?,Eleysina
Sun Aug 30 1998,Paniliakos,2-0,?,Ethnikos Piraeus
Sun Aug 30 1998,PAOK,1-4,?,Aris
Sun Aug 30 1998,Proodeytiki,1-2,?,Panathinaikos
Sun Aug 30 1998,Xanthi,2-0,?,Veroia
Sun Sep 13 1998,Aris,1-1,?,Ionikos
Sun Sep 13 1998,Eleysina,0-0,?,AEK
Sun Sep 13 1998,Ethnikos Piraeus,0-2,?,Proodeytiki
Sun Sep 13 1998,Kavala,1-1,?,PAOK
Sun Sep 13 1998,OFI,4-2,?,Xanthi
Sun Sep 13 1998,Panathinaikos,4-1,?,Ethnikos Asteras
Sun Sep 13 1998,Paniliakos,2-1,?,Iraklis
Sun Sep 13 1998,Panionios,4-2,?,Apollon
Sun Sep 13 1998,Veroia,0-3,?,Olympiakos
Sun Sep 20 1998,AEK,2-0,?,Veroia
Sun Sep 20 1998,Apollon,1-1,?,Eleysina
Sun Sep 20 1998,Ethnikos Asteras,1-0,?,Ethnikos Piraeus
Sun Sep 20 1998,Ionikos,4-2,?,Kavala
Sun Sep 20 1998,Olympiakos,3-0,?,OFI
Sun Sep 20 1998,PAOK,2-0,?,Panathinaikos
Sun Sep 20 1998,Proodeytiki,0-0,?,Iraklis
Sun Sep 20 1998,Xanthi,2-1,?,Paniliakos
Mon Sep 21 1998,Aris,2-1,?,Panionios
Fri Sep 25 1998,OFI,0-1,?,AEK
Sat Sep 26 1998,Panathinaikos,2-1,?,Ionikos
Sat Sep 26 1998,Paniliakos,1-0,?,Olympiakos
Sun Sep 27 1998,Ethnikos Piraeus,1-1,?,PAOK
Sun Sep 27 1998,Iraklis,1-1,?,Ethnikos Asteras
Sun Sep 27 1998,Kavala,3-1,?,Aris
Sun Sep 27 1998,Panionios,3-0,?,Eleysina
Sun Sep 27 1998,Proodeytiki,1-2,?,Xanthi
Sun Sep 27 1998,Veroia,1-1,?,Apollon
Sun Oct 4 1998,AEK,3-1,?,Paniliakos
Sun Oct 4 1998,Apollon,1-0,?,OFI
Sun Oct 4 1998,Eleysina,2-0,?,Veroia
Sun Oct 4 1998,Ethnikos Asteras,0-1,?,Xanthi
Sun Oct 4 1998,Ionikos,5-0,?,Ethnikos Piraeus
Sun Oct 4 1998,Olympiakos,6-1,?,Proodeytiki
