Date,Team 1,FT,HT,Team 2
Fri Jul 29 2011,Oud-Heverlee Leuven,2-1,0-1,Anderlecht
Sat Jul 30 2011,Bergen,1-1,1-0,Standard
Sat Jul 30 2011,Genk,3-1,3-0,Germinal
Sat Jul 30 2011,Gent,0-1,0-0,Cercle Brugge
Sat Jul 30 2011,Kortrijk,1-1,0-1,Lierse
Sat Jul 30 2011,Lokeren,0-0,0-0,Waregem
Sat Jul 30 2011,Mechelen,2-1,0-0,St Truiden
Sun Jul 31 2011,Club Brugge,5-0,0-0,Westerlo
Fri Aug 5 2011,Anderlecht,3-1,1-0,Mechelen
Sat Aug 6 2011,Cercle Brugge,1-1,0-0,Bergen
Sat Aug 6 2011,Germinal,2-2,1-2,Gent
Sat Aug 6 2011,Lierse,0-0,0-0,Genk
Sat Aug 6 2011,Waregem,2-1,2-0,Oud-Heverlee Leuven
Sun Aug 7 2011,St Truiden,3-3,0-3,Club Brugge
Sun Aug 7 2011,Standard,3-1,2-0,Lokeren
Sun Aug 7 2011,Westerlo,0-0,0-0,Kortrijk
Sat Aug 13 2011,Bergen,4-2,2-0,St Truiden
Sat Aug 13 2011,Club Brugge,1-0,0-0,Oud-Heverlee Leuven
Sat Aug 13 2011,Genk,2-2,0-0,Waregem
Sat Aug 13 2011,Gent,3-1,2-0,Standard
Sat Aug 13 2011,Germinal,3-1,2-1,Westerlo
Sat Aug 13 2011,Kortrijk,2-0,1-0,Cercle Brugge
Sun Aug 14 2011,Lokeren,0-1,0-1,Anderlecht
Sun Aug 14 2011,Mechelen,2-1,1-0,Lierse
Fri Aug 19 2011,Lierse,1-1,0-0,Germinal
Sat Aug 20 2011,Cercle Brugge,3-2,2-1,Genk
Sat Aug 20 2011,Oud-Heverlee Leuven,1-2,1-1,Mechelen
Sat Aug 20 2011,St Truiden,0-2,0-1,Lokeren
Sat Aug 20 2011,Westerlo,2-3,2-1,Gent
Sun Aug 21 2011,Anderlecht,2-2,0-0,Bergen
Sun Aug 21 2011,Standard,3-1,1-0,Kortrijk
Sun Aug 21 2011,Waregem,1-1,1-0,Club Brugge
Sat Aug 27 2011,Bergen,3-1,0-0,Waregem
Sat Aug 27 2011,Genk,0-0,0-0,Mechelen
Sat Aug 27 2011,Gent,1-0,1-0,Lierse
Sat Aug 27 2011,Kortrijk,4-0,1-0,St Truiden
Sat Aug 27 2011,Lokeren,0-1,0-0,Oud-Heverlee Leuven
Sat Aug 27 2011,Westerlo,1-3,0-2,Cercle Brugge
Sun Aug 28 2011,Club Brugge,1-1,0-0,Anderlecht
Sun Aug 28 2011,Germinal,1-1,0-0,Standard
Fri Sep 9 2011,St Truiden,3-4,1-1,Genk
Sat Sep 10 2011,Cercle Brugge,2-1,2-0,Germinal
Sat Sep 10 2011,Lierse,1-1,0-0,Lokeren
Sat Sep 10 2011,Oud-Heverlee Leuven,3-1,1-0,Bergen
Sat Sep 10 2011,Standard,1-0,0-0,Westerlo
Sun Sep 11 2011,Anderlecht,2-0,1-0,Kortrijk
Sun Sep 11 2011,Mechelen,1-2,0-1,Club Brugge
Sun Sep 11 2011,Waregem,1-3,1-0,Gent
Sat Sep 17 2011,Bergen,5-1,2-1,Mechelen
Sat Sep 17 2011,Cercle Brugge,0-0,0-0,Lierse
Sat Sep 17 2011,Germinal,2-0,1-0,Waregem
Sat Sep 17 2011,Kortrijk,2-0,2-0,Oud-Heverlee Leuven
Sat Sep 17 2011,Westerlo,2-0,0-0,St Truiden
Sun Sep 18 2011,Genk,3-0,1-0,Standard
Sun Sep 18 2011,Gent,0-1,0-1,Anderlecht
Sun Sep 18 2011,Lokeren,1-2,1-1,Club Brugge
Sat Sep 24 2011,Club Brugge,2-1,0-1,Bergen
Sat Sep 24 2011,Lierse,0-0,0-0,Westerlo
Sat Sep 24 2011,Mechelen,0-2,0-1,Lokeren
Sat Sep 24 2011,Oud-Heverlee Leuven,1-1,0-1,Genk
