Date,Team 1,FT,HT,Team 2
Fri Jul 15 2011,Cottbus,2-1,0-1,Dresden
Fri Jul 15 2011,Frankfurt FSV,1-1,0-1,Union Berlin
Fri Jul 15 2011,Greuther Furth,2-3,2-0,Ein Frankfurt
Sat Jul 16 2011,Erzgebirge Aue,1-0,0-0,Aachen
Sat Jul 16 2011,St Pauli,2-0,0-0,Ingolstadt
Sun Jul 17 2011,Braunschweig,3-1,3-1,Munich 1860
Sun Jul 17 2011,Hansa Rostock,1-2,1-1,Paderborn
Sun Jul 17 2011,Karlsruhe,3-2,3-2,Duisburg
Mon Jul 18 2011,Fortuna Dusseldorf,2-0,0-0,Bochum
Fri Jul 22 2011,Bochum,1-0,0-0,Frankfurt FSV
Fri Jul 22 2011,Duisburg,1-2,1-2,Cottbus
Fri Jul 22 2011,Ingolstadt,0-0,0-0,Erzgebirge Aue
Sat Jul 23 2011,Munich 1860,2-1,1-1,Karlsruhe
Sat Jul 23 2011,Union Berlin,0-4,0-2,Greuther Furth
Sun Jul 24 2011,Aachen,0-2,0-1,Braunschweig
Sun Jul 24 2011,Dresden,1-1,0-0,Hansa Rostock
Sun Jul 24 2011,Paderborn,1-1,0-1,Fortuna Dusseldorf
Mon Jul 25 2011,Ein Frankfurt,1-1,0-1,St Pauli
Fri Aug 5 2011,Fortuna Dusseldorf,4-1,1-0,Ingolstadt
Fri Aug 5 2011,St Pauli,3-1,2-1,Aachen
Fri Aug 5 2011,Union Berlin,3-0,1-0,Paderborn
Sat Aug 6 2011,Cottbus,0-5,0-4,Munich 1860
Sat Aug 6 2011,Greuther Furth,1-0,0-0,Dresden
Sun Aug 7 2011,Braunschweig,0-3,0-1,Ein Frankfurt
Sun Aug 7 2011,Erzgebirge Aue,0-2,0-1,Karlsruhe
Sun Aug 7 2011,Frankfurt FSV,0-0,0-0,Duisburg
Mon Aug 8 2011,Hansa Rostock,0-0,0-0,Bochum
Fri Aug 12 2011,Bochum,1-2,1-1,St Pauli
Fri Aug 12 2011,Dresden,4-0,1-0,Union Berlin
Fri Aug 12 2011,Karlsruhe,1-3,1-2,Braunschweig
Sat Aug 13 2011,Aachen,0-2,0-0,Cottbus
Sat Aug 13 2011,Paderborn,0-1,0-0,Greuther Furth
Sun Aug 14 2011,Duisburg,0-0,0-0,Hansa Rostock
Sun Aug 14 2011,Ingolstadt,1-1,0-1,Frankfurt FSV
Sun Aug 14 2011,Munich 1860,4-0,2-0,Erzgebirge Aue
Mon Aug 15 2011,Ein Frankfurt,1-1,1-0,Fortuna Dusseldorf
Fri Aug 19 2011,Fortuna Dusseldorf,3-1,1-0,Munich 1860
Fri Aug 19 2011,Greuther Furth,3-0,1-0,Ingolstadt
Fri Aug 19 2011,Hansa Rostock,0-0,0-0,Aachen
Sat Aug 20 2011,Braunschweig,1-1,1-1,Erzgebirge Aue
Sat Aug 20 2011,Union Berlin,2-1,1-1,Bochum
Sun Aug 21 2011,Cottbus,2-0,2-0,Karlsruhe
Sun Aug 21 2011,Dresden,1-2,0-1,Paderborn
Sun Aug 21 2011,Frankfurt FSV,0-4,0-3,Ein Frankfurt
Mon Aug 22 2011,St Pauli,2-1,1-1,Duisburg
Fri Aug 26 2011,Bochum,1-4,1-1,Greuther Furth
Fri Aug 26 2011,Duisburg,3-0,1-0,Dresden
Fri Aug 26 2011,Ingolstadt,3-1,1-0,Hansa Rostock
Sat Aug 27 2011,Aachen,0-0,0-0,Fortuna Dusseldorf
Sat Aug 27 2011,Karlsruhe,0-4,0-2,Frankfurt FSV
Sun Aug 28 2011,Braunschweig,1-0,0-0,St Pauli
Sun Aug 28 2011,Ein Frankfurt,0-0,0-0,Paderborn
Sun Aug 28 2011,Munich 1860,3-1,1-1,Union Berlin
Mon Aug 29 2011,Erzgebirge Aue,0-0,0-0,Cottbus
Fri Sep 9 2011,Greuther Furth,2-1,0-0,Duisburg
Fri Sep 9 2011,Hansa Rostock,0-0,0-0,Braunschweig
Fri Sep 9 2011,Paderborn,0-0,0-0,Aachen
Sat Sep 10 2011,Cottbus,3-3,1-0,Ein Frankfurt
Sat Sep 10 2011,Fortuna Dusseldorf,4-2,2-1,Karlsruhe
Sun Sep 11 2011,Frankfurt FSV,1-1,0-0,Erzgebirge Aue
