Date,Team 1,FT,HT,Team 2
Fri Sep 9 2011,Milan,2-2,2-2,Lazio
Sat Sep 10 2011,Cesena,1-3,1-1,Napoli
Sun Sep 11 2011,Catania,0-0,0-0,Siena
Sun Sep 11 2011,Chievo,2-2,2-1,Novara
Sun Sep 11 2011,Fiorentina,2-0,1-0,Bologna
Sun Sep 11 2011,Genoa,2-2,1-2,Atalanta
Sun Sep 11 2011,Juventus,4-1,1-0,Parma
Sun Sep 11 2011,Lecce,0-2,0-2,Udinese
Sun Sep 11 2011,Palermo,4-3,0-1,Inter
Sun Sep 11 2011,Roma,1-2,0-0,Cagliari
Sat Sep 17 2011,Cagliari,2-1,1-0,Novara
Sat Sep 17 2011,Inter,0-0,0-0,Roma
Sun Sep 18 2011,Atalanta,1-0,1-0,Palermo
Sun Sep 18 2011,Bologna,0-2,0-1,Lecce
Sun Sep 18 2011,Catania,1-0,1-0,Cesena
Sun Sep 18 2011,Lazio,1-2,1-0,Genoa
Sun Sep 18 2011,Napoli,3-1,2-1,Milan
Sun Sep 18 2011,Parma,2-1,1-0,Chievo
Sun Sep 18 2011,Siena,0-1,0-0,Juventus
Sun Sep 18 2011,Udinese,2-0,2-0,Fiorentina
Tue Sep 20 2011,Novara,3-1,1-0,Inter
Wed Sep 21 2011,Cesena,1-2,1-0,Lazio
Wed Sep 21 2011,Chievo,1-0,0-0,Napoli
Wed Sep 21 2011,Fiorentina,3-0,0-0,Parma
Wed Sep 21 2011,Genoa,3-0,2-0,Catania
Wed Sep 21 2011,Juventus,1-1,1-0,Bologna
Wed Sep 21 2011,Lecce,1-2,1-1,Atalanta
Wed Sep 21 2011,Milan,1-1,0-1,Udinese
Wed Sep 21 2011,Palermo,3-2,2-0,Cagliari
Thu Sep 22 2011,Roma,1-1,1-0,Siena
Sat Sep 24 2011,Bologna,1-3,0-1,Inter
Sat Sep 24 2011,Milan,1-0,1-0,Cesena
Sat Sep 24 2011,Napoli,0-0,0-0,Fiorentina
Sun Sep 25 2011,Atalanta,2-1,1-0,Novara
Sun Sep 25 2011,Cagliari,0-0,0-0,Udinese
Sun Sep 25 2011,Catania,1-1,1-0,Juventus
Sun Sep 25 2011,Chievo,2-1,0-0,Genoa
Sun Sep 25 2011,Lazio,0-0,0-0,Palermo
Sun Sep 25 2011,Parma,0-1,0-0,Roma
Sun Sep 25 2011,Siena,3-0,1-0,Lecce
Sat Oct 1 2011,Inter,0-3,0-1,Napoli
Sat Oct 1 2011,Roma,3-1,2-0,Atalanta
Sun Oct 2 2011,Cesena,0-0,0-0,Chievo
Sun Oct 2 2011,Fiorentina,1-2,1-1,Lazio
Sun Oct 2 2011,Juventus,2-0,0-0,Milan
Sun Oct 2 2011,Lecce,0-2,0-2,Cagliari
Sun Oct 2 2011,Novara,3-3,0-1,Catania
Sun Oct 2 2011,Palermo,2-0,1-0,Siena
Sun Oct 2 2011,Parma,3-1,2-0,Genoa
Sun Oct 2 2011,Udinese,2-0,1-0,Bologna
Sat Oct 15 2011,Catania,2-1,0-1,Inter
Sat Oct 15 2011,Milan,3-0,1-0,Palermo
Sat Oct 15 2011,Napoli,1-2,0-0,Parma
Sun Oct 16 2011,Atalanta,0-0,0-0,Udinese
Sun Oct 16 2011,Cagliari,0-0,0-0,Siena
Sun Oct 16 2011,Cesena,0-0,0-0,Fiorentina
Sun Oct 16 2011,Chievo,0-0,0-0,Juventus
Sun Oct 16 2011,Genoa,0-0,0-0,Lecce
Sun Oct 16 2011,Lazio,2-1,0-1,Roma
Sun Oct 16 2011,Novara,0-2,0-1,Bologna
Sat Oct 22 2011,Fiorentina,2-2,1-1,Catania
Sat Oct 22 2011,Juventus,2-2,1-1,Genoa
Sun Oct 23 2011,Bologna,0-2,0-1,Lazio
Sun Oct 23 2011,Cagliari,0-0,0-0,Napoli
Sun Oct 23 2011,Inter,1-0,1-0,Chievo
Sun Oct 23 2011,Lecce,3-4,3-0,Milan
Sun Oct 23 2011,Parma,1-2,0-0,Atalanta
Sun Oct 23 2011,Roma,1-0,1-0,Palermo
Sun Oct 23 2011,Siena,2-0,1-0,Cesena
Sun Oct 23 2011,Udinese,3-0,2-0,Novara
Tue Oct 25 2011,Juventus,2-1,1-0,Fiorentina
Wed Oct 26 2011,Atalanta,1-1,1-1,Inter
Wed Oct 26 2011,Cesena,1-1,1-1,Cagliari
Wed Oct 26 2011,Chievo,0-1,0-0,Bologna
Wed Oct 26 2011,Genoa,2-1,1-0,Roma
Wed Oct 26 2011,Lazio,1-1,1-0,Catania
Wed Oct 26 2011,Milan,4-1,2-0,Parma
Wed Oct 26 2011,Napoli,2-0,2-0,Udinese
Wed Oct 26 2011,Novara,1-1,0-1,Siena
Thu Oct 27 2011,Palermo,2-0,1-0,Lecce
Sat Oct 29 2011,Catania,2-1,1-1,Napoli
Sat Oct 29 2011,Inter,1-2,1-2,Juventus
Sat Oct 29 2011,Roma,2-3,1-2,Milan
Sun Oct 30 2011,Bologna,3-1,1-1,Atalanta
Sun Oct 30 2011,Cagliari,0-3,0-2,Lazio
Sun Oct 30 2011,Fiorentina,1-0,1-0,Genoa
Sun Oct 30 2011,Lecce,1-1,1-1,Novara
Sun Oct 30 2011,Parma,2-0,1-0,Cesena
Sun Oct 30 2011,Siena,4-1,1-0,Chievo
Sun Oct 30 2011,Udinese,1-0,1-0,Palermo
Sat Nov 5 2011,Novara,0-2,0-0,Roma
Sat Nov 5 2011,Palermo,3-1,1-0,Bologna
Sun Nov 6 2011,Atalanta,1-0,0-0,Cagliari
Sun Nov 6 2011,Cesena,0-1,0-0,Lecce
Sun Nov 6 2011,Chievo,1-0,0-0,Fiorentina
Sun Nov 6 2011,Lazio,1-0,0-0,Parma
Sun Nov 6 2011,Milan,4-0,2-0,Catania
Sun Nov 6 2011,Udinese,2-1,1-0,Siena
Sat Nov 19 2011,Fiorentina,0-0,0-0,Milan
Sat Nov 19 2011,Inter,2-1,0-0,Cagliari
Sat Nov 19 2011,Napoli,0-0,0-0,Lazio
Sun Nov 20 2011,Bologna,0-1,0-0,Cesena
Sun Nov 20 2011,Catania,1-2,0-1,Chievo
Sun Nov 20 2011,Genoa,1-0,0-0,Novara
Sun Nov 20 2011,Juventus,3-0,1-0,Palermo
Sun Nov 20 2011,Parma,2-0,0-0,Udinese
Sun Nov 20 2011,Roma,2-1,1-0,Lecce
Sun Nov 20 2011,Siena,2-2,1-1,Atalanta
Fri Nov 25 2011,Udinese,2-0,0-0,Roma
Sat Nov 26 2011,Atalanta,1-1,0-0,Napoli
