Date,Team 1,Team 2,FT,HT
2001-08-10,Beşiktaş,Trabzonspor,1-2,0-1
2001-08-11,Fenerbahçe,Samsunspor,3-0,2-0
2001-08-11,Gençlerbirliği,Diyarbakirspor,4-4,1-3
2001-08-11,Goztep,Bursaspor,2-0,2-0
2001-08-11,Rizespor,Kocaelispor,0-0,0-0
2001-08-12,Antalyaspor,Ankaragucu,1-8,1-2
2001-08-12,Denizlispor,Yozgatspor,5-0,2-0
2001-08-12,Gaziantepspor,Galatasaray,1-1,1-1
2001-08-12,Istanbulspor,Malatyaspor,1-0,0-0
2001-08-17,Bursaspor,Beşiktaş,2-2,1-0
2001-08-18,Diyarbakirspor,Goztep,1-2,0-1
2001-08-18,Galatasaray,Denizlispor,1-0,0-0
2001-08-18,Kocaelispor,Antalyaspor,3-1,1-0
2001-08-18,Samsunspor,Gençlerbirliği,2-2,1-1
2001-08-19,Ankaragucu,Malatyaspor,6-0,1-0
2001-08-19,Istanbulspor,Fenerbahçe,1-0,1-0
2001-08-19,Trabzonspor,Gaziantepspor,2-1,0-0
2001-08-19,Yozgatspor,Rizespor,2-1,1-1
2001-08-24,Trabzonspor,Bursaspor,5-0,1-0
2001-08-25,Antalyaspor,Yozgatspor,3-3,2-0
2001-08-25,Beşiktaş,Diyarbakirspor,4-0,1-0
2001-08-25,Gençlerbirliği,Istanbulspor,0-1,0-0
2001-08-25,Goztep,Samsunspor,2-1,1-0
2001-08-26,Fenerbahçe,Ankaragucu,4-1,3-1
2001-08-26,Gaziantepspor,Denizlispor,0-0,0-0
2001-08-26,Kocaelispor,Malatyaspor,2-0,1-0
2001-08-26,Rizespor,Galatasaray,3-6,0-3
2001-09-07,Ankaragucu,Gençlerbirliği,2-5,0-3
2001-09-08,Bursaspor,Gaziantepspor,0-2,0-2
2001-09-08,Diyarbakirspor,Trabzonspor,3-1,0-1
2001-09-08,Galatasaray,Antalyaspor,2-1,1-0
2001-09-08,Kocaelispor,Fenerbahçe,3-3,2-2
2001-09-09,Denizlispor,Rizespor,1-2,0-0
2001-09-09,Istanbulspor,Goztep,0-0,0-0
2001-09-09,Yozgatspor,Malatyaspor,3-0,0-0
2001-09-14,Beşiktaş,Istanbulspor,0-1,0-1
2001-09-15,Antalyaspor,Denizlispor,1-0,0-0
2001-09-15,Bursaspor,Diyarbakirspor,2-1,2-0
2001-09-15,Fenerbahçe,Yozgatspor,1-0,0-0
2001-09-15,Malatyaspor,Galatasaray,0-2,0-2
2001-09-16,Gaziantepspor,Rizespor,0-2,0-1
2001-09-16,Gençlerbirliği,Kocaelispor,2-2,1-0
2001-09-16,Goztep,Ankaragucu,2-1,0-0
2001-09-16,Trabzonspor,Samsunspor,1-2,0-2
2001-09-21,Kocaelispor,Goztep,2-0,2-0
2001-09-22,Bursaspor,Samsunspor,2-1,1-0
2001-09-22,Denizlispor,Malatyaspor,4-1,1-0
2001-09-22,Galatasaray,Fenerbahçe,2-0,0-0
2001-09-23,Ankaragucu,Beşiktaş,3-4,1-2
2001-09-23,Istanbulspor,Trabzonspor,2-1,1-1
2001-09-23,Rizespor,Antalyaspor,1-1,0-0
2001-09-23,Yozgatspor,Gençlerbirliği,0-2,0-1
2001-09-28,Trabzonspor,Ankaragucu,2-2,2-2
2001-09-29,Diyarbakirspor,Samsunspor,1-1,1-0
2001-09-29,Fenerbahçe,Denizlispor,2-1,1-0
2001-09-29,Malatyaspor,Rizespor,2-1,1-0
2001-09-30,Beşiktaş,Kocaelispor,4-2,3-0
2001-09-30,Bursaspor,Istanbulspor,1-2,1-1
2001-09-30,Gaziantepspor,Antalyaspor,2-3,1-0
2001-09-30,Gençlerbirliği,Galatasaray,1-3,1-1
2001-09-30,Goztep,Yozgatspor,0-0,0-0
2001-10-10,Diyarbakirspor,Gaziantepspor,2-3,1-3
2001-10-10,Samsunspor,Beşiktaş,2-1,0-0
2001-10-12,Galatasaray,Goztep,4-1,2-1
2001-10-13,Ankaragucu,Bursaspor,0-1,0-0
2001-10-13,Antalyaspor,Malatyaspor,2-1,1-0
2001-10-13,Denizlispor,Gençlerbirliği,4-1,1-0
2001-10-13,Kocaelispor,Trabzonspor,1-0,0-0
2001-10-14,Gaziantepspor,Samsunspor,1-0,0-0
2001-10-14,Istanbulspor,Diyarbakirspor,1-0,1-0
2001-10-14,Rizespor,Fenerbahçe,1-2,1-0
2001-10-14,Yozgatspor,Beşiktaş,1-3,1-0
2001-10-19,Diyarbakirspor,Ankaragucu,2-1,1-0
2001-10-20,Fenerbahçe,Antalyaspor,3-2,2-1
2001-10-20,Gaziantepspor,Malatyaspor,1-0,1-0
2001-10-20,Istanbulspor,Samsunspor,0-1,0-1
2001-10-20,Trabzonspor,Yozgatspor,2-0,1-0
2001-10-21,Beşiktaş,Galatasaray,2-2,2-0
2001-10-21,Bursaspor,Kocaelispor,2-1,1-0
2001-10-21,Gençlerbirliği,Rizespor,2-2,1-1
2001-10-21,Goztep,Denizlispor,1-1,0-0
