Date,Team 1,FT,HT,Team 2
Sat Aug 25 2001,Ath Madrid,2-0,0-0,Jaen
Sat Aug 25 2001,Poli Ejido,0-1,0-0,Burgos
Sat Aug 25 2001,Elche,0-0,0-0,Ferrol
Sat Aug 25 2001,Gimnastic,0-0,0-0,Santander
Sun Aug 26 2001,Albacete,3-0,0-0,Levante
Sun Aug 26 2001,Badajoz,1-0,0-0,Recreativo
Sun Aug 26 2001,Cordoba,1-1,0-1,Leganes
Sun Aug 26 2001,Murcia,0-0,0-0,Eibar
Sun Aug 26 2001,Numancia,2-2,2-0,Salamanca
Sun Aug 26 2001,Oviedo,1-1,0-0,Extremadura
Sun Aug 26 2001,Xerez,1-0,0-0,Sp Gijon
Sat Sep 1 2001,Eibar,0-3,0-2,Ath Madrid
Sat Sep 1 2001,Ferrol,2-0,1-0,Murcia
Sun Sep 2 2001,Burgos,1-0,1-0,Gimnastic
Sun Sep 2 2001,Extremadura,0-1,0-1,Xerez
Sun Sep 2 2001,Jaen,3-1,1-0,Poli Ejido
Sun Sep 2 2001,Leganes,0-0,0-0,Elche
Sun Sep 2 2001,Levante,3-1,2-1,Cordoba
Sun Sep 2 2001,Santander,1-1,1-0,Oviedo
Sun Sep 2 2001,Recreativo,1-0,0-0,Numancia
Sun Sep 2 2001,Salamanca,2-0,2-0,Albacete
Sun Sep 2 2001,Sp Gijon,3-0,0-0,Badajoz
Sat Sep 8 2001,Albacete,0-0,0-0,Recreativo
Sat Sep 8 2001,Ath Madrid,1-1,0-1,Ferrol
Sat Sep 8 2001,Elche,2-2,1-1,Levante
Sat Sep 8 2001,Gimnastic,0-2,0-0,Jaen
Sat Sep 8 2001,Xerez,2-0,0-0,Badajoz
Sun Sep 9 2001,Cordoba,4-2,0-0,Salamanca
Sun Sep 9 2001,Poli Ejido,0-0,0-0,Eibar
Sun Sep 9 2001,Extremadura,2-0,1-0,Santander
Sun Sep 9 2001,Murcia,0-0,0-0,Leganes
Sun Sep 9 2001,Numancia,3-1,1-0,Sp Gijon
Sun Sep 9 2001,Oviedo,2-0,1-0,Burgos
Sat Sep 15 2001,Ferrol,2-1,0-1,Poli Ejido
Sat Sep 15 2001,Recreativo,2-1,0-0,Cordoba
Sat Sep 15 2001,Salamanca,1-0,0-0,Elche
Sun Sep 16 2001,Badajoz,0-0,0-0,Numancia
Sun Sep 16 2001,Burgos,1-0,0-0,Extremadura
Sun Sep 16 2001,Eibar,3-1,2-1,Gimnastic
Sun Sep 16 2001,Jaen,1-3,1-1,Oviedo
Sun Sep 16 2001,Leganes,0-3,0-2,Ath Madrid
Sun Sep 16 2001,Levante,0-0,0-0,Murcia
Sun Sep 16 2001,Santander,1-0,1-0,Xerez
Sun Sep 16 2001,Sp Gijon,0-0,0-0,Albacete
Sat Sep 22 2001,Ath Madrid,2-1,1-1,Levante
Sat Sep 22 2001,Extremadura,5-0,2-0,Jaen
Sun Sep 23 2001,Albacete,2-0,1-0,Badajoz
Sun Sep 23 2001,Cordoba,1-2,1-2,Sp Gijon
Sun Sep 23 2001,Poli Ejido,1-1,0-0,Leganes
Sun Sep 23 2001,Elche,1-1,1-0,Recreativo
Sun Sep 23 2001,Murcia,3-3,2-2,Salamanca
Sun Sep 23 2001,Oviedo,1-0,0-0,Eibar
Sun Sep 23 2001,Santander,0-2,0-0,Burgos
Sun Sep 23 2001,Xerez,2-1,0-1,Numancia
Sat Sep 29 2001,Badajoz,0-1,0-1,Cordoba
Sat Sep 29 2001,Eibar,0-0,0-0,Extremadura
Sat Sep 29 2001,Jaen,0-0,0-0,Santander
Sat Sep 29 2001,Leganes,2-1,2-0,Gimnastic
Sat Sep 29 2001,Numancia,1-0,1-0,Albacete
Sat Sep 29 2001,Recreativo,0-1,0-1,Murcia
