Date,Team 1,FT,HT,Team 2
Sun Mar 31 2024,Odd,1-2,?,Haugesund
Mon Apr 1 2024,Fredrikstad,0-2,?,Bodo/Glimt
Mon Apr 1 2024,Lillestrom,2-3,?,Kristiansund
Mon Apr 1 2024,Molde,4-0,?,Stromsgodset
Mon Apr 1 2024,Rosenborg,2-0,?,Sandefjord
Mon Apr 1 2024,Tromso,2-4,?,Brann
Mon Apr 1 2024,Viking,1-0,?,Sarpsborg 08
Tue Apr 2 2024,KFUM Oslo,1-1,?,HamKam
Sat Apr 6 2024,Bodo/Glimt,1-0,?,Viking
Sun Apr 7 2024,Kristiansund,1-1,?,KFUM Oslo
Sun Apr 7 2024,HamKam,0-1,?,Molde
Sun Apr 7 2024,Haugesund,0-2,?,Lillestrom
Sun Apr 7 2024,Sarpsborg 08,0-1,?,Odd
Sun Apr 7 2024,Stromsgodset,1-0,?,Rosenborg
Sun Apr 7 2024,Brann,0-2,?,Fredrikstad
Sat Apr 13 2024,Fredrikstad,2-2,?,Sarpsborg 08
Sun Apr 14 2024,Viking,1-1,?,Brann
Sun Apr 14 2024,Molde,2-0,?,Kristiansund
Sun Apr 14 2024,Odd,2-2,?,Sandefjord
Sun Apr 14 2024,Rosenborg,1-0,?,HamKam
Sun Apr 14 2024,Tromso,0-1,?,Haugesund
Sun Apr 14 2024,Lillestrom,0-5,?,Bodo/Glimt
Tue Apr 16 2024,KFUM Oslo,1-3,?,Stromsgodset
Wed Apr 17 2024,Brann,1-0,?,HamKam
Wed Apr 17 2024,Molde,1-2,?,Odd
Sun Apr 21 2024,HamKam,0-1,?,Stromsgodset
Sun Apr 21 2024,Brann,2-0,?,Odd
Sun Apr 21 2024,Haugesund,1-3,?,Rosenborg
Sun Apr 21 2024,Kristiansund,1-0,?,Tromso
Sun Apr 21 2024,Sandefjord,0-1,?,Lillestrom
Sun Apr 21 2024,Sarpsborg 08,0-2,?,KFUM Oslo
Sun Apr 21 2024,Viking,1-1,?,Fredrikstad
Sun Apr 21 2024,Bodo/Glimt,1-1,?,Molde
Sat Apr 27 2024,Rosenborg,1-3,?,Bodo/Glimt
Sun Apr 28 2024,Fredrikstad,1-0,?,Sandefjord
Sun Apr 28 2024,KFUM Oslo,0-0,?,Brann
Sun Apr 28 2024,Lillestrom,1-1,?,HamKam
Sun Apr 28 2024,Molde,2-1,?,Haugesund
Sun Apr 28 2024,Stromsgodset,2-2,?,Kristiansund
Sun Apr 28 2024,Tromso,0-3,?,Sarpsborg 08
Sun Apr 28 2024,Odd,3-3,?,Viking
Sat May 4 2024,Brann,3-0,?,Rosenborg
Sun May 5 2024,Bodo/Glimt,1-0,?,Stromsgodset
Sun May 5 2024,Haugesund,0-1,?,KFUM Oslo
Sun May 5 2024,Kristiansund,1-1,?,HamKam
Sun May 5 2024,Odd,0-2,?,Fredrikstad
Sun May 5 2024,Sandefjord,3-1,?,Molde
Sun May 5 2024,Sarpsborg 08,1-0,?,Lillestrom
Sun May 5 2024,Viking,2-1,?,Tromso
Sat May 11 2024,Molde,2-2,?,Rosenborg
Sun May 12 2024,Kristiansund,2-4,?,Bodo/Glimt
Sun May 12 2024,HamKam,2-2,?,Haugesund
Sun May 12 2024,KFUM Oslo,1-4,?,Fredrikstad
Sun May 12 2024,Sandefjord,4-1,?,Sarpsborg 08
Sun May 12 2024,Stromsgodset,0-1,?,Viking
Sun May 12 2024,Tromso,4-0,?,Odd
Sun May 12 2024,Lillestrom,0-2,?,Brann
Thu May 16 2024,Bodo/Glimt,4-0,?,Tromso
Thu May 16 2024,Brann,2-1,?,Sandefjord
Thu May 16 2024,Fredrikstad,4-1,?,Stromsgodset
Thu May 16 2024,Haugesund,1-0,?,Kristiansund
Thu May 16 2024,Odd,0-4,?,Molde
Thu May 16 2024,Rosenborg,1-3,?,KFUM Oslo
Thu May 16 2024,Sarpsborg 08,1-7,?,HamKam
Thu May 16 2024,Viking,1-4,?,Lillestrom
Mon May 20 2024,HamKam,1-0,?,Bodo/Glimt
Mon May 20 2024,KFUM Oslo,0-0,?,Odd
Mon May 20 2024,Kristiansund,2-2,?,Brann
Mon May 20 2024,Lillestrom,0-3,?,Fredrikstad
Mon May 20 2024,Molde,2-4,?,Sarpsborg 08
Mon May 20 2024,Sandefjord,0-3,?,Viking
Mon May 20 2024,Stromsgodset,2-0,?,Haugesund
Mon May 20 2024,Tromso,3-2,?,Rosenborg
Fri May 24 2024,Bodo/Glimt,2-2,?,KFUM Oslo
Sat May 25 2024,Fredrikstad,0-0,?,Tromso
Sun May 26 2024,Haugesund,2-1,?,Sandefjord
Sun May 26 2024,Odd,2-1,?,Lillestrom
Sun May 26 2024,Rosenborg,2-1,?,Kristiansund
Sun May 26 2024,Sarpsborg 08,1-3,?,Stromsgodset
Sun May 26 2024,Viking,3-0,?,HamKam
Sun May 26 2024,Brann,1-3,?,Molde
Wed May 29 2024,Bodo/Glimt,1-1,?,Sandefjord
Wed May 29 2024,Brann,2-1,?,Kristiansund
Wed May 29 2024,Tromso,3-0,?,Fredrikstad
Sat Jun 1 2024,HamKam,1-2,?,Brann
Sun Jun 2 2024,Molde,2-2,?,Viking
Sun Jun 2 2024,Haugesund,0-1,?,Bodo/Glimt
Sun Jun 2 2024,KFUM Oslo,3-3,?,Sandefjord
Sun Jun 2 2024,Kristiansund,3-1,?,Sarpsborg 08
Sun Jun 2 2024,Stromsgodset,1-1,?,Odd
Sun Jun 2 2024,Tromso,1-2,?,Lillestrom
Sun Jun 2 2024,Rosenborg,1-1,?,Fredrikstad
