Date,Team 1,FT,HT,Team 2
Fri Feb 16 2024,Bohemians,2-2,?,Sligo Rovers
Fri Feb 16 2024,Derry City,2-1,?,Drogheda
Fri Feb 16 2024,Galway,0-1,?,St. Patricks
Fri Feb 16 2024,Shamrock Rovers,1-1,?,Dundalk
Fri Feb 16 2024,Waterford,1-1,?,Shelbourne
Fri Feb 23 2024,Drogheda,1-4,?,Waterford
Fri Feb 23 2024,Dundalk,0-2,?,Galway
Fri Feb 23 2024,Shelbourne,2-1,?,Shamrock Rovers
Fri Feb 23 2024,St. Patricks,0-1,?,Bohemians
Sat Feb 24 2024,Sligo Rovers,0-0,?,Derry City
Fri Mar 1 2024,Derry City,2-1,?,St. Patricks
Fri Mar 1 2024,Galway,2-1,?,Waterford
Fri Mar 1 2024,Sligo Rovers,0-1,?,Shelbourne
Mon Mar 4 2024,Drogheda,2-1,?,Bohemians
Mon Mar 4 2024,Dundalk,0-5,?,Sligo Rovers
Mon Mar 4 2024,Shamrock Rovers,2-2,?,Derry City
Mon Mar 4 2024,Shelbourne,1-0,?,Galway
Mon Mar 4 2024,Waterford,3-1,?,St. Patricks
Fri Mar 8 2024,Bohemians,0-2,?,Shelbourne
Fri Mar 8 2024,Derry City,3-0,?,Waterford
Fri Mar 8 2024,Galway,0-0,?,Drogheda
Fri Mar 8 2024,St. Patricks,1-0,?,Dundalk
Sat Mar 9 2024,Sligo Rovers,0-0,?,Shamrock Rovers
Fri Mar 15 2024,Bohemians,2-1,?,Derry City
Fri Mar 15 2024,Dundalk,0-0,?,Waterford
Fri Mar 15 2024,Galway,0-1,?,Shamrock Rovers
Fri Mar 15 2024,St. Patricks,1-2,?,Shelbourne
Sat Mar 16 2024,Sligo Rovers,3-1,?,Drogheda
Fri Mar 29 2024,Derry City,0-1,?,Galway
Fri Mar 29 2024,Drogheda,0-0,?,St. Patricks
Fri Mar 29 2024,Shamrock Rovers,3-1,?,Bohemians
Fri Mar 29 2024,Shelbourne,2-1,?,Dundalk
Fri Mar 29 2024,Waterford,0-1,?,Sligo Rovers
Mon Apr 1 2024,Dundalk,0-0,?,Drogheda
Mon Apr 1 2024,Shelbourne,0-0,?,Derry City
Mon Apr 1 2024,St. Patricks,3-0,?,Sligo Rovers
Mon Apr 1 2024,Waterford,1-2,?,Shamrock Rovers
Mon Apr 1 2024,Galway,0-2,?,Bohemians
Fri Apr 5 2024,Bohemians,0-1,?,Waterford
Fri Apr 5 2024,Derry City,4-1,?,Dundalk
Fri Apr 5 2024,Drogheda,2-2,?,Shelbourne
Fri Apr 5 2024,St. Patricks,2-1,?,Shamrock Rovers
Fri Apr 12 2024,Drogheda,2-2,?,Derry City
Fri Apr 12 2024,Dundalk,0-0,?,St. Patricks
Fri Apr 12 2024,Shelbourne,1-2,?,Bohemians
Fri Apr 12 2024,Waterford,0-0,?,Galway
Fri Apr 12 2024,Shamrock Rovers,3-0,?,Sligo Rovers
Mon Apr 15 2024,Bohemians,1-0,?,Dundalk
Fri Apr 19 2024,Bohemians,1-0,?,Drogheda
Fri Apr 19 2024,Derry City,1-3,?,Shamrock Rovers
Fri Apr 19 2024,Galway,1-0,?,Shelbourne
Fri Apr 19 2024,Sligo Rovers,1-1,?,Dundalk
Fri Apr 19 2024,St. Patricks,1-1,?,Waterford
Mon Apr 22 2024,Derry City,3-1,?,St. Patricks
Mon Apr 22 2024,Shelbourne,0-0,?,Shamrock Rovers
Mon Apr 22 2024,Sligo Rovers,0-0,?,Galway
Fri Apr 26 2024,Drogheda,3-1,?,Sligo Rovers
Fri Apr 26 2024,Dundalk,2-0,?,Bohemians
