Date,Team 1,FT,HT,Team 2
Sat Apr 13 2024,Criciuma,1-1,?,Juventude
Sat Apr 13 2024,Internacional,2-1,?,Bahia
Sat Apr 13 2024,Fluminense,2-2,?,Bragantino
Sat Apr 13 2024,Sao Paulo,1-2,?,Fortaleza
Sun Apr 14 2024,Athletico-PR,4-0,?,Cuiaba
Sun Apr 14 2024,Atletico GO,1-2,?,Flamengo RJ
Sun Apr 14 2024,Corinthians,0-0,?,Atletico-MG
Sun Apr 14 2024,Vasco,2-1,?,Gremio
Sun Apr 14 2024,Cruzeiro,3-2,?,Botafogo RJ
Sun Apr 14 2024,Vitoria,0-1,?,Palmeiras
Tue Apr 16 2024,Bahia,2-1,?,Fluminense
Wed Apr 17 2024,Bragantino,2-1,?,Vasco
Wed Apr 17 2024,Gremio,2-0,?,Athletico-PR
Wed Apr 17 2024,Atletico-MG,1-1,?,Criciuma
Wed Apr 17 2024,Fortaleza,1-1,?,Cruzeiro
Wed Apr 17 2024,Juventude,2-0,?,Corinthians
Wed Apr 17 2024,Palmeiras,0-1,?,Internacional
Wed Apr 17 2024,Flamengo RJ,2-1,?,Sao Paulo
Thu Apr 18 2024,Botafogo RJ,1-0,?,Atletico GO
Sat Apr 20 2024,Fluminense,2-1,?,Vasco
Sat Apr 20 2024,Bragantino,1-0,?,Corinthians
Sat Apr 20 2024,Gremio,1-0,?,Cuiaba
Sat Apr 20 2024,Atletico-MG,3-0,?,Cruzeiro
Sun Apr 21 2024,Athletico-PR,1-0,?,Internacional
Sun Apr 21 2024,Palmeiras,0-0,?,Flamengo RJ
Sun Apr 21 2024,Vitoria,2-2,?,Bahia
Sun Apr 21 2024,Atletico GO,0-3,?,Sao Paulo
Sun Apr 21 2024,Botafogo RJ,5-1,?,Juventude
Sat Apr 27 2024,Vasco,0-4,?,Criciuma
Sat Apr 27 2024,Cuiaba,0-3,?,Atletico-MG
Sat Apr 27 2024,Bahia,1-0,?,Gremio
Sun Apr 28 2024,Flamengo RJ,0-2,?,Botafogo RJ
Sun Apr 28 2024,Corinthians,3-0,?,Fluminense
Sun Apr 28 2024,Cruzeiro,3-1,?,Vitoria
Sun Apr 28 2024,Fortaleza,1-1,?,Bragantino
Sun Apr 28 2024,Juventude,1-1,?,Athletico-PR
Sun Apr 28 2024,Internacional,1-1,?,Atletico GO
Mon Apr 29 2024,Sao Paulo,0-0,?,Palmeiras
Sat May 4 2024,Fluminense,2-2,?,Atletico-MG
Sat May 4 2024,Bragantino,1-1,?,Flamengo RJ
Sat May 4 2024,Corinthians,0-0,?,Fortaleza
Sun May 5 2024,Athletico-PR,1-0,?,Vasco
Sun May 5 2024,Vitoria,1-3,?,Sao Paulo
Sun May 5 2024,Botafogo RJ,1-2,?,Bahia
Sun May 5 2024,Cuiaba,0-2,?,Palmeiras
Sat May 11 2024,Flamengo RJ,2-0,?,Corinthians
Sun May 12 2024,Atletico GO,0-1,?,Cruzeiro
Sun May 12 2024,Fortaleza,1-1,?,Botafogo RJ
Sun May 12 2024,Palmeiras,0-2,?,Athletico-PR
Sun May 12 2024,Bahia,1-0,?,Bragantino
Sun May 12 2024,Vasco,2-1,?,Vitoria
Mon May 13 2024,Sao Paulo,2-1,?,Fluminense
Sat Jun 1 2024,Gremio,0-2,?,Bragantino
Sat Jun 1 2024,Vitoria,0-2,?,Atletico GO
Sat Jun 1 2024,Cuiaba,0-1,?,Internacional
Sat Jun 1 2024,Fluminense,1-1,?,Juventude
Sat Jun 1 2024,Corinthians,0-1,?,Botafogo RJ
Sun Jun 2 2024,Atletico-MG,1-1,?,Bahia
Sun Jun 2 2024,Criciuma,1-2,?,Palmeiras
Sun Jun 2 2024,Vasco,1-6,?,Flamengo RJ
Sun Jun 2 2024,Fortaleza,1-0,?,Athletico-PR
Sun Jun 2 2024,Sao Paulo,2-0,?,Cruzeiro
Wed Jun 5 2024,Juventude,1-0,?,Atletico GO
Wed Jun 5 2024,Cuiaba,0-0,?,Vitoria
