Date,Team 1,FT,HT,Team 2
Fri Jul 19 2013,Poli Timisoara,2-0,?,Din. Bucuresti
Sat Jul 20 2013,Navodari,1-0,?,Gaz Metan Medias
Sat Jul 20 2013,Pandurii,3-1,?,FC Brasov
Sat Jul 20 2013,FCSB,2-1,?,Ceahlaul
Sun Jul 21 2013,FC Botosani,0-0,?,CFR Cluj
Sun Jul 21 2013,U. Cluj,0-1,?,Petrolul
Sun Jul 21 2013,Viitorul Constanta,0-4,?,Astra
Mon Jul 22 2013,Corona Brasov,0-1,?,Otelul
Fri Jul 26 2013,Gaz Metan Medias,1-2,?,FC Botosani
Fri Jul 26 2013,Ceahlaul,3-0,?,Corona Brasov
Sat Jul 27 2013,Otelul,2-1,?,U. Cluj
Sat Jul 27 2013,CFR Cluj,2-2,?,Poli Timisoara
Sun Jul 28 2013,Din. Bucuresti,2-0,?,Vaslui
Mon Jul 29 2013,FC Brasov,1-1,?,Navodari
Mon Jul 29 2013,Petrolul,1-1,?,Pandurii
Fri Aug 2 2013,U. Cluj,1-1,?,Ceahlaul
Sat Aug 3 2013,FC Botosani,1-1,?,Navodari
Sun Aug 4 2013,Corona Brasov,2-5,?,Astra
Sun Aug 4 2013,Petrolul,0-0,?,FC Brasov
Sun Aug 4 2013,Pandurii,2-1,?,Otelul
Mon Aug 5 2013,Poli Timisoara,2-1,?,Gaz Metan Medias
Mon Aug 5 2013,Viitorul Constanta,0-0,?,Din. Bucuresti
Mon Aug 5 2013,Vaslui,4-0,?,CFR Cluj
Fri Aug 9 2013,FC Brasov,1-2,?,FC Botosani
Sat Aug 10 2013,Concordia,1-0,?,Corona Brasov
Sat Aug 10 2013,CFR Cluj,2-1,?,Viitorul Constanta
Sat Aug 10 2013,Navodari,1-2,?,Poli Timisoara
Sun Aug 11 2013,Otelul,1-2,?,Petrolul
Sun Aug 11 2013,Astra,3-1,?,U. Cluj
Sun Aug 11 2013,Ceahlaul,1-0,?,Pandurii
Sun Aug 11 2013,Din. Bucuresti,1-2,?,FCSB
Mon Aug 12 2013,Gaz Metan Medias,1-1,?,Vaslui
Fri Aug 16 2013,Otelul,1-0,?,FC Brasov
Fri Aug 16 2013,Poli Timisoara,0-1,?,FC Botosani
Fri Aug 16 2013,Corona Brasov,1-1,?,Din. Bucuresti
Sat Aug 17 2013,Pandurii,1-3,?,Astra
Sat Aug 17 2013,Petrolul,1-1,?,Ceahlaul
Sat Aug 17 2013,FCSB,3-0,?,CFR Cluj
Sun Aug 18 2013,Viitorul Constanta,0-0,?,Gaz Metan Medias
Mon Aug 19 2013,U. Cluj,0-3,?,Concordia
Mon Aug 19 2013,Vaslui,1-0,?,Navodari
Fri Aug 23 2013,Navodari,3-1,?,Viitorul Constanta
Fri Aug 23 2013,FC Brasov,2-1,?,Poli Timisoara
Fri Aug 23 2013,Din. Bucuresti,6-0,?,U. Cluj
Sat Aug 24 2013,Ceahlaul,2-0,?,Otelul
Sat Aug 24 2013,Gaz Metan Medias,2-2,?,FCSB
Sun Aug 25 2013,FC Botosani,1-0,?,Vaslui
Sun Aug 25 2013,Concordia,1-5,?,Pandurii
Sun Aug 25 2013,Astra,1-2,?,Petrolul
Mon Aug 26 2013,CFR Cluj,1-0,?,Corona Brasov
Fri Sep 13 2013,Pandurii,2-1,?,Din. Bucuresti
Sat Sep 14 2013,FCSB,5-0,?,Navodari
Sun Sep 15 2013,Corona Brasov,1-2,?,Gaz Metan Medias
Sun Sep 15 2013,Otelul,0-4,?,Astra
Sun Sep 15 2013,Petrolul,2-0,?,Concordia
Sun Sep 15 2013,U. Cluj,0-0,?,CFR Cluj
Mon Sep 16 2013,Ceahlaul,1-1,?,FC Brasov
Mon Sep 16 2013,Viitorul Constanta,0-0,?,FC Botosani
Mon Sep 16 2013,Vaslui,1-0,?,Poli Timisoara
Fri Sep 20 2013,Gaz Metan Medias,2-1,?,U. Cluj
Fri Sep 20 2013,Navodari,1-0,?,Corona Brasov
Fri Sep 20 2013,Poli Timisoara,0-0,?,Viitorul Constanta
Sat Sep 21 2013,FC Brasov,1-1,?,Vaslui
Sat Sep 21 2013,Din. Bucuresti,1-1,?,Petrolul
Sun Sep 22 2013,FC Botosani,1-2,?,FCSB
Sun Sep 22 2013,CFR Cluj,1-1,?,Pandurii
Mon Sep 23 2013,Concordia,1-1,?,Otelul
Mon Sep 23 2013,Astra,0-0,?,Ceahlaul
Fri Sep 27 2013,U. Cluj,1-1,?,Navodari
Sat Sep 28 2013,Pandurii,1-2,?,Gaz Metan Medias
Sat Sep 28 2013,FCSB,3-0,?,Poli Timisoara
Sun Sep 29 2013,Corona Brasov,1-2,?,FC Botosani
Sun Sep 29 2013,Viitorul Constanta,2-0,?,Vaslui
Sun Sep 29 2013,Otelul,1-2,?,Din. Bucuresti
Mon Sep 30 2013,Astra,3-0,?,FC Brasov
Mon Sep 30 2013,Ceahlaul,3-1,?,Concordia
Mon Sep 30 2013,Petrolul,3-2,?,CFR Cluj
Fri Oct 4 2013,FC Brasov,4-0,?,Viitorul Constanta
Fri Oct 4 2013,Poli Timisoara,0-0,?,Corona Brasov
Sat Oct 5 2013,Concordia,3-1,?,Astra
Sat Oct 5 2013,Vaslui,0-1,?,FCSB
Sun Oct 6 2013,Din. Bucuresti,1-1,?,Ceahlaul
Sun Oct 6 2013,Navodari,0-4,?,Pandurii
Sun Oct 6 2013,Gaz Metan Medias,1-0,?,Petrolul
Mon Oct 7 2013,FC Botosani,1-1,?,U. Cluj
Mon Oct 7 2013,CFR Cluj,7-2,?,Otelul
Fri Oct 18 2013,Corona Brasov,2-1,?,Vaslui
Fri Oct 18 2013,FCSB,4-0,?,Viitorul Constanta
Sat Oct 19 2013,Otelul,1-1,?,Gaz Metan Medias
Sat Oct 19 2013,Petrolul,3-0,?,Navodari
Sun Oct 20 2013,Pandurii,6-1,?,FC Botosani
Sun Oct 20 2013,Ceahlaul,0-1,?,CFR Cluj
Sun Oct 20 2013,Astra,2-1,?,Din. Bucuresti
Mon Oct 21 2013,Concordia,1-0,?,FC Brasov
Mon Oct 21 2013,U. Cluj,1-2,?,Poli Timisoara
Fri Oct 25 2013,Viitorul Constanta,1-0,?,Corona Brasov
Fri Oct 25 2013,Vaslui,2-0,?,U. Cluj
Sat Oct 26 2013,FC Botosani,1-2,?,Petrolul
Sat Oct 26 2013,Gaz Metan Medias,3-1,?,Ceahlaul
Sat Oct 26 2013,CFR Cluj,0-0,?,Astra
Sun Oct 27 2013,Poli Timisoara,2-3,?,Pandurii
Sun Oct 27 2013,FC Brasov,1-2,?,FCSB
Mon Oct 28 2013,Din. Bucuresti,2-1,?,Concordia
Mon Oct 28 2013,Navodari,2-1,?,Otelul
Fri Nov 1 2013,Ceahlaul,2-1,?,Navodari
Sat Nov 2 2013,Pandurii,1-2,?,Vaslui
Sat Nov 2 2013,Corona Brasov,1-1,?,FCSB
Sun Nov 3 2013,Concordia,0-0,?,CFR Cluj
Sun Nov 3 2013,Astra,3-1,?,Gaz Metan Medias
Sun Nov 3 2013,Din. Bucuresti,2-1,?,FC Brasov
Mon Nov 4 2013,U. Cluj,3-1,?,Viitorul Constanta
Mon Nov 4 2013,Petrolul,0-0,?,Poli Timisoara
Mon Nov 4 2013,Otelul,2-1,?,FC Botosani
Thu Nov 7 2013,Navodari,3-4,?,Astra
Fri Nov 8 2013,Vaslui,1-1,?,Petrolul
Fri Nov 8 2013,CFR Cluj,1-0,?,Din. Bucuresti
Sat Nov 9 2013,FC Botosani,0-1,?,Ceahlaul
Sun Nov 10 2013,Viitorul Constanta,0-1,?,Pandurii
Mon Nov 11 2013,Gaz Metan Medias,1-0,?,Concordia
Mon Nov 11 2013,Poli Timisoara,1-0,?,Otelul
Mon Nov 11 2013,Corona Brasov,1-2,?,FC Brasov
Fri Nov 22 2013,Concordia,4-0,?,Navodari
Fri Nov 22 2013,Ceahlaul,1-0,?,Poli Timisoara
Fri Nov 22 2013,Otelul,1-2,?,Vaslui
Sat Nov 23 2013,Pandurii,1-1,?,FCSB
Sun Nov 24 2013,Astra,5-0,?,FC Botosani
Sun Nov 24 2013,Din. Bucuresti,1-0,?,Gaz Metan Medias
Mon Nov 25 2013,U. Cluj,3-2,?,Corona Brasov
Mon Nov 25 2013,FC Brasov,0-0,?,CFR Cluj
Mon Nov 25 2013,Petrolul,3-0,?,Viitorul Constanta
Wed Nov 27 2013,Vaslui,0-0,?,Concordia
Fri Nov 29 2013,U. Cluj,2-0,?,FC Brasov
Fri Nov 29 2013,Poli Timisoara,1-2,?,Astra
Sat Nov 30 2013,Viitorul Constanta,4-3,?,Otelul
Sat Nov 30 2013,Vaslui,3-0,?,Ceahlaul
Sat Nov 30 2013,Navodari,0-1,?,Din. Bucuresti
Sun Dec 1 2013,FC Botosani,0-2,?,Concordia
