Date,Team 1,Team 2,FT,HT
2013-08-16,Antalyaspor,Erciyesspor,0-0,0-0
2013-08-17,Karabükspor,Kasımpaşa,2-0,1-0
2013-08-17,Konyaspor,Fenerbahçe,3-2,0-2
2013-08-17,Rizespor,Gençlerbirliği,1-0,1-0
2013-08-18,Akhisar Belediyespor,Elazığspor,3-1,1-1
2013-08-18,Beşiktaş,Trabzonspor,2-0,0-0
2013-08-18,Eskişehirspor,Bursaspor,2-0,0-0
2013-08-19,Galatasaray,Gaziantepspor,2-1,1-0
2013-08-19,Kayserispor,Sivasspor,1-0,0-0
2013-08-23,Gençlerbirliği,Akhisar Belediyespor,3-0,2-0
2013-08-24,Fenerbahçe,Eskişehirspor,1-0,0-0
2013-08-24,Gaziantepspor,Antalyaspor,0-0,0-0
2013-08-24,Kasımpaşa,Kayserispor,3-1,2-0
2013-08-25,Bursaspor,Galatasaray,1-1,0-1
2013-08-25,Elazığspor,Karabükspor,2-2,1-1
2013-08-25,Sivasspor,Konyaspor,2-0,0-0
2013-08-26,Erciyesspor,Beşiktaş,2-4,1-1
2013-08-26,Trabzonspor,Rizespor,2-1,1-1
2013-08-30,Eskişehirspor,Galatasaray,0-0,0-0
2013-08-30,Konyaspor,Kasımpaşa,1-2,1-0
2013-08-31,Antalyaspor,Bursaspor,1-2,1-1
2013-08-31,Fenerbahçe,Sivasspor,5-2,3-0
2013-08-31,Kayserispor,Elazığspor,1-3,0-3
2013-09-01,Akhisar Belediyespor,Trabzonspor,3-0,1-0
2013-09-01,Beşiktaş,Gaziantepspor,2-0,2-0
2013-09-01,Karabükspor,Gençlerbirliği,1-0,0-0
2013-09-01,Rizespor,Erciyesspor,2-1,1-0
2013-09-13,Galatasaray,Antalyaspor,1-1,0-1
2013-09-14,Erciyesspor,Akhisar Belediyespor,1-0,0-0
2013-09-14,Gaziantepspor,Rizespor,2-5,1-2
2013-09-14,Trabzonspor,Karabükspor,1-0,0-0
2013-09-15,Bursaspor,Beşiktaş,0-3,0-2
2013-09-15,Elazığspor,Konyaspor,2-0,2-0
2013-09-15,Gençlerbirliği,Kayserispor,1-1,0-0
2013-09-15,Sivasspor,Eskişehirspor,3-2,1-1
2013-09-16,Kasımpaşa,Fenerbahçe,2-3,2-1
2013-09-20,Akhisar Belediyespor,Gaziantepspor,2-0,1-0
2013-09-20,Karabükspor,Erciyesspor,0-0,0-0
2013-09-21,Eskişehirspor,Antalyaspor,2-1,1-0
2013-09-21,Fenerbahçe,Elazığspor,4-0,2-0
2013-09-21,Konyaspor,Gençlerbirliği,1-0,1-0
