Date,Team 1,FT,HT,Team 2
Fri Aug 8 2014,Godoy Cruz,3-0,?,Banfield
Fri Aug 8 2014,Rosario Central,3-1,?,Quilmes
Sat Aug 9 2014,Defensa y Justicia,1-3,?,Racing Club
Sun Aug 10 2014,Independiente,3-0,?,Atl. Rafaela
Sun Aug 10 2014,Boca Juniors,0-1,?,Newells Old Boys
Sun Aug 10 2014,Gimnasia L.P.,1-1,?,River Plate
Mon Aug 11 2014,Arsenal Sarandi,2-1,?,Estudiantes L.P.
Mon Aug 11 2014,Tigre,0-1,?,Velez Sarsfield
Wed Aug 13 2014,Lanus,1-0,?,Belgrano
Fri Aug 15 2014,Newells Old Boys,1-1,?,Gimnasia L.P.
Sat Aug 16 2014,Olimpo Bahia Blanca,2-1,?,Tigre
Sat Aug 16 2014,Banfield,2-3,?,Defensa y Justicia
Sat Aug 16 2014,Velez Sarsfield,2-1,?,Arsenal Sarandi
Sat Aug 16 2014,Estudiantes L.P.,1-0,?,Independiente
Sun Aug 17 2014,Racing Club,2-0,?,San Lorenzo
Sun Aug 17 2014,River Plate,2-0,?,Rosario Central
Sun Aug 17 2014,Belgrano,0-1,?,Boca Juniors
Mon Aug 18 2014,Quilmes,2-2,?,Godoy Cruz
Mon Aug 18 2014,Atl. Rafaela,2-1,?,Lanus
Fri Aug 22 2014,Arsenal Sarandi,1-0,?,Olimpo Bahia Blanca
Fri Aug 22 2014,Tigre,4-0,?,Racing Club
Sat Aug 23 2014,Gimnasia L.P.,1-2,?,Rosario Central
Sat Aug 23 2014,Newells Old Boys,3-3,?,Belgrano
Sat Aug 23 2014,Independiente,0-4,?,Velez Sarsfield
Sun Aug 24 2014,San Lorenzo,0-2,?,Banfield
Sun Aug 24 2014,Lanus,2-1,?,Estudiantes L.P.
Sun Aug 24 2014,Defensa y Justicia,1-1,?,Quilmes
Sun Aug 24 2014,Boca Juniors,0-3,?,Atl. Rafaela
Sun Aug 24 2014,Godoy Cruz,0-4,?,River Plate
Tue Aug 26 2014,Belgrano,0-0,?,Gimnasia L.P.
Tue Aug 26 2014,Olimpo Bahia Blanca,1-2,?,Independiente
Tue Aug 26 2014,Racing Club,1-0,?,Arsenal Sarandi
Wed Aug 27 2014,Atl. Rafaela,2-3,?,Newells Old Boys
Wed Aug 27 2014,Rosario Central,0-1,?,Godoy Cruz
Wed Aug 27 2014,River Plate,3-0,?,Defensa y Justicia
Wed Aug 27 2014,Estudiantes L.P.,3-1,?,Boca Juniors
Thu Aug 28 2014,Banfield,1-0,?,Tigre
Thu Aug 28 2014,Velez Sarsfield,1-0,?,Lanus
Thu Aug 28 2014,Quilmes,0-3,?,San Lorenzo
Sat Aug 30 2014,Gimnasia L.P.,2-0,?,Godoy Cruz
Sat Aug 30 2014,Defensa y Justicia,1-3,?,Rosario Central
Sat Aug 30 2014,Newells Old Boys,1-0,?,Estudiantes L.P.
Sun Aug 31 2014,Belgrano,3-0,?,Atl. Rafaela
Sun Aug 31 2014,Independiente,2-1,?,Racing Club
Sun Aug 31 2014,Boca Juniors,3-1,?,Velez Sarsfield
Sun Aug 31 2014,San Lorenzo,1-3,?,River Plate
Mon Sep 1 2014,Lanus,1-1,?,Olimpo Bahia Blanca
Mon Sep 1 2014,Arsenal Sarandi,1-0,?,Banfield
Mon Sep 1 2014,Tigre,0-0,?,Quilmes
Sat Sep 6 2014,Atl. Rafaela,2-0,?,Gimnasia L.P.
Sat Sep 6 2014,Velez Sarsfield,0-0,?,Newells Old Boys
Sat Sep 6 2014,Estudiantes L.P.,3-1,?,Belgrano
Sat Sep 6 2014,Banfield,0-1,?,Independiente
Sun Sep 7 2014,Rosario Central,1-1,?,San Lorenzo
Sun Sep 7 2014,Godoy Cruz,1-1,?,Defensa y Justicia
Sun Sep 7 2014,Racing Club,1-3,?,Lanus
Sun Sep 7 2014,River Plate,2-0,?,Tigre
Sun Sep 7 2014,Olimpo Bahia Blanca,0-1,?,Boca Juniors
Mon Sep 8 2014,Quilmes,4-0,?,Arsenal Sarandi
Fri Sep 12 2014,Gimnasia L.P.,0-3,?,Defensa y Justicia
Sat Sep 13 2014,San Lorenzo,2-1,?,Godoy Cruz
Sat Sep 13 2014,Tigre,4-1,?,Rosario Central
Sat Sep 13 2014,Atl. Rafaela,1-0,?,Estudiantes L.P.
Sat Sep 13 2014,Independiente,5-3,?,Quilmes
Sun Sep 14 2014,Lanus,1-0,?,Banfield
Sun Sep 14 2014,Belgrano,1-0,?,Velez Sarsfield
Mon Sep 15 2014,Newells Old Boys,1-0,?,Olimpo Bahia Blanca
Fri Sep 19 2014,Quilmes,0-2,?,Lanus
Sat Sep 20 2014,Estudiantes L.P.,0-0,?,Gimnasia L.P.
Sat Sep 20 2014,Olimpo Bahia Blanca,1-0,?,Belgrano
Sat Sep 20 2014,Velez Sarsfield,0-0,?,Atl. Rafaela
Sun Sep 21 2014,Rosario Central,3-1,?,Arsenal Sarandi
Sun Sep 21 2014,Banfield,1-1,?,Boca Juniors
Sun Sep 21 2014,River Plate,4-1,?,Independiente
Mon Sep 22 2014,Defensa y Justicia,1-3,?,San Lorenzo
Mon Sep 22 2014,Racing Club,1-1,?,Newells Old Boys
Thu Sep 25 2014,Boca Juniors,1-2,?,Racing Club
Thu Sep 25 2014,Arsenal Sarandi,1-1,?,River Plate
Fri Sep 26 2014,Estudiantes L.P.,3-2,?,Velez Sarsfield
Sat Sep 27 2014,Atl. Rafaela,0-0,?,Olimpo Bahia Blanca
Sat Sep 27 2014,Independiente,2-0,?,Rosario Central
Sat Sep 27 2014,San Lorenzo,0-2,?,Gimnasia L.P.
Sun Sep 28 2014,Tigre,2-1,?,Defensa y Justicia
Sun Sep 28 2014,Belgrano,1-4,?,Racing Club
Sun Sep 28 2014,Boca Juniors,1-0,?,Quilmes
Sun Sep 28 2014,Lanus,1-1,?,River Plate
Mon Sep 29 2014,Arsenal Sarandi,3-0,?,Godoy Cruz
Mon Sep 29 2014,Newells Old Boys,0-3,?,Banfield
Wed Oct 1 2014,San Lorenzo,2-0,?,Olimpo Bahia Blanca
Fri Oct 3 2014,Gimnasia L.P.,2-0,?,Velez Sarsfield
