Date,Team 1,FT,HT,Team 2
Sun Apr 6 2014,HJK,1-0,?,Jaro
Sun Apr 6 2014,MyPa,4-3,?,Honka
Sun Apr 6 2014,Rovaniemi,0-2,?,VPS
Sat Apr 12 2014,HJK,3-1,?,KuPS
Sat Apr 12 2014,Rovaniemi,1-1,?,SJK
Sat Apr 12 2014,TPS,0-1,?,Honka
Sun Apr 13 2014,Jaro,0-2,?,Inter Turku
Sun Apr 13 2014,Mariehamn,0-3,?,VPS
Sun Apr 13 2014,MyPa,1-1,?,Lahti
Sat Apr 19 2014,Honka,1-2,?,MyPa
Sat Apr 19 2014,Inter Turku,2-1,?,SJK
Sat Apr 19 2014,KuPS,1-4,?,Jaro
Sat Apr 19 2014,Lahti,3-1,?,HJK
Sat Apr 19 2014,Mariehamn,2-0,?,Rovaniemi
Sat Apr 19 2014,VPS,1-0,?,TPS
Tue Apr 22 2014,HJK,2-2,?,Honka
Wed Apr 23 2014,Jaro,2-1,?,Lahti
Wed Apr 23 2014,MyPa,1-1,?,VPS
Wed Apr 23 2014,Rovaniemi,1-0,?,Inter Turku
Wed Apr 23 2014,SJK,2-0,?,KuPS
Wed Apr 23 2014,TPS,0-1,?,Mariehamn
Sat Apr 26 2014,HJK,0-1,?,TPS
Sun Apr 27 2014,Honka,3-1,?,Inter Turku
Sun Apr 27 2014,KuPS,0-2,?,Lahti
Sun Apr 27 2014,Mariehamn,1-3,?,Jaro
Sun Apr 27 2014,Rovaniemi,0-1,?,MyPa
Sat May 3 2014,TPS,0-2,?,Rovaniemi
Sun May 4 2014,Honka,1-1,?,Jaro
Sun May 4 2014,Inter Turku,1-1,?,KuPS
Sun May 4 2014,Lahti,1-1,?,SJK
Sun May 4 2014,Mariehamn,2-1,?,MyPa
Sun May 4 2014,VPS,0-2,?,HJK
Thu May 8 2014,HJK,1-0,?,Mariehamn
Thu May 8 2014,Jaro,1-0,?,VPS
Thu May 8 2014,KuPS,1-0,?,Rovaniemi
Thu May 8 2014,Lahti,0-0,?,Inter Turku
Thu May 8 2014,MyPa,4-1,?,TPS
Thu May 8 2014,SJK,0-0,?,Honka
Mon May 12 2014,Honka,1-0,?,Lahti
Mon May 12 2014,Mariehamn,2-2,?,Inter Turku
Mon May 12 2014,MyPa,3-2,?,Jaro
Mon May 12 2014,Rovaniemi,0-1,?,HJK
Mon May 12 2014,TPS,2-0,?,SJK
Mon May 12 2014,VPS,1-1,?,KuPS
Fri May 16 2014,HJK,4-0,?,MyPa
Sat May 17 2014,Inter Turku,0-0,?,VPS
Sat May 17 2014,Jaro,2-0,?,TPS
Sat May 17 2014,KuPS,2-0,?,Honka
Sat May 17 2014,Lahti,1-0,?,Rovaniemi
Sat May 17 2014,SJK,3-0,?,Mariehamn
Fri May 23 2014,Honka,2-2,?,Mariehamn
Fri May 23 2014,Lahti,2-0,?,TPS
Fri May 23 2014,MyPa,2-0,?,KuPS
Fri May 23 2014,SJK,0-1,?,Jaro
Fri May 23 2014,VPS,2-0,?,Rovaniemi
Mon May 26 2014,HJK,1-0,?,SJK
Mon May 26 2014,Mariehamn,0-0,?,Lahti
Mon May 26 2014,MyPa,1-1,?,Inter Turku
Mon May 26 2014,Rovaniemi,2-1,?,Jaro
Mon May 26 2014,TPS,0-3,?,KuPS
Mon May 26 2014,VPS,3-0,?,Honka
Wed Jun 4 2014,Inter Turku,0-2,?,HJK
Wed Jun 4 2014,Lahti,2-0,?,TPS
Wed Jun 4 2014,SJK,1-0,?,MyPa
Sun Jun 8 2014,Honka,1-0,?,Rovaniemi
Sun Jun 8 2014,Inter Turku,2-1,?,TPS
Sun Jun 8 2014,Jaro,0-2,?,HJK
Sun Jun 8 2014,KuPS,4-0,?,Mariehamn
Sun Jun 8 2014,Lahti,1-1,?,VPS
Wed Jun 11 2014,TPS,3-1,?,Mariehamn
Wed Jun 11 2014,Honka,1-1,?,Lahti
Wed Jun 11 2014,Jaro,2-0,?,Inter Turku
Wed Jun 11 2014,MyPa,1-3,?,SJK
Wed Jun 11 2014,Rovaniemi,0-0,?,HJK
Wed Jun 11 2014,VPS,0-3,?,KuPS
Sat Jun 14 2014,HJK,3-0,?,VPS
Sun Jun 15 2014,Inter Turku,1-0,?,MyPa
Sun Jun 15 2014,KuPS,2-0,?,Honka
Sun Jun 15 2014,SJK,1-0,?,Rovaniemi
Sun Jun 15 2014,Mariehamn,4-2,?,Jaro
Wed Jun 18 2014,Honka,1-1,?,HJK
Wed Jun 18 2014,Jaro,1-1,?,MyPa
Wed Jun 18 2014,Mariehamn,0-1,?,Lahti
Wed Jun 18 2014,Rovaniemi,3-0,?,Inter Turku
Wed Jun 18 2014,TPS,1-1,?,KuPS
Wed Jun 18 2014,VPS,0-1,?,SJK
Mon Jun 23 2014,HJK,5-0,?,TPS
Mon Jun 23 2014,Inter Turku,3-0,?,VPS
Mon Jun 23 2014,KuPS,1-3,?,Mariehamn
Mon Jun 23 2014,MyPa,1-1,?,Rovaniemi
Mon Jun 23 2014,SJK,2-1,?,Honka
Tue Jun 24 2014,Lahti,1-0,?,Jaro
Fri Jun 27 2014,Honka,2-1,?,Inter Turku
Fri Jun 27 2014,Jaro,1-1,?,Rovaniemi
Fri Jun 27 2014,Lahti,0-1,?,KuPS
Fri Jun 27 2014,Mariehamn,0-2,?,HJK
Fri Jun 27 2014,VPS,4-0,?,MyPa
Fri Jun 27 2014,TPS,0-1,?,SJK
Wed Jul 2 2014,HJK,0-0,?,Lahti
Wed Jul 2 2014,Inter Turku,3-2,?,TPS
Wed Jul 2 2014,KuPS,1-1,?,Jaro
Wed Jul 2 2014,SJK,3-0,?,Mariehamn
Sun Jul 6 2014,Honka,0-2,?,Rovaniemi
Sun Jul 6 2014,Jaro,1-2,?,VPS
Sun Jul 6 2014,KuPS,2-2,?,HJK
Sun Jul 6 2014,Mariehamn,3-1,?,Inter Turku
Mon Jul 7 2014,Lahti,1-1,?,SJK
Mon Jul 7 2014,TPS,3-0,?,MyPa
Sat Jul 12 2014,Rovaniemi,3-0,?,TPS
Sat Jul 12 2014,SJK,0-0,?,KuPS
Sun Jul 13 2014,MyPa,3-0,?,Mariehamn
Sun Jul 13 2014,VPS,3-1,?,Honka
Mon Jul 14 2014,Inter Turku,0-1,?,Lahti
Sat Jul 19 2014,HJK,2-0,?,SJK
Sun Jul 20 2014,Honka,0-5,?,Jaro
Sun Jul 20 2014,KuPS,4-2,?,Inter Turku
Sun Jul 20 2014,Lahti,3-0,?,MyPa
Sun Jul 20 2014,Mariehamn,2-4,?,Rovaniemi
Sun Jul 20 2014,TPS,0-0,?,VPS
