Date,Team 1,FT,HT,Team 2
Fri Mar 28 2014,Molde,2-0,?,Valerenga
Sat Mar 29 2014,Haugesund,1-1,?,Lillestrom
Sat Mar 29 2014,Rosenborg,2-2,?,Viking
Sun Mar 30 2014,Bodo/Glimt,1-1,?,Aalesund
Sun Mar 30 2014,Sandnes,1-1,?,Odd
Sun Mar 30 2014,Stabaek,3-0,?,Sogndal
Sun Mar 30 2014,Stromsgodset,4-2,?,Start
Sun Mar 30 2014,Sarpsborg 08,3-0,?,Brann
Fri Apr 4 2014,Viking,0-0,?,Stromsgodset
Sat Apr 5 2014,Odd,2-1,?,Molde
Sat Apr 5 2014,Aalesund,1-1,?,Rosenborg
Sun Apr 6 2014,Start,3-1,?,Haugesund
Sun Apr 6 2014,Lillestrom,4-1,?,Sandnes
Sun Apr 6 2014,Sogndal,1-1,?,Sarpsborg 08
Sun Apr 6 2014,Valerenga,3-1,?,Bodo/Glimt
Sun Apr 6 2014,Brann,1-2,?,Stabaek
Fri Apr 11 2014,Sandnes,1-1,?,Brann
Sat Apr 12 2014,Lillestrom,0-1,?,Viking
Sat Apr 12 2014,Haugesund,1-1,?,Valerenga
Sun Apr 13 2014,Stabaek,0-2,?,Molde
Sun Apr 13 2014,Bodo/Glimt,4-2,?,Sogndal
Sun Apr 13 2014,Sarpsborg 08,1-1,?,Start
Sun Apr 13 2014,Stromsgodset,2-0,?,Aalesund
Sun Apr 13 2014,Rosenborg,2-0,?,Odd
Mon Apr 21 2014,Aalesund,1-2,?,Start
Mon Apr 21 2014,Valerenga,3-0,?,Sandnes
Mon Apr 21 2014,Viking,2-0,?,Haugesund
Mon Apr 21 2014,Brann,2-0,?,Lillestrom
Mon Apr 21 2014,Molde,5-1,?,Sarpsborg 08
Mon Apr 21 2014,Odd,2-1,?,Stabaek
Mon Apr 21 2014,Sogndal,1-3,?,Stromsgodset
Mon Apr 21 2014,Bodo/Glimt,2-2,?,Rosenborg
Sun Apr 27 2014,Stromsgodset,2-1,?,Odd
Sun Apr 27 2014,Haugesund,0-3,?,Sogndal
Sun Apr 27 2014,Rosenborg,5-2,?,Brann
Sun Apr 27 2014,Sandnes,1-3,?,Molde
Sun Apr 27 2014,Stabaek,2-1,?,Bodo/Glimt
Sun Apr 27 2014,Start,0-2,?,Viking
Mon Apr 28 2014,Lillestrom,0-0,?,Aalesund
Mon Apr 28 2014,Sarpsborg 08,3-0,?,Valerenga
Wed Apr 30 2014,Brann,1-3,?,Haugesund
Wed Apr 30 2014,Sandnes,2-1,?,Stabaek
Thu May 1 2014,Aalesund,1-2,?,Viking
Thu May 1 2014,Bodo/Glimt,1-2,?,Lillestrom
Thu May 1 2014,Molde,2-0,?,Start
Thu May 1 2014,Odd,2-0,?,Sarpsborg 08
Thu May 1 2014,Valerenga,3-0,?,Stromsgodset
Thu May 1 2014,Sogndal,1-2,?,Rosenborg
Sun May 4 2014,Haugesund,1-2,?,Aalesund
Sun May 4 2014,Sarpsborg 08,2-1,?,Sandnes
Sun May 4 2014,Lillestrom,2-0,?,Sogndal
Sun May 4 2014,Rosenborg,0-2,?,Molde
Sun May 4 2014,Stromsgodset,2-0,?,Bodo/Glimt
Sun May 4 2014,Start,1-1,?,Brann
Mon May 5 2014,Stabaek,0-3,?,Valerenga
Mon May 5 2014,Viking,1-1,?,Odd
Sat May 10 2014,Bodo/Glimt,2-1,?,Haugesund
Sat May 10 2014,Aalesund,0-1,?,Brann
Sun May 11 2014,Odd,0-2,?,Lillestrom
Sun May 11 2014,Sogndal,2-1,?,Start
Sun May 11 2014,Stabaek,3-2,?,Sarpsborg 08
Sun May 11 2014,Valerenga,1-1,?,Viking
Sun May 11 2014,Molde,2-2,?,Stromsgodset
Mon May 12 2014,Sandnes,0-2,?,Rosenborg
Fri May 16 2014,Aalesund,2-2,?,Sogndal
Fri May 16 2014,Brann,1-2,?,Bodo/Glimt
Fri May 16 2014,Haugesund,1-2,?,Odd
Fri May 16 2014,Lillestrom,1-2,?,Molde
Fri May 16 2014,Start,2-2,?,Valerenga
Fri May 16 2014,Viking,2-2,?,Sandnes
Fri May 16 2014,Rosenborg,1-3,?,Stabaek
Fri May 16 2014,Stromsgodset,4-1,?,Sarpsborg 08
Mon May 19 2014,Valerenga,2-2,?,Lillestrom
Mon May 19 2014,Sarpsborg 08,1-1,?,Rosenborg
Tue May 20 2014,Bodo/Glimt,2-1,?,Start
Tue May 20 2014,Molde,1-0,?,Viking
Tue May 20 2014,Odd,2-1,?,Aalesund
Tue May 20 2014,Sandnes,0-0,?,Haugesund
Tue May 20 2014,Sogndal,2-1,?,Brann
Tue May 20 2014,Stabaek,2-1,?,Stromsgodset
Fri May 23 2014,Haugesund,1-1,?,Molde
Sat May 24 2014,Lillestrom,5-1,?,Stabaek
Sat May 24 2014,Stromsgodset,1-1,?,Rosenborg
Sun May 25 2014,Aalesund,0-0,?,Sarpsborg 08
Sun May 25 2014,Sogndal,1-0,?,Sandnes
Sun May 25 2014,Start,0-1,?,Odd
Sun May 25 2014,Viking,2-3,?,Bodo/Glimt
Sun May 25 2014,Brann,2-3,?,Valerenga
Mon Jun 9 2014,Sarpsborg 08,1-1,?,Viking
Mon Jun 9 2014,Stromsgodset,2-1,?,Haugesund
Mon Jun 9 2014,Valerenga,3-0,?,Aalesund
Mon Jun 9 2014,Molde,4-2,?,Brann
