Date,Team 1,FT,HT,Team 2
Sat Mar 8 2014,Seattle Sounders,1-0,?,Sporting Kansas City
Sat Mar 8 2014,DC United,0-3,?,Columbus Crew
Sat Mar 8 2014,Vancouver Whitecaps,4-1,?,New York Red Bulls
Sat Mar 8 2014,FC Dallas,3-2,?,CF Montreal
Sat Mar 8 2014,Houston Dynamo,4-0,?,New England Revolution
Sat Mar 8 2014,Los Angeles Galaxy,0-1,?,Real Salt Lake
Sat Mar 8 2014,Portland Timbers,1-1,?,Philadelphia Union
Sun Mar 9 2014,Chivas USA,3-2,?,Chicago Fire
Sat Mar 15 2014,New York Red Bulls,1-1,?,Colorado Rapids
Sat Mar 15 2014,Philadelphia Union,1-0,?,New England Revolution
Sat Mar 15 2014,Seattle Sounders,1-2,?,Toronto FC
Sat Mar 15 2014,Houston Dynamo,1-0,?,CF Montreal
Sat Mar 15 2014,Sporting Kansas City,1-1,?,FC Dallas
Sat Mar 15 2014,San Jose Earthquakes,3-3,?,Real Salt Lake
Sun Mar 16 2014,Portland Timbers,1-1,?,Chicago Fire
Sun Mar 16 2014,Chivas USA,1-1,?,Vancouver Whitecaps
Sat Mar 22 2014,New England Revolution,0-0,?,Vancouver Whitecaps
Sat Mar 22 2014,Real Salt Lake,1-1,?,Los Angeles Galaxy
Sat Mar 22 2014,Toronto FC,1-0,?,DC United
Sat Mar 22 2014,Colorado Rapids,2-0,?,Portland Timbers
Sat Mar 22 2014,Columbus Crew,2-1,?,Philadelphia Union
Sat Mar 22 2014,FC Dallas,3-1,?,Chivas USA
Sat Mar 22 2014,Sporting Kansas City,1-0,?,San Jose Earthquakes
Sun Mar 23 2014,Chicago Fire,1-1,?,New York Red Bulls
Sun Mar 23 2014,CF Montreal,0-2,?,Seattle Sounders
Sat Mar 29 2014,DC United,2-2,?,Chicago Fire
Sat Mar 29 2014,Philadelphia Union,1-1,?,CF Montreal
Sat Mar 29 2014,Colorado Rapids,2-3,?,Sporting Kansas City
Sat Mar 29 2014,Vancouver Whitecaps,2-1,?,Houston Dynamo
Sat Mar 29 2014,FC Dallas,2-1,?,Portland Timbers
Sat Mar 29 2014,Real Salt Lake,3-0,?,Toronto FC
