Date,Team 1,FT,HT,Team 2
Fri Mar 7 2014,Shandong Luneng,1-0,?,Zhejiang Yiteng
Sat Mar 8 2014,Guangzhou Evergrande,3-0,?,Henan Songshan Longmen
Sat Mar 8 2014,Beijing Guoan,1-0,?,Changchun Yatai
Sat Mar 8 2014,Hangzhou Greentown,1-1,?,Dalian Yifang F.C.
Sat Mar 8 2014,Jiangsu Suning,0-0,?,Beijing Renhe
Sun Mar 9 2014,Liaoning,1-1,?,Shanghai SIPG
Sun Mar 9 2014,Shanghai Shenxin,0-2,?,Shanghai Shenhua
Sun Mar 9 2014,Tianjin Jinmen Tiger,1-1,?,Guangzhou R&F
Sat Mar 15 2014,Dalian Yifang F.C.,0-1,?,Beijing Guoan
Sat Mar 15 2014,Shanghai Shenhua,1-3,?,Hangzhou Greentown
Sat Mar 15 2014,Beijing Renhe,2-0,?,Tianjin Jinmen Tiger
Sat Mar 15 2014,Guangzhou Evergrande,4-1,?,Zhejiang Yiteng
Sun Mar 16 2014,Changchun Yatai,0-0,?,Henan Songshan Longmen
Sun Mar 16 2014,Guangzhou R&F,0-0,?,Liaoning
Sun Mar 16 2014,Shanghai SIPG,5-1,?,Shanghai Shenxin
Sat Mar 22 2014,Shanghai Shenxin,1-3,?,Guangzhou R&F
Sat Mar 22 2014,Henan Songshan Longmen,2-2,?,Dalian Yifang F.C.
Sat Mar 22 2014,Hangzhou Greentown,1-2,?,Shanghai SIPG
Sat Mar 22 2014,Jiangsu Suning,2-1,?,Zhejiang Yiteng
Sun Mar 23 2014,Liaoning,1-2,?,Beijing Renhe
Sun Mar 23 2014,Tianjin Jinmen Tiger,1-1,?,Shandong Luneng
Sun Mar 23 2014,Guangzhou Evergrande,1-3,?,Changchun Yatai
Mon Mar 24 2014,Beijing Guoan,2-0,?,Shanghai Shenhua
Fri Mar 28 2014,Shandong Luneng,1-0,?,Liaoning
Fri Mar 28 2014,Jiangsu Suning,0-2,?,Guangzhou Evergrande
Fri Mar 28 2014,Shanghai SIPG,1-0,?,Beijing Guoan
Fri Mar 28 2014,Beijing Renhe,0-1,?,Shanghai Shenxin
Sat Mar 29 2014,Dalian Yifang F.C.,2-1,?,Changchun Yatai
Sat Mar 29 2014,Shanghai Shenhua,0-0,?,Henan Songshan Longmen
Sun Mar 30 2014,Guangzhou R&F,6-2,?,Hangzhou Greentown
Sun Mar 30 2014,Tianjin Jinmen Tiger,3-0,?,Zhejiang Yiteng
Sat Apr 5 2014,Liaoning,3-0,?,Zhejiang Yiteng
Sat Apr 5 2014,Henan Songshan Longmen,1-0,?,Shanghai SIPG
Sat Apr 5 2014,Jiangsu Suning,4-0,?,Tianjin Jinmen Tiger
Sun Apr 6 2014,Changchun Yatai,2-2,?,Shanghai Shenhua
Sun Apr 6 2014,Shanghai Shenxin,0-1,?,Shandong Luneng
Sun Apr 6 2014,Hangzhou Greentown,2-1,?,Beijing Renhe
Sun Apr 6 2014,Guangzhou Evergrande,4-2,?,Dalian Yifang F.C.
Mon Apr 7 2014,Beijing Guoan,2-0,?,Guangzhou R&F
Wed Apr 9 2014,Jiangsu Suning,1-0,?,Shandong Luneng
Fri Apr 11 2014,Tianjin Jinmen Tiger,2-5,?,Guangzhou Evergrande
Fri Apr 11 2014,Beijing Renhe,1-2,?,Beijing Guoan
Sat Apr 12 2014,Shanghai SIPG,1-0,?,Changchun Yatai
Sat Apr 12 2014,Shandong Luneng,2-0,?,Hangzhou Greentown
Sun Apr 13 2014,Guangzhou R&F,4-0,?,Henan Songshan Longmen
Sun Apr 13 2014,Shanghai Shenxin,1-0,?,Zhejiang Yiteng
Sun Apr 13 2014,Jiangsu Suning,1-1,?,Liaoning
Sun Apr 13 2014,Shanghai Shenhua,2-0,?,Dalian Yifang F.C.
Fri Apr 18 2014,Henan Songshan Longmen,1-2,?,Beijing Renhe
Sat Apr 19 2014,Beijing Guoan,0-3,?,Shandong Luneng
Sat Apr 19 2014,Guangzhou Evergrande,2-1,?,Shanghai Shenhua
Sun Apr 20 2014,Liaoning,0-2,?,Tianjin Jinmen Tiger
Sun Apr 20 2014,Changchun Yatai,2-3,?,Guangzhou R&F
