Date,Team 1,FT,HT,Team 2
Fri Mar 11 2016,Aalesund,1-0,?,Stabaek
Sat Mar 12 2016,Odd,1-0,?,Rosenborg
Sun Mar 13 2016,Molde,1-1,?,Tromso
Sun Mar 13 2016,Bodo/Glimt,2-0,?,Sogndal
Sun Mar 13 2016,Sarpsborg 08,0-1,?,Haugesund
Sun Mar 13 2016,Stromsgodset,2-2,?,Brann
Sun Mar 13 2016,Start,1-1,?,Lillestrom
Mon Mar 14 2016,Valerenga,0-2,?,Viking
Fri Mar 18 2016,Tromso,0-0,?,Start
Sat Mar 19 2016,Haugesund,3-0,?,Aalesund
Sat Mar 19 2016,Rosenborg,1-0,?,Stromsgodset
Sun Mar 20 2016,Sogndal,1-0,?,Valerenga
Sun Mar 20 2016,Brann,0-0,?,Odd
Sun Mar 20 2016,Lillestrom,1-1,?,Bodo/Glimt
Sun Mar 20 2016,Viking,0-0,?,Sarpsborg 08
Sun Mar 20 2016,Stabaek,1-2,?,Molde
Fri Apr 1 2016,Molde,4-2,?,Lillestrom
Sat Apr 2 2016,Start,0-1,?,Viking
Sat Apr 2 2016,Valerenga,0-2,?,Rosenborg
Sun Apr 3 2016,Odd,0-0,?,Tromso
Sun Apr 3 2016,Aalesund,1-2,?,Brann
Sun Apr 3 2016,Bodo/Glimt,3-1,?,Stabaek
Sun Apr 3 2016,Sarpsborg 08,0-0,?,Sogndal
Sun Apr 3 2016,Stromsgodset,2-0,?,Haugesund
Fri Apr 8 2016,Sogndal,1-0,?,Haugesund
Sat Apr 9 2016,Lillestrom,4-0,?,Sarpsborg 08
Sat Apr 9 2016,Stabaek,2-1,?,Valerenga
Sun Apr 10 2016,Brann,1-0,?,Bodo/Glimt
Sun Apr 10 2016,Rosenborg,1-0,?,Aalesund
Sun Apr 10 2016,Start,1-1,?,Molde
Sun Apr 10 2016,Tromso,2-0,?,Stromsgodset
Sun Apr 10 2016,Viking,0-2,?,Odd
Fri Apr 15 2016,Haugesund,2-2,?,Lillestrom
Sat Apr 16 2016,Stromsgodset,2-1,?,Sogndal
Sat Apr 16 2016,Rosenborg,3-0,?,Brann
Sun Apr 17 2016,Bodo/Glimt,1-2,?,Molde
Sun Apr 17 2016,Aalesund,1-2,?,Viking
Sun Apr 17 2016,Sarpsborg 08,1-1,?,Stabaek
Sun Apr 17 2016,Valerenga,4-0,?,Tromso
Sun Apr 17 2016,Odd,3-0,?,Start
Wed Apr 20 2016,Bodo/Glimt,3-4,?,Haugesund
Wed Apr 20 2016,Sogndal,0-1,?,Odd
Wed Apr 20 2016,Stabaek,0-1,?,Stromsgodset
Wed Apr 20 2016,Viking,0-1,?,Brann
Thu Apr 21 2016,Lillestrom,1-1,?,Aalesund
Thu Apr 21 2016,Molde,4-0,?,Valerenga
Thu Apr 21 2016,Start,1-4,?,Sarpsborg 08
Thu Apr 21 2016,Tromso,1-2,?,Rosenborg
Sat Apr 23 2016,Stromsgodset,2-0,?,Bodo/Glimt
Sat Apr 23 2016,Brann,2-0,?,Sogndal
Sun Apr 24 2016,Sarpsborg 08,4-0,?,Molde
Sun Apr 24 2016,Aalesund,6-0,?,Tromso
Sun Apr 24 2016,Odd,1-3,?,Lillestrom
Sun Apr 24 2016,Rosenborg,4-0,?,Viking
Sun Apr 24 2016,Valerenga,2-0,?,Start
Mon Apr 25 2016,Haugesund,3-1,?,Stabaek
Sat Apr 30 2016,Lillestrom,2-0,?,Valerenga
Sat Apr 30 2016,Molde,1-0,?,Aalesund
Sun May 1 2016,Viking,3-2,?,Haugesund
Sun May 1 2016,Sogndal,1-1,?,Rosenborg
Sun May 1 2016,Start,2-2,?,Stromsgodset
Sun May 1 2016,Tromso,1-0,?,Brann
Sun May 1 2016,Stabaek,1-2,?,Odd
Mon May 2 2016,Bodo/Glimt,0-2,?,Sarpsborg 08
Sat May 7 2016,Viking,2-0,?,Tromso
Sat May 7 2016,Stromsgodset,3-1,?,Lillestrom
Sat May 7 2016,Brann,1-0,?,Start
Sun May 8 2016,Odd,2-1,?,Bodo/Glimt
Sun May 8 2016,Aalesund,1-4,?,Sogndal
Sun May 8 2016,Rosenborg,3-1,?,Stabaek
Sun May 8 2016,Valerenga,3-0,?,Sarpsborg 08
Sun May 8 2016,Haugesund,3-3,?,Molde
Wed May 11 2016,Bodo/Glimt,0-0,?,Valerenga
Wed May 11 2016,Haugesund,3-1,?,Odd
Wed May 11 2016,Lillestrom,1-0,?,Brann
Wed May 11 2016,Molde,4-2,?,Stromsgodset
Thu May 12 2016,Sarpsborg 08,1-0,?,Aalesund
Thu May 12 2016,Sogndal,0-0,?,Tromso
Thu May 12 2016,Stabaek,1-0,?,Viking
Thu May 12 2016,Start,0-2,?,Rosenborg
Mon May 16 2016,Aalesund,1-1,?,Start
Mon May 16 2016,Tromso,1-2,?,Bodo/Glimt
Mon May 16 2016,Brann,1-0,?,Stabaek
Mon May 16 2016,Odd,2-0,?,Molde
Mon May 16 2016,Rosenborg,2-1,?,Lillestrom
Mon May 16 2016,Valerenga,0-1,?,Haugesund
Mon May 16 2016,Viking,0-0,?,Sogndal
Mon May 16 2016,Stromsgodset,4-0,?,Sarpsborg 08
Fri May 20 2016,Sarpsborg 08,0-0,?,Odd
Sat May 21 2016,Stabaek,0-3,?,Tromso
Sat May 21 2016,Molde,2-0,?,Brann
Sun May 22 2016,Bodo/Glimt,0-1,?,Aalesund
Sun May 22 2016,Haugesund,1-1,?,Rosenborg
Sun May 22 2016,Sogndal,2-2,?,Start
Sun May 22 2016,Stromsgodset,3-2,?,Valerenga
Sun May 22 2016,Lillestrom,1-2,?,Viking
Sat May 28 2016,Tromso,1-2,?,Sarpsborg 08
Sat May 28 2016,Rosenborg,3-1,?,Molde
Sun May 29 2016,Odd,2-1,?,Stromsgodset
Sun May 29 2016,Sogndal,2-2,?,Lillestrom
Sun May 29 2016,Brann,1-0,?,Haugesund
Sun May 29 2016,Start,0-5,?,Stabaek
Sun May 29 2016,Viking,2-0,?,Bodo/Glimt
Sun May 29 2016,Aalesund,2-2,?,Valerenga
Fri Jul 1 2016,Lillestrom,2-4,?,Tromso
Sat Jul 2 2016,Haugesund,2-1,?,Start
Sat Jul 2 2016,Bodo/Glimt,0-0,?,Rosenborg
Sun Jul 3 2016,Valerenga,0-1,?,Odd
Sun Jul 3 2016,Molde,0-1,?,Viking
Sun Jul 3 2016,Sarpsborg 08,1-0,?,Brann
Sun Jul 3 2016,Stabaek,0-1,?,Sogndal
Mon Jul 4 2016,Stromsgodset,4-2,?,Aalesund
Fri Jul 8 2016,Start,1-4,?,Bodo/Glimt
Sat Jul 9 2016,Viking,0-1,?,Stromsgodset
Sat Jul 9 2016,Brann,4-1,?,Valerenga
Sat Jul 9 2016,Rosenborg,5-2,?,Sarpsborg 08
Sat Jul 9 2016,Tromso,2-2,?,Haugesund
Sat Jul 9 2016,Sogndal,4-3,?,Molde
Sun Jul 10 2016,Lillestrom,1-2,?,Stabaek
Sun Jul 10 2016,Odd,4-1,?,Aalesund
Fri Jul 15 2016,Valerenga,1-1,?,Sogndal
Sat Jul 16 2016,Haugesund,4-1,?,Viking
Sat Jul 16 2016,Aalesund,1-1,?,Rosenborg
Sun Jul 17 2016,Stromsgodset,1-0,?,Tromso
Sun Jul 17 2016,Bodo/Glimt,2-1,?,Odd
Sun Jul 17 2016,Molde,2-2,?,Start
Sun Jul 17 2016,Stabaek,1-1,?,Brann
Sun Jul 17 2016,Sarpsborg 08,3-0,?,Lillestrom
Fri Jul 22 2016,Brann,6-0,?,Aalesund
Sat Jul 23 2016,Rosenborg,6-0,?,Haugesund
