Date,Team 1,FT,HT,Team 2
Sat Apr 2 2016,HJK,2-0,?,Mariehamn
Sat Apr 2 2016,PK-35 Vantaa,3-4,?,Rovaniemi
Fri Apr 8 2016,HJK,3-1,?,VPS
Sat Apr 9 2016,Inter Turku,1-1,?,Lahti
Sat Apr 9 2016,KuPS,0-1,?,Ilves
Sat Apr 9 2016,Mariehamn,1-0,?,Rovaniemi
Sat Apr 9 2016,PK-35 Vantaa,0-2,?,HIFK
Sat Apr 9 2016,PS Kemi,3-0,?,SJK
Thu Apr 14 2016,HIFK,1-2,?,Inter Turku
Thu Apr 14 2016,KuPS,2-3,?,PK-35 Vantaa
Thu Apr 14 2016,Rovaniemi,2-2,?,HJK
Thu Apr 14 2016,SJK,0-1,?,Mariehamn
Sun Apr 17 2016,PS Kemi,1-2,?,Mariehamn
Sun Apr 17 2016,PK-35 Vantaa,0-2,?,VPS
Mon Apr 18 2016,HJK,2-1,?,SJK
Mon Apr 18 2016,Inter Turku,3-1,?,KuPS
Mon Apr 18 2016,Lahti,2-2,?,HIFK
Sun Apr 24 2016,KuPS,2-0,?,Lahti
Sun Apr 24 2016,Rovaniemi,1-0,?,PK-35 Vantaa
Sun Apr 24 2016,SJK,0-2,?,Ilves
Sun Apr 24 2016,VPS,0-0,?,Inter Turku
Sun Apr 24 2016,Mariehamn,0-0,?,HJK
Mon Apr 25 2016,HIFK,0-0,?,PS Kemi
Thu Apr 28 2016,HIFK,3-2,?,KuPS
Thu Apr 28 2016,Inter Turku,1-2,?,Rovaniemi
Thu Apr 28 2016,Lahti,4-0,?,VPS
Fri Apr 29 2016,Ilves,0-1,?,Mariehamn
Fri Apr 29 2016,PK-35 Vantaa,0-0,?,SJK
Fri Apr 29 2016,PS Kemi,1-0,?,HJK
Wed May 4 2016,HJK,5-1,?,Ilves
Wed May 4 2016,KuPS,2-0,?,PS Kemi
Wed May 4 2016,Mariehamn,0-0,?,PK-35 Vantaa
Wed May 4 2016,VPS,3-1,?,HIFK
Thu May 5 2016,Rovaniemi,0-0,?,Lahti
Thu May 5 2016,SJK,1-0,?,Inter Turku
Sat May 7 2016,KuPS,1-0,?,VPS
Sat May 7 2016,PK-35 Vantaa,1-2,?,HJK
Sat May 7 2016,PS Kemi,1-0,?,Ilves
Mon May 9 2016,HIFK,1-1,?,Rovaniemi
Mon May 9 2016,Inter Turku,0-2,?,Mariehamn
Mon May 9 2016,Lahti,3-0,?,SJK
Fri May 13 2016,Ilves,2-0,?,PK-35 Vantaa
Fri May 13 2016,Rovaniemi,0-1,?,KuPS
Fri May 13 2016,VPS,0-1,?,PS Kemi
Sat May 14 2016,SJK,2-1,?,HIFK
Sun May 15 2016,Mariehamn,3-0,?,Lahti
Mon May 16 2016,HJK,3-1,?,Inter Turku
Fri May 20 2016,HIFK,0-1,?,Mariehamn
Fri May 20 2016,Lahti,1-2,?,HJK
Sat May 21 2016,Inter Turku,1-0,?,Ilves
Sat May 21 2016,KuPS,0-0,?,SJK
Sat May 21 2016,PK-35 Vantaa,2-2,?,PS Kemi
Sun May 22 2016,VPS,1-0,?,Rovaniemi
Wed May 25 2016,Ilves,2-0,?,Lahti
Wed May 25 2016,Mariehamn,0-3,?,KuPS
Wed May 25 2016,PK-35 Vantaa,3-1,?,Inter Turku
Wed May 25 2016,SJK,1-0,?,VPS
Thu May 26 2016,HJK,2-1,?,HIFK
Sat May 28 2016,Lahti,2-1,?,PK-35 Vantaa
Sat May 28 2016,Rovaniemi,2-3,?,SJK
Sat May 28 2016,Inter Turku,0-2,?,PS Kemi
Sun May 29 2016,HIFK,0-1,?,Ilves
Sun May 29 2016,KuPS,0-0,?,HJK
Sun May 29 2016,Mariehamn,2-2,?,VPS
Thu Jun 9 2016,HIFK,1-2,?,PK-35 Vantaa
Thu Jun 9 2016,Ilves,1-0,?,KuPS
Thu Jun 9 2016,Lahti,1-0,?,Inter Turku
Thu Jun 9 2016,Rovaniemi,0-0,?,Mariehamn
Thu Jun 9 2016,SJK,1-0,?,PS Kemi
Thu Jun 9 2016,VPS,3-0,?,HJK
Sun Jun 12 2016,HJK,1-1,?,Rovaniemi
Sun Jun 12 2016,Ilves,1-0,?,VPS
Sun Jun 12 2016,Inter Turku,1-0,?,HIFK
Sun Jun 12 2016,Mariehamn,1-0,?,SJK
Sun Jun 12 2016,PK-35 Vantaa,1-1,?,KuPS
Sun Jun 12 2016,PS Kemi,2-1,?,Lahti
Sat Jun 18 2016,HIFK,2-2,?,Lahti
Sat Jun 18 2016,Rovaniemi,1-0,?,Ilves
Sat Jun 18 2016,SJK,2-3,?,HJK
Sun Jun 19 2016,KuPS,2-1,?,Inter Turku
Sun Jun 19 2016,Mariehamn,2-0,?,PS Kemi
Thu Jun 23 2016,PS Kemi,0-2,?,Rovaniemi
Tue Jun 28 2016,Inter Turku,1-3,?,SJK
Tue Jun 28 2016,VPS,2-0,?,Ilves
Wed Jun 29 2016,Lahti,1-0,?,PS Kemi
Sat Jul 2 2016,Ilves,2-1,?,SJK
Sun Jul 3 2016,Lahti,0-0,?,KuPS
