Date,Team 1,FT,HT,Team 2
Fri Mar 4 2016,Guangzhou R&F,1-2,?,Hebei
Sat Mar 5 2016,Henan Jianye,1-0,?,Shanghai SIPG
Sat Mar 5 2016,Jiangsu Suning,3-0,?,Shandong Luneng
Sat Mar 5 2016,Shanghai Shenhua,1-1,?,Yanbian
Sun Mar 6 2016,Chongqing Lifan,2-1,?,Guangzhou Evergrande
Sun Mar 6 2016,Shijiazhuang,0-1,?,Liaoning
Sun Mar 6 2016,Hangzhou Greentown,2-1,?,Changchun Yatai
Fri Mar 11 2016,Jiangsu Suning,2-1,?,Yanbian
Fri Mar 11 2016,Shandong Luneng,3-2,?,Liaoning
Fri Mar 11 2016,Shanghai SIPG,1-1,?,Shanghai Shenhua
Sat Mar 12 2016,Guangzhou Evergrande,3-0,?,Changchun Yatai
Sat Mar 12 2016,Tianjin Teda,0-1,?,Guangzhou R&F
Sun Mar 13 2016,Chongqing Lifan,0-1,?,Henan Jianye
Sun Mar 13 2016,Shijiazhuang,1-0,?,Hangzhou Greentown
Wed Mar 16 2016,Tianjin Teda,0-0,?,Beijing Guoan
Fri Apr 1 2016,Guangzhou Evergrande,2-0,?,Guangzhou R&F
Fri Apr 1 2016,Hangzhou Greentown,2-0,?,Shandong Luneng
Sat Apr 2 2016,Yanbian,1-0,?,Beijing Guoan
Sat Apr 2 2016,Chongqing Lifan,1-1,?,Shanghai SIPG
Sat Apr 2 2016,Liaoning,1-1,?,Henan Jianye
Sat Apr 2 2016,Hebei,1-1,?,Jiangsu Suning
Sun Apr 3 2016,Changchun Yatai,4-4,?,Tianjin Teda
Sun Apr 3 2016,Shanghai Shenhua,3-1,?,Shijiazhuang
Fri Apr 8 2016,Guangzhou R&F,0-0,?,Yanbian
Sat Apr 9 2016,Shijiazhuang,1-1,?,Chongqing Lifan
Sat Apr 9 2016,Beijing Guoan,0-3,?,Guangzhou Evergrande
Sat Apr 9 2016,Henan Jianye,0-1,?,Jiangsu Suning
Sun Apr 10 2016,Changchun Yatai,0-1,?,Hebei
Sun Apr 10 2016,Shanghai SIPG,4-0,?,Liaoning
Sun Apr 10 2016,Tianjin Teda,1-0,?,Hangzhou Greentown
Sun Apr 10 2016,Shanghai Shenhua,0-0,?,Shandong Luneng
Fri Apr 15 2016,Shanghai SIPG,1-0,?,Guangzhou R&F
Fri Apr 15 2016,Guangzhou Evergrande,2-1,?,Henan Jianye
Fri Apr 15 2016,Shandong Luneng,3-1,?,Yanbian
Sat Apr 16 2016,Liaoning,2-2,?,Tianjin Teda
Sat Apr 16 2016,Jiangsu Suning,2-0,?,Shanghai Shenhua
Sun Apr 17 2016,Hebei,1-1,?,Shijiazhuang
Sun Apr 17 2016,Chongqing Lifan,1-1,?,Changchun Yatai
Sun Apr 17 2016,Hangzhou Greentown,0-3,?,Beijing Guoan
Fri Apr 22 2016,Hangzhou Greentown,1-1,?,Chongqing Lifan
Sat Apr 23 2016,Yanbian,1-2,?,Henan Jianye
Sat Apr 23 2016,Guangzhou R&F,1-1,?,Jiangsu Suning
Sat Apr 23 2016,Beijing Guoan,0-0,?,Liaoning
Sun Apr 24 2016,Changchun Yatai,1-3,?,Shanghai SIPG
Sun Apr 24 2016,Shanghai Shenhua,2-0,?,Hebei
Sun Apr 24 2016,Shijiazhuang,2-1,?,Shandong Luneng
Sun Apr 24 2016,Tianjin Teda,0-4,?,Guangzhou Evergrande
Fri Apr 29 2016,Jiangsu Suning,2-0,?,Changchun Yatai
Fri Apr 29 2016,Shandong Luneng,2-3,?,Guangzhou R&F
Fri Apr 29 2016,Shanghai SIPG,3-0,?,Yanbian
Sat Apr 30 2016,Liaoning,0-2,?,Hebei
Sat Apr 30 2016,Chongqing Lifan,1-1,?,Beijing Guoan
Sat Apr 30 2016,Guangzhou Evergrande,2-1,?,Shanghai Shenhua
Sat Apr 30 2016,Henan Jianye,1-0,?,Hangzhou Greentown
Sun May 1 2016,Tianjin Teda,2-0,?,Shijiazhuang
Fri May 6 2016,Hebei,4-3,?,Henan Jianye
Sat May 7 2016,Liaoning,0-0,?,Shanghai Shenhua
Sat May 7 2016,Guangzhou R&F,2-0,?,Chongqing Lifan
Sun May 8 2016,Yanbian,2-0,?,Changchun Yatai
Sun May 8 2016,Beijing Guoan,1-2,?,Jiangsu Suning
Sun May 8 2016,Hangzhou Greentown,1-2,?,Guangzhou Evergrande
Sun May 8 2016,Shandong Luneng,2-3,?,Tianjin Teda
Sun May 8 2016,Shijiazhuang,1-2,?,Shanghai SIPG
Sat May 14 2016,Changchun Yatai,0-0,?,Shandong Luneng
Sat May 14 2016,Guangzhou Evergrande,2-0,?,Hebei
Sat May 14 2016,Beijing Guoan,2-1,?,Shanghai SIPG
Sat May 14 2016,Henan Jianye,0-0,?,Tianjin Teda
Sat May 14 2016,Jiangsu Suning,0-0,?,Shijiazhuang
Sun May 15 2016,Yanbian,1-1,?,Chongqing Lifan
Sun May 15 2016,Hangzhou Greentown,0-0,?,Liaoning
Sun May 15 2016,Shanghai Shenhua,5-1,?,Guangzhou R&F
Wed May 18 2016,Beijing Guoan,0-2,?,Hebei
Sat May 21 2016,Liaoning,0-3,?,Guangzhou Evergrande
Sat May 21 2016,Shandong Luneng,0-0,?,Henan Jianye
Sat May 21 2016,Shanghai SIPG,1-0,?,Hangzhou Greentown
Sat May 21 2016,Tianjin Teda,1-0,?,Jiangsu Suning
Sun May 22 2016,Guangzhou R&F,0-1,?,Changchun Yatai
Sun May 22 2016,Chongqing Lifan,0-1,?,Shanghai Shenhua
Sun May 22 2016,Hebei,1-0,?,Yanbian
Sun May 22 2016,Shijiazhuang,1-1,?,Beijing Guoan
Fri May 27 2016,Shanghai Shenhua,2-2,?,Tianjin Teda
Sat May 28 2016,Yanbian,4-1,?,Liaoning
Sat May 28 2016,Henan Jianye,1-0,?,Guangzhou R&F
Sat May 28 2016,Jiangsu Suning,1-1,?,Hangzhou Greentown
Sun May 29 2016,Changchun Yatai,1-0,?,Shijiazhuang
Sun May 29 2016,Chongqing Lifan,1-3,?,Hebei
Sun May 29 2016,Guangzhou Evergrande,1-1,?,Shanghai SIPG
Sun May 29 2016,Shandong Luneng,0-2,?,Beijing Guoan
Fri Jun 10 2016,Liaoning,3-2,?,Chongqing Lifan
Sat Jun 11 2016,Hangzhou Greentown,0-1,?,Guangzhou R&F
Sat Jun 11 2016,Shanghai SIPG,1-2,?,Jiangsu Suning
Sat Jun 11 2016,Guangzhou Evergrande,0-0,?,Shijiazhuang
Sat Jun 11 2016,Henan Jianye,1-1,?,Shanghai Shenhua
Sat Jun 11 2016,Tianjin Teda,1-0,?,Yanbian
Sun Jun 12 2016,Beijing Guoan,2-0,?,Changchun Yatai
Sun Jun 12 2016,Hebei,2-1,?,Shandong Luneng
Tue Jun 14 2016,Guangzhou Evergrande,2-0,?,Tianjin Teda
Wed Jun 15 2016,Chongqing Lifan,1-0,?,Hangzhou Greentown
Wed Jun 15 2016,Hebei,2-2,?,Shanghai Shenhua
Wed Jun 15 2016,Henan Jianye,1-0,?,Yanbian
Wed Jun 15 2016,Jiangsu Suning,1-1,?,Guangzhou R&F
Wed Jun 15 2016,Shanghai SIPG,1-1,?,Changchun Yatai
Sat Jun 18 2016,Yanbian,1-1,?,Guangzhou Evergrande
Sat Jun 18 2016,Hebei,1-0,?,Tianjin Teda
Sun Jun 19 2016,Guangzhou R&F,1-1,?,Beijing Guoan
Sun Jun 19 2016,Shandong Luneng,0-0,?,Shanghai SIPG
Sun Jun 19 2016,Changchun Yatai,0-2,?,Liaoning
Sun Jun 19 2016,Jiangsu Suning,2-1,?,Chongqing Lifan
Sun Jun 19 2016,Shanghai Shenhua,4-0,?,Hangzhou Greentown
Sun Jun 19 2016,Shijiazhuang,1-0,?,Henan Jianye
Fri Jun 24 2016,Chongqing Lifan,2-1,?,Shandong Luneng
Fri Jun 24 2016,Guangzhou Evergrande,2-0,?,Jiangsu Suning
Sat Jun 25 2016,Changchun Yatai,1-0,?,Henan Jianye
Sat Jun 25 2016,Beijing Guoan,2-1,?,Shanghai Shenhua
Sat Jun 25 2016,Hangzhou Greentown,1-0,?,Hebei
Sat Jun 25 2016,Shanghai SIPG,1-1,?,Tianjin Teda
Sun Jun 26 2016,Liaoning,3-1,?,Guangzhou R&F
Sun Jun 26 2016,Shijiazhuang,1-3,?,Yanbian
Sat Jul 2 2016,Guangzhou R&F,4-2,?,Shijiazhuang
Sat Jul 2 2016,Henan Jianye,1-0,?,Beijing Guoan
Sat Jul 2 2016,Jiangsu Suning,4-3,?,Liaoning
Sun Jul 3 2016,Yanbian,2-4,?,Hangzhou Greentown
Sun Jul 3 2016,Hebei,0-2,?,Shanghai SIPG
Sun Jul 3 2016,Shandong Luneng,0-2,?,Guangzhou Evergrande
Sun Jul 3 2016,Shanghai Shenhua,3-0,?,Changchun Yatai
Sun Jul 3 2016,Tianjin Teda,2-3,?,Chongqing Lifan
