Date,Team 1,FT,HT,Team 2
Sat May 14 2016,Flamengo RJ,1-0,?,Sport Recife
Sat May 14 2016,Palmeiras,4-0,?,Atletico-PR
Sat May 14 2016,Atletico-MG,1-0,?,Santos
Sat May 14 2016,Coritiba,1-0,?,Cruzeiro
Sun May 15 2016,Botafogo RJ,0-1,?,Sao Paulo
Sun May 15 2016,Santa Cruz,4-1,?,Vitoria
Sun May 15 2016,America MG,0-1,?,Fluminense
Sun May 15 2016,Corinthians,0-0,?,Gremio
Sun May 15 2016,Figueirense,0-0,?,Ponte Preta
Sun May 15 2016,Internacional,0-0,?,Chapecoense-SC
Sat May 21 2016,Ponte Preta,2-1,?,Palmeiras
Sat May 21 2016,Fluminense,2-2,?,Santa Cruz
Sat May 21 2016,Cruzeiro,2-2,?,Figueirense
Sun May 22 2016,Atletico-PR,1-1,?,Atletico-MG
Sun May 22 2016,Santos,2-1,?,Coritiba
Sun May 22 2016,Chapecoense-SC,3-1,?,America MG
Sun May 22 2016,Gremio,1-0,?,Flamengo RJ
Sun May 22 2016,Sao Paulo,1-2,?,Internacional
Sun May 22 2016,Vitoria,3-2,?,Corinthians
Sun May 22 2016,Sport Recife,1-1,?,Botafogo RJ
Wed May 25 2016,Botafogo RJ,2-1,?,Atletico-PR
Wed May 25 2016,Figueirense,2-2,?,Santos
Wed May 25 2016,America MG,1-1,?,Vitoria
Wed May 25 2016,Flamengo RJ,2-2,?,Chapecoense-SC
Wed May 25 2016,Coritiba,1-1,?,Sao Paulo
Wed May 25 2016,Palmeiras,2-0,?,Fluminense
Wed May 25 2016,Santa Cruz,4-1,?,Cruzeiro
Thu May 26 2016,Corinthians,3-0,?,Ponte Preta
Thu May 26 2016,Internacional,1-0,?,Sport Recife
Thu May 26 2016,Atletico-MG,0-3,?,Gremio
Sat May 28 2016,Cruzeiro,1-1,?,America MG
Sat May 28 2016,Atletico-PR,2-1,?,Figueirense
Sat May 28 2016,Chapecoense-SC,1-1,?,Santa Cruz
Sun May 29 2016,Ponte Preta,1-2,?,Flamengo RJ
Sun May 29 2016,Sport Recife,0-2,?,Corinthians
Sun May 29 2016,Fluminense,1-0,?,Botafogo RJ
Sun May 29 2016,Sao Paulo,1-0,?,Palmeiras
Sun May 29 2016,Vitoria,1-1,?,Atletico-MG
Sun May 29 2016,Gremio,2-0,?,Coritiba
Sun May 29 2016,Santos,0-1,?,Internacional
Wed Jun 1 2016,Internacional,1-0,?,Atletico-PR
Wed Jun 1 2016,Corinthians,1-0,?,Santos
Wed Jun 1 2016,Coritiba,3-4,?,Chapecoense-SC
Wed Jun 1 2016,Santa Cruz,0-1,?,Sport Recife
Wed Jun 1 2016,Atletico-MG,1-1,?,Fluminense
Wed Jun 1 2016,Botafogo RJ,0-1,?,Cruzeiro
Wed Jun 1 2016,Figueirense,1-0,?,Sao Paulo
Thu Jun 2 2016,America MG,1-2,?,Ponte Preta
Thu Jun 2 2016,Flamengo RJ,1-0,?,Vitoria
Thu Jun 2 2016,Palmeiras,4-3,?,Gremio
Sat Jun 4 2016,Atletico-PR,1-0,?,Santa Cruz
Sat Jun 4 2016,Chapecoense-SC,0-0,?,Fluminense
Sat Jun 4 2016,Corinthians,2-1,?,Coritiba
Sun Jun 5 2016,America MG,1-0,?,Figueirense
Sun Jun 5 2016,Santos,3-0,?,Botafogo RJ
Sun Jun 5 2016,Flamengo RJ,1-2,?,Palmeiras
