Date,Team 1,FT,HT,Team 2
Fri Jul 1 2022,Mazatlan FC,2-4,?,Puebla
Sat Jul 2 2022,Guadalajara Chivas,0-0,?,Juarez
Sat Jul 2 2022,Necaxa,1-3,?,Toluca
Sat Jul 2 2022,U.A.N.L.- Tigres,2-3,?,Cruz Azul
Sat Jul 2 2022,Club America,0-0,?,Atlas
Sun Jul 3 2022,U.N.A.M.- Pumas,1-1,?,Club Tijuana
Sun Jul 3 2022,Atl. San Luis,1-2,?,Club Leon
Sun Jul 3 2022,Santos Laguna,4-3,?,Monterrey
Mon Jul 4 2022,Pachuca,2-0,?,Queretaro
Fri Jul 8 2022,Mazatlan FC,0-1,?,U.A.N.L.- Tigres
Fri Jul 8 2022,Club Tijuana,0-2,?,Juarez
Fri Jul 8 2022,Puebla,1-0,?,Santos Laguna
Sat Jul 9 2022,Club Leon,3-3,?,U.N.A.M.- Pumas
Sat Jul 9 2022,Guadalajara Chivas,0-1,?,Atl. San Luis
Sat Jul 9 2022,Cruz Azul,1-2,?,Pachuca
Sat Jul 9 2022,Monterrey,3-2,?,Club America
Sun Jul 10 2022,Toluca,3-2,?,Atlas
Sun Jul 10 2022,Queretaro,1-2,?,Necaxa
Wed Jul 13 2022,Club America,1-0,?,Toluca
Fri Jul 15 2022,Puebla,1-1,?,Club Leon
Fri Jul 15 2022,Juarez,1-1,?,Queretaro
Sat Jul 16 2022,Atlas,3-2,?,Cruz Azul
Sat Jul 16 2022,Santos Laguna,1-1,?,Guadalajara Chivas
Sun Jul 17 2022,U.N.A.M.- Pumas,1-0,?,Necaxa
Sun Jul 17 2022,Atl. San Luis,0-1,?,Monterrey
Sun Jul 17 2022,U.A.N.L.- Tigres,1-0,?,Club Tijuana
Mon Jul 18 2022,Pachuca,1-1,?,Mazatlan FC
Wed Jul 20 2022,Guadalajara Chivas,0-0,?,Club Leon
Thu Jul 21 2022,Queretaro,0-3,?,Monterrey
Fri Jul 22 2022,Mazatlan FC,1-1,?,Atl. San Luis
Fri Jul 22 2022,Necaxa,1-0,?,Juarez
Sat Jul 23 2022,Toluca,2-1,?,Santos Laguna
Sat Jul 23 2022,Cruz Azul,2-2,?,Puebla
Sat Jul 23 2022,Club Tijuana,2-0,?,Club America
Sat Jul 23 2022,U.A.N.L.- Tigres,2-0,?,Atlas
Sun Jul 24 2022,Pachuca,0-0,?,U.N.A.M.- Pumas
Tue Jul 26 2022,Atlas,1-2,?,Club Tijuana
Tue Jul 26 2022,Juarez,0-1,?,U.A.N.L.- Tigres
Tue Jul 26 2022,Monterrey,1-0,?,Puebla
Tue Jul 26 2022,Atl. San Luis,0-0,?,Cruz Azul
Tue Jul 26 2022,Club Leon,0-1,?,Toluca
Wed Jul 27 2022,Necaxa,2-0,?,Pachuca
Wed Jul 27 2022,Queretaro,2-2,?,Guadalajara Chivas
Wed Jul 27 2022,U.N.A.M.- Pumas,1-1,?,Mazatlan FC
Fri Jul 29 2022,Juarez,1-1,?,Toluca
Sat Jul 30 2022,Cruz Azul,1-0,?,Necaxa
Sat Jul 30 2022,U.A.N.L.- Tigres,2-1,?,Queretaro
Sat Jul 30 2022,Club Tijuana,2-0,?,Mazatlan FC
Sat Jul 30 2022,Guadalajara Chivas,0-0,?,Pachuca
Sat Jul 30 2022,Puebla,0-0,?,Atl. San Luis
Sun Jul 31 2022,U.N.A.M.- Pumas,1-1,?,Monterrey
Sun Jul 31 2022,Santos Laguna,1-0,?,Atlas
Sun Jul 31 2022,Club Leon,3-2,?,Club America
Tue Aug 2 2022,Toluca,1-1,?,Puebla
Wed Aug 3 2022,Juarez,1-1,?,Atl. San Luis
Thu Aug 4 2022,Atlas,3-1,?,Queretaro
Fri Aug 5 2022,Mazatlan FC,2-1,?,Guadalajara Chivas
Sat Aug 6 2022,Monterrey,5-1,?,Club Leon
Sat Aug 6 2022,Santos Laguna,4-0,?,Cruz Azul
Sun Aug 7 2022,Toluca,3-1,?,Club Tijuana
Sun Aug 7 2022,Atl. San Luis,1-2,?,Necaxa
Sun Aug 7 2022,Pachuca,2-0,?,U.A.N.L.- Tigres
Sun Aug 7 2022,Club America,2-1,?,Juarez
Thu Aug 11 2022,Queretaro,1-1,?,Atl. San Luis
Fri Aug 12 2022,Necaxa,1-2,?,Monterrey
Fri Aug 12 2022,Club Tijuana,3-3,?,Puebla
Sat Aug 13 2022,Club Leon,0-3,?,Mazatlan FC
Sat Aug 13 2022,U.N.A.M.- Pumas,0-3,?,Club America
Sat Aug 13 2022,Guadalajara Chivas,1-1,?,Atlas
Sun Aug 14 2022,Cruz Azul,2-3,?,Toluca
Sun Aug 14 2022,U.A.N.L.- Tigres,2-0,?,Santos Laguna
Tue Aug 16 2022,Atlas,0-1,?,Juarez
Tue Aug 16 2022,Mazatlan FC,1-1,?,Queretaro
Tue Aug 16 2022,Puebla,2-2,?,Necaxa
Wed Aug 17 2022,Toluca,1-1,?,Monterrey
Wed Aug 17 2022,Cruz Azul,1-2,?,Club Tijuana
Wed Aug 17 2022,Pachuca,0-3,?,Club America
Thu Aug 18 2022,Santos Laguna,2-1,?,Club Leon
Thu Aug 18 2022,Atl. San Luis,3-2,?,U.N.A.M.- Pumas
Fri Aug 19 2022,Necaxa,0-4,?,Guadalajara Chivas
Sat Aug 20 2022,Queretaro,2-0,?,Club Tijuana
Sat Aug 20 2022,Atlas,1-1,?,Puebla
Sat Aug 20 2022,Monterrey,0-0,?,U.A.N.L.- Tigres
Sat Aug 20 2022,Club America,7-0,?,Cruz Azul
Sat Aug 20 2022,Juarez,1-1,?,Mazatlan FC
Sun Aug 21 2022,U.N.A.M.- Pumas,1-5,?,Santos Laguna
Sun Aug 21 2022,Atl. San Luis,1-0,?,Toluca
Sun Aug 21 2022,Pachuca,1-0,?,Club Leon
Tue Aug 23 2022,Guadalajara Chivas,1-0,?,Monterrey
Tue Aug 23 2022,Queretaro,0-1,?,Club America
Wed Aug 24 2022,U.N.A.M.- Pumas,1-1,?,U.A.N.L.- Tigres
Thu Aug 25 2022,Pachuca,3-1,?,Atlas
Thu Aug 25 2022,Club Tijuana,0-2,?,Santos Laguna
Fri Aug 26 2022,Puebla,2-2,?,Juarez
Fri Aug 26 2022,Mazatlan FC,1-3,?,Club America
Sat Aug 27 2022,Cruz Azul,2-1,?,Queretaro
Sat Aug 27 2022,U.A.N.L.- Tigres,0-0,?,Necaxa
Sat Aug 27 2022,Guadalajara Chivas,3-1,?,U.N.A.M.- Pumas
Sun Aug 28 2022,Toluca,1-4,?,Pachuca
Sun Aug 28 2022,Club Leon,4-2,?,Atlas
Sun Aug 28 2022,Santos Laguna,4-1,?,Atl. San Luis
Sun Aug 28 2022,Club Tijuana,0-3,?,Monterrey
Thu Sep 1 2022,Atl. San Luis,0-0,?,Club Tijuana
Thu Sep 1 2022,Queretaro,1-1,?,Puebla
Fri Sep 2 2022,Necaxa,3-2,?,Club Leon
Fri Sep 2 2022,Juarez,2-2,?,Cruz Azul
Sat Sep 3 2022,Pachuca,2-0,?,Santos Laguna
Sat Sep 3 2022,Atlas,0-0,?,U.N.A.M.- Pumas
Sat Sep 3 2022,Monterrey,0-0,?,Mazatlan FC
Sat Sep 3 2022,Club America,2-1,?,U.A.N.L.- Tigres
Sun Sep 4 2022,Toluca,0-0,?,Guadalajara Chivas
Tue Sep 6 2022,Club Leon,1-0,?,Juarez
Tue Sep 6 2022,Santos Laguna,3-1,?,Necaxa
Tue Sep 6 2022,Club America,3-0,?,Atl. San Luis
Tue Sep 6 2022,Monterrey,3-2,?,Cruz Azul
Wed Sep 7 2022,Puebla,2-2,?,Pachuca
Wed Sep 7 2022,U.A.N.L.- Tigres,3-1,?,Toluca
Wed Sep 7 2022,Mazatlan FC,1-0,?,Atlas
Wed Sep 7 2022,Club Tijuana,1-2,?,Guadalajara Chivas
Wed Sep 7 2022,U.N.A.M.- Pumas,4-1,?,Queretaro
Fri Sep 9 2022,Juarez,0-1,?,Monterrey
Sat Sep 10 2022,Queretaro,3-3,?,Santos Laguna
Sat Sep 10 2022,Necaxa,1-2,?,Club America
Sat Sep 10 2022,U.A.N.L.- Tigres,0-1,?,Club Leon
Sat Sep 10 2022,Guadalajara Chivas,1-0,?,Puebla
Sat Sep 10 2022,Toluca,2-2,?,U.N.A.M.- Pumas
Sun Sep 11 2022,Cruz Azul,2-0,?,Mazatlan FC
Sun Sep 11 2022,Atlas,1-3,?,Atl. San Luis
Sun Sep 11 2022,Pachuca,6-1,?,Club Tijuana
Tue Sep 13 2022,Guadalajara Chivas,1-4,?,U.A.N.L.- Tigres
Wed Sep 14 2022,Club America,3-3,?,Santos Laguna
Wed Sep 14 2022,Juarez,2-1,?,Pachuca
Thu Sep 15 2022,Cruz Azul,2-1,?,Club Leon
Fri Sep 16 2022,Puebla,2-1,?,U.A.N.L.- Tigres
Fri Sep 16 2022,Mazatlan FC,1-1,?,Toluca
Sat Sep 17 2022,Monterrey,2-0,?,Atlas
Sat Sep 17 2022,Club America,2-1,?,Guadalajara Chivas
Sun Sep 18 2022,U.N.A.M.- Pumas,1-2,?,Cruz Azul
Sun Sep 18 2022,Club Leon,3-1,?,Queretaro
Sun Sep 18 2022,Santos Laguna,2-0,?,Juarez
Sun Sep 18 2022,Atl. San Luis,1-2,?,Pachuca
Sun Sep 18 2022,Club Tijuana,1-1,?,Necaxa
Fri Sep 23 2022,Necaxa,2-2,?,Mazatlan FC
Fri Sep 23 2022,Puebla,2-1,?,U.N.A.M.- Pumas
Fri Sep 30 2022,Puebla,1-2,?,Club America
Fri Sep 30 2022,Juarez,3-1,?,U.N.A.M.- Pumas
Sat Oct 1 2022,Atl. San Luis,0-3,?,U.A.N.L.- Tigres
Sat Oct 1 2022,Monterrey,0-0,?,Pachuca
Sat Oct 1 2022,Atlas,1-0,?,Necaxa
Sat Oct 1 2022,Cruz Azul,2-1,?,Guadalajara Chivas
Sun Oct 2 2022,Toluca,4-1,?,Queretaro
Sun Oct 2 2022,Santos Laguna,3-0,?,Mazatlan FC
Sun Oct 2 2022,Club Leon,2-2,?,Club Tijuana
Sat Oct 8 2022,U.A.N.L.- Tigres,2-0,?,Necaxa
