Date,Team 1,FT,HT,Team 2
Fri Jul 22 2022,Salzburg,3-0,?,Austria Vienna
Sat Jul 23 2022,LASK,3-1,?,A. Klagenfurt
Sat Jul 23 2022,Wolfsberger AC,1-1,?,Sturm Graz
Sun Jul 24 2022,A. Lustenau,2-1,?,Tirol
Sun Jul 24 2022,Hartberg,2-1,?,Altach
Sun Jul 24 2022,SK Rapid,1-0,?,Ried
Sat Jul 30 2022,Altach,2-2,?,Wolfsberger AC
Sat Jul 30 2022,Ried,1-0,?,A. Lustenau
Sat Jul 30 2022,Sturm Graz,2-1,?,Salzburg
Sun Jul 31 2022,A. Klagenfurt,0-1,?,SK Rapid
Sun Jul 31 2022,Austria Vienna,1-1,?,LASK
Sun Jul 31 2022,Tirol,2-1,?,Hartberg
Sat Aug 6 2022,Ried,1-1,?,Sturm Graz
Sat Aug 6 2022,Wolfsberger AC,1-5,?,LASK
Sat Aug 6 2022,Hartberg,0-2,?,Salzburg
Sun Aug 7 2022,Altach,3-2,?,Austria Vienna
Sun Aug 7 2022,SK Rapid,1-1,?,A. Lustenau
Sun Aug 7 2022,Tirol,2-2,?,A. Klagenfurt
Sat Aug 13 2022,A. Klagenfurt,1-0,?,Ried
Sat Aug 13 2022,Austria Vienna,2-1,?,Tirol
Sat Aug 13 2022,Sturm Graz,4-0,?,Altach
Sun Aug 14 2022,A. Lustenau,4-1,?,Hartberg
Sun Aug 14 2022,LASK,2-1,?,SK Rapid
Sun Aug 14 2022,Salzburg,2-1,?,Wolfsberger AC
Sat Aug 20 2022,Altach,1-2,?,A. Lustenau
Sat Aug 20 2022,Salzburg,2-0,?,A. Klagenfurt
Sat Aug 20 2022,Sturm Graz,0-1,?,LASK
Sun Aug 21 2022,Ried,1-2,?,Tirol
Sun Aug 21 2022,Wolfsberger AC,1-2,?,Austria Vienna
Sat Aug 27 2022,A. Lustenau,0-6,?,Salzburg
Sat Aug 27 2022,Hartberg,2-0,?,Ried
Sat Aug 27 2022,LASK,4-1,?,Altach
Sun Aug 28 2022,A. Klagenfurt,3-3,?,Austria Vienna
Sun Aug 28 2022,SK Rapid,1-2,?,Sturm Graz
Sun Aug 28 2022,Tirol,1-3,?,Wolfsberger AC
Sat Sep 3 2022,Austria Vienna,2-2,?,A. Lustenau
Sat Sep 3 2022,Salzburg,2-0,?,Tirol
Sat Sep 3 2022,Sturm Graz,0-0,?,Hartberg
Sun Sep 4 2022,Altach,0-1,?,SK Rapid
Sun Sep 4 2022,Wolfsberger AC,3-4,?,A. Klagenfurt
Sun Sep 4 2022,LASK,1-1,?,Ried
Sat Sep 10 2022,SK Rapid,1-3,?,Wolfsberger AC
Sat Sep 10 2022,Ried,0-3,?,Salzburg
Sat Sep 10 2022,Tirol,0-0,?,Altach
Sun Sep 11 2022,A. Lustenau,1-1,?,LASK
Sun Sep 11 2022,Hartberg,0-3,?,Austria Vienna
Sun Sep 11 2022,A. Klagenfurt,0-2,?,Sturm Graz
Sat Sep 17 2022,Altach,1-4,?,A. Klagenfurt
Sat Sep 17 2022,LASK,1-4,?,Tirol
Sat Sep 17 2022,Wolfsberger AC,3-1,?,Hartberg
Sun Sep 18 2022,Austria Vienna,3-0,?,Ried
Sun Sep 18 2022,Sturm Graz,2-0,?,A. Lustenau
Sun Sep 18 2022,Salzburg,1-1,?,SK Rapid
Sat Oct 1 2022,A. Lustenau,1-3,?,Wolfsberger AC
Sat Oct 1 2022,Salzburg,1-1,?,LASK
Sat Oct 1 2022,Tirol,0-5,?,SK Rapid
Sun Oct 2 2022,Hartberg,2-3,?,A. Klagenfurt
Sun Oct 2 2022,Ried,2-3,?,Altach
Sun Oct 2 2022,Austria Vienna,0-3,?,Sturm Graz
Sat Oct 8 2022,A. Klagenfurt,2-1,?,A. Lustenau
Sat Oct 8 2022,Altach,2-3,?,Salzburg
Sat Oct 8 2022,LASK,0-3,?,Hartberg
Sun Oct 9 2022,Sturm Graz,2-1,?,Tirol
Sun Oct 9 2022,Wolfsberger AC,1-2,?,Ried
Sun Oct 9 2022,SK Rapid,1-2,?,Austria Vienna
Sat Oct 15 2022,Tirol,3-2,?,A. Lustenau
Sat Oct 15 2022,A. Klagenfurt,1-3,?,LASK
Sat Oct 15 2022,Ried,1-0,?,SK Rapid
Sun Oct 16 2022,Altach,1-0,?,Hartberg
Sun Oct 16 2022,Sturm Graz,3-2,?,Wolfsberger AC
Sun Oct 16 2022,Austria Vienna,1-3,?,Salzburg
Sat Oct 22 2022,Hartberg,1-5,?,Tirol
Sat Oct 22 2022,SK Rapid,0-1,?,A. Klagenfurt
Sat Oct 22 2022,Salzburg,0-0,?,Sturm Graz
Sun Oct 23 2022,A. Lustenau,0-0,?,Ried
Sun Oct 23 2022,Wolfsberger AC,2-3,?,Altach
Sun Oct 23 2022,LASK,2-2,?,Austria Vienna
Wed Oct 26 2022,SK Rapid,5-1,?,Hartberg
Sat Oct 29 2022,A. Klagenfurt,2-3,?,Tirol
Sat Oct 29 2022,A. Lustenau,3-3,?,SK Rapid
Sat Oct 29 2022,Salzburg,1-0,?,Hartberg
Sun Oct 30 2022,Austria Vienna,2-1,?,Altach
Sun Oct 30 2022,LASK,4-1,?,Wolfsberger AC
Sun Oct 30 2022,Sturm Graz,2-1,?,Ried
Sat Nov 5 2022,Hartberg,1-1,?,A. Lustenau
Sat Nov 5 2022,Ried,2-2,?,A. Klagenfurt
Sat Nov 5 2022,Wolfsberger AC,1-2,?,Salzburg
Sun Nov 6 2022,Altach,1-1,?,Sturm Graz
Sun Nov 6 2022,Tirol,0-0,?,Austria Vienna
Sun Nov 6 2022,SK Rapid,1-0,?,LASK
Sat Nov 12 2022,A. Lustenau,3-0,?,Altach
Sat Nov 12 2022,Hartberg,1-2,?,SK Rapid
