Date,Team 1,FT,HT,Team 2
Fri Jul 15 2022,Midtjylland,1-1,?,Randers FC
Sun Jul 17 2022,Lyngby,2-2,?,Silkeborg
Sun Jul 17 2022,Viborg,2-1,?,Aalborg
Sun Jul 17 2022,FC Copenhagen,0-1,?,Horsens
Sun Jul 17 2022,Brondby,1-0,?,Aarhus
Mon Jul 18 2022,Odense,0-2,?,Nordsjaelland
Fri Jul 22 2022,Midtjylland,1-3,?,Silkeborg
Sun Jul 24 2022,Aarhus,3-1,?,Viborg
Sun Jul 24 2022,Randers FC,2-2,?,Odense
Sun Jul 24 2022,Brondby,1-3,?,Nordsjaelland
Sun Jul 24 2022,Aalborg,1-3,?,FC Copenhagen
Mon Jul 25 2022,Horsens,1-0,?,Lyngby
Fri Jul 29 2022,Odense,1-5,?,Midtjylland
Sun Jul 31 2022,Aalborg,0-0,?,Horsens
Sun Jul 31 2022,Aarhus,0-0,?,Randers FC
Sun Jul 31 2022,Viborg,4-2,?,FC Copenhagen
Sun Jul 31 2022,Silkeborg,2-0,?,Brondby
Mon Aug 1 2022,Nordsjaelland,2-1,?,Lyngby
Fri Aug 5 2022,Randers FC,1-0,?,Horsens
Fri Aug 5 2022,Lyngby,3-3,?,Midtjylland
Sat Aug 6 2022,Nordsjaelland,1-0,?,Viborg
Sun Aug 7 2022,FC Copenhagen,4-1,?,Brondby
Sun Aug 7 2022,Odense,1-2,?,Aarhus
Mon Aug 8 2022,Silkeborg,3-1,?,Aalborg
Fri Aug 12 2022,Horsens,3-3,?,Midtjylland
Fri Aug 12 2022,FC Copenhagen,1-3,?,Randers FC
Sun Aug 14 2022,Viborg,2-0,?,Silkeborg
Sun Aug 14 2022,Aalborg,0-0,?,Nordsjaelland
Sun Aug 14 2022,Brondby,2-0,?,Odense
Mon Aug 15 2022,Aarhus,1-0,?,Lyngby
Fri Aug 19 2022,Lyngby,0-3,?,FC Copenhagen
Sat Aug 20 2022,Midtjylland,0-2,?,Aarhus
Sun Aug 21 2022,Nordsjaelland,0-2,?,Silkeborg
Sun Aug 21 2022,Randers FC,1-0,?,Viborg
Sun Aug 21 2022,Aalborg,2-1,?,Brondby
Mon Aug 22 2022,Odense,1-0,?,Horsens
Fri Aug 26 2022,Horsens,2-1,?,Aarhus
Sun Aug 28 2022,Randers FC,1-0,?,Aalborg
Sun Aug 28 2022,Viborg,2-1,?,Lyngby
Sun Aug 28 2022,Nordsjaelland,3-1,?,FC Copenhagen
Sun Aug 28 2022,Silkeborg,1-2,?,Odense
Mon Aug 29 2022,Brondby,0-2,?,Midtjylland
Fri Sep 2 2022,FC Copenhagen,1-0,?,Silkeborg
Sun Sep 4 2022,Lyngby,0-2,?,Randers FC
Sun Sep 4 2022,Odense,1-2,?,Viborg
Sun Sep 4 2022,Horsens,0-2,?,Brondby
Sun Sep 4 2022,Midtjylland,0-2,?,Aalborg
Mon Sep 5 2022,Aarhus,2-3,?,Nordsjaelland
Sat Sep 10 2022,Odense,2-1,?,FC Copenhagen
Sun Sep 11 2022,Aalborg,1-1,?,Lyngby
Sun Sep 11 2022,Nordsjaelland,1-1,?,Midtjylland
Sun Sep 11 2022,Brondby,2-2,?,Randers FC
Sun Sep 11 2022,Silkeborg,1-0,?,Aarhus
Mon Sep 12 2022,Viborg,2-1,?,Horsens
Fri Sep 16 2022,Horsens,1-0,?,Nordsjaelland
Sat Sep 17 2022,Aarhus,3-1,?,Aalborg
Sun Sep 18 2022,Lyngby,0-2,?,Odense
Sun Sep 18 2022,Randers FC,3-2,?,Silkeborg
Sun Sep 18 2022,Viborg,0-0,?,Brondby
Sun Sep 18 2022,Midtjylland,2-1,?,FC Copenhagen
Fri Sep 30 2022,Aalborg,1-1,?,Odense
Sun Oct 2 2022,Midtjylland,1-1,?,Viborg
Sun Oct 2 2022,Silkeborg,2-1,?,Horsens
Sun Oct 2 2022,Brondby,3-3,?,Lyngby
Sun Oct 2 2022,FC Copenhagen,1-0,?,Aarhus
Mon Oct 3 2022,Nordsjaelland,3-1,?,Randers FC
Fri Oct 7 2022,Lyngby,1-1,?,Viborg
Sat Oct 8 2022,FC Copenhagen,1-1,?,Nordsjaelland
Sun Oct 9 2022,Aarhus,0-1,?,Midtjylland
Sun Oct 9 2022,Odense,1-1,?,Silkeborg
Sun Oct 9 2022,Randers FC,2-3,?,Brondby
Mon Oct 10 2022,Horsens,0-0,?,Aalborg
Fri Oct 14 2022,Lyngby,0-2,?,Aalborg
Sun Oct 16 2022,Brondby,1-1,?,FC Copenhagen
Sun Oct 16 2022,Viborg,0-0,?,Odense
Sun Oct 16 2022,Nordsjaelland,1-1,?,Aarhus
Sun Oct 16 2022,Midtjylland,2-1,?,Horsens
Mon Oct 17 2022,Silkeborg,3-3,?,Randers FC
Fri Oct 21 2022,Odense,3-1,?,Lyngby
