Date,Team 1,FT,HT,Team 2
Fri Jul 15 2022,Rakow,1-0,?,Warta Poznan
Fri Jul 15 2022,Zaglebie,0-0,?,Slask Wroclaw
Sat Jul 16 2022,Lech Poznan,0-2,?,Stal Mielec
Sat Jul 16 2022,Jagiellonia,2-0,?,Piast Gliwice
Sat Jul 16 2022,Korona Kielce,1-1,?,Legia
Sun Jul 17 2022,Radomiak Radom,1-1,?,Legnica
Sun Jul 17 2022,Wisla Plock,3-0,?,Lechia Gdansk
Sun Jul 17 2022,Pogon Szczecin,2-1,?,Widzew Lodz
Mon Jul 18 2022,Gornik Z.,0-2,?,Cracovia
Fri Jul 22 2022,Warta Poznan,0-4,?,Wisla Plock
Fri Jul 22 2022,Jagiellonia,0-2,?,Widzew Lodz
Sat Jul 23 2022,Cracovia,2-0,?,Korona Kielce
Sat Jul 23 2022,Legia,2-0,?,Zaglebie
Sun Jul 24 2022,Slask Wroclaw,2-1,?,Pogon Szczecin
Mon Jul 25 2022,Stal Mielec,1-1,?,Radomiak Radom
Fri Jul 29 2022,Piast Gliwice,0-1,?,Zaglebie
Fri Jul 29 2022,Cracovia,3-0,?,Legia
Sat Jul 30 2022,Radomiak Radom,0-3,?,Gornik Z.
Sat Jul 30 2022,Legnica,1-2,?,Warta Poznan
Sun Jul 31 2022,Pogon Szczecin,1-0,?,Jagiellonia
Sun Jul 31 2022,Lech Poznan,1-3,?,Wisla Plock
Sun Jul 31 2022,Rakow,3-2,?,Stal Mielec
Sun Jul 31 2022,Widzew Lodz,2-3,?,Lechia Gdansk
Mon Aug 1 2022,Korona Kielce,3-1,?,Slask Wroclaw
Fri Aug 5 2022,Stal Mielec,2-0,?,Cracovia
Fri Aug 5 2022,Legia,2-0,?,Piast Gliwice
Sat Aug 6 2022,Lechia Gdansk,0-1,?,Korona Kielce
Sat Aug 6 2022,Jagiellonia,1-2,?,Radomiak Radom
Sat Aug 6 2022,Slask Wroclaw,0-0,?,Widzew Lodz
Sun Aug 7 2022,Warta Poznan,1-2,?,Pogon Szczecin
Sun Aug 7 2022,Zaglebie,1-1,?,Lech Poznan
Sun Aug 7 2022,Gornik Z.,1-0,?,Rakow
Mon Aug 8 2022,Wisla Plock,4-1,?,Legnica
Fri Aug 12 2022,Legnica,0-1,?,Zaglebie
Fri Aug 12 2022,Widzew Lodz,1-2,?,Legia
Sat Aug 13 2022,Cracovia,0-1,?,Piast Gliwice
Sat Aug 13 2022,Gornik Z.,1-3,?,Stal Mielec
Sat Aug 13 2022,Pogon Szczecin,2-2,?,Wisla Plock
Sun Aug 14 2022,Radomiak Radom,4-1,?,Lechia Gdansk
Sun Aug 14 2022,Rakow,2-2,?,Jagiellonia
Sun Aug 14 2022,Lech Poznan,0-1,?,Slask Wroclaw
Mon Aug 15 2022,Korona Kielce,0-1,?,Warta Poznan
Fri Aug 19 2022,Jagiellonia,2-1,?,Legnica
Fri Aug 19 2022,Legia,2-2,?,Gornik Z.
Sat Aug 20 2022,Wisla Plock,2-1,?,Korona Kielce
Sat Aug 20 2022,Slask Wroclaw,1-1,?,Cracovia
Sat Aug 20 2022,Warta Poznan,0-1,?,Widzew Lodz
Sun Aug 21 2022,Zaglebie,0-1,?,Radomiak Radom
Sun Aug 21 2022,Piast Gliwice,4-0,?,Stal Mielec
Fri Aug 26 2022,Gornik Z.,1-1,?,Jagiellonia
Fri Aug 26 2022,Stal Mielec,0-1,?,Legia
Sat Aug 27 2022,Radomiak Radom,0-2,?,Korona Kielce
Sat Aug 27 2022,Legnica,2-1,?,Lechia Gdansk
Sat Aug 27 2022,Pogon Szczecin,3-0,?,Zaglebie
Sat Aug 27 2022,Widzew Lodz,2-1,?,Wisla Plock
Sun Aug 28 2022,Cracovia,0-2,?,Warta Poznan
Sun Aug 28 2022,Slask Wroclaw,1-4,?,Rakow
Sun Aug 28 2022,Lech Poznan,1-0,?,Piast Gliwice
Wed Aug 31 2022,Rakow,1-0,?,Pogon Szczecin
Wed Aug 31 2022,Lechia Gdansk,0-3,?,Lech Poznan
Fri Sep 2 2022,Legia,1-0,?,Radomiak Radom
Sat Sep 3 2022,Stal Mielec,2-0,?,Slask Wroclaw
Sat Sep 3 2022,Lechia Gdansk,0-0,?,Warta Poznan
Sat Sep 3 2022,Cracovia,3-0,?,Rakow
Sun Sep 4 2022,Zaglebie,1-1,?,Jagiellonia
Sun Sep 4 2022,Korona Kielce,1-2,?,Pogon Szczecin
Sun Sep 4 2022,Lech Poznan,2-0,?,Widzew Lodz
Mon Sep 5 2022,Piast Gliwice,2-1,?,Legnica
Mon Sep 5 2022,Wisla Plock,1-1,?,Gornik Z.
Fri Sep 9 2022,Warta Poznan,2-2,?,Zaglebie
Fri Sep 9 2022,Widzew Lodz,2-0,?,Cracovia
Sat Sep 10 2022,Slask Wroclaw,2-1,?,Lechia Gdansk
