Date,Team 1,FT,HT,Team 2
Fri Feb 17 2023,Cork City,1-2,?,Bohemians
Fri Feb 17 2023,Dundalk,1-1,?,UC Dublin
Fri Feb 17 2023,Shelbourne,0-0,?,Drogheda
Fri Feb 17 2023,St. Patricks,1-1,?,Derry City
Sat Feb 18 2023,Sligo Rovers,1-1,?,Shamrock Rovers
Fri Feb 24 2023,Bohemians,2-1,?,Dundalk
Fri Feb 24 2023,Derry City,2-0,?,Cork City
Fri Feb 24 2023,Drogheda,1-1,?,Shamrock Rovers
Fri Feb 24 2023,St. Patricks,1-0,?,Shelbourne
Fri Feb 24 2023,UC Dublin,2-3,?,Sligo Rovers
Fri Mar 3 2023,Cork City,4-0,?,UC Dublin
Fri Mar 3 2023,Drogheda,1-0,?,Sligo Rovers
Fri Mar 3 2023,Dundalk,5-0,?,St. Patricks
Fri Mar 3 2023,Shelbourne,1-0,?,Bohemians
Fri Mar 3 2023,Shamrock Rovers,1-2,?,Derry City
Mon Mar 6 2023,Bohemians,3-1,?,Drogheda
Mon Mar 6 2023,Dundalk,2-1,?,Shelbourne
Mon Mar 6 2023,Sligo Rovers,2-1,?,St. Patricks
Mon Mar 6 2023,UC Dublin,0-4,?,Derry City
Mon Mar 6 2023,Shamrock Rovers,4-4,?,Cork City
Fri Mar 10 2023,Derry City,0-0,?,Dundalk
Fri Mar 10 2023,Shelbourne,0-0,?,Shamrock Rovers
Fri Mar 10 2023,St. Patricks,0-2,?,Bohemians
Fri Mar 10 2023,UC Dublin,0-1,?,Drogheda
Sat Mar 11 2023,Sligo Rovers,2-2,?,Cork City
Thu Mar 16 2023,Drogheda,0-1,?,Dundalk
Fri Mar 17 2023,Cork City,0-2,?,Shelbourne
Fri Mar 17 2023,Shamrock Rovers,2-2,?,St. Patricks
Fri Mar 17 2023,Bohemians,2-1,?,UC Dublin
Fri Mar 17 2023,Derry City,1-1,?,Sligo Rovers
Fri Mar 31 2023,Cork City,1-1,?,Drogheda
Fri Mar 31 2023,Dundalk,0-4,?,Shamrock Rovers
Fri Mar 31 2023,Shelbourne,0-1,?,Derry City
Fri Mar 31 2023,St. Patricks,3-0,?,UC Dublin
Sat Apr 1 2023,Sligo Rovers,0-1,?,Bohemians
Fri Apr 7 2023,Bohemians,0-2,?,Shamrock Rovers
Fri Apr 7 2023,Derry City,0-1,?,Drogheda
Fri Apr 7 2023,Dundalk,1-2,?,Sligo Rovers
Fri Apr 7 2023,St. Patricks,4-0,?,Cork City
Fri Apr 7 2023,UC Dublin,0-0,?,Shelbourne
Mon Apr 10 2023,Cork City,1-0,?,Dundalk
Mon Apr 10 2023,Derry City,0-1,?,Bohemians
Mon Apr 10 2023,Drogheda,1-3,?,St. Patricks
Mon Apr 10 2023,Shelbourne,2-1,?,Sligo Rovers
Mon Apr 10 2023,Shamrock Rovers,3-0,?,UC Dublin
Fri Apr 14 2023,Bohemians,2-3,?,St. Patricks
Fri Apr 14 2023,Shamrock Rovers,2-2,?,Shelbourne
Fri Apr 14 2023,UC Dublin,1-0,?,Cork City
Sat Apr 15 2023,Sligo Rovers,1-1,?,Drogheda
Sun Apr 16 2023,Dundalk,2-2,?,Derry City
Fri Apr 21 2023,Cork City,1-3,?,Derry City
Fri Apr 21 2023,Drogheda,0-2,?,Bohemians
Fri Apr 21 2023,Shelbourne,1-1,?,Dundalk
Fri Apr 21 2023,St. Patricks,0-2,?,Shamrock Rovers
Sat Apr 22 2023,Sligo Rovers,3-1,?,UC Dublin
Fri Apr 28 2023,Derry City,2-0,?,St. Patricks
Fri Apr 28 2023,Dundalk,3-2,?,Drogheda
Fri Apr 28 2023,Shelbourne,2-1,?,Cork City
Fri Apr 28 2023,UC Dublin,1-1,?,Bohemians
Fri Apr 28 2023,Shamrock Rovers,2-1,?,Sligo Rovers
Mon May 1 2023,St. Patricks,0-1,?,Sligo Rovers
Mon May 1 2023,Bohemians,5-0,?,Cork City
Mon May 1 2023,Drogheda,1-1,?,Shelbourne
Mon May 1 2023,UC Dublin,0-2,?,Dundalk
Mon May 1 2023,Derry City,0-2,?,Shamrock Rovers
Fri May 5 2023,Cork City,2-3,?,St. Patricks
Fri May 5 2023,Drogheda,0-1,?,Derry City
Fri May 5 2023,Shamrock Rovers,2-0,?,Bohemians
Fri May 5 2023,Shelbourne,1-0,?,UC Dublin
Sat May 6 2023,Sligo Rovers,0-1,?,Dundalk
Fri May 12 2023,Bohemians,0-1,?,Derry City
Fri May 12 2023,Dundalk,2-1,?,Cork City
Fri May 12 2023,St. Patricks,3-0,?,Drogheda
Fri May 12 2023,UC Dublin,0-3,?,Shamrock Rovers
Sat May 13 2023,Sligo Rovers,0-3,?,Shelbourne
Mon May 15 2023,Derry City,3-0,?,Dundalk
Mon May 15 2023,Shamrock Rovers,3-2,?,St. Patricks
Fri May 19 2023,Cork City,1-0,?,Sligo Rovers
Fri May 19 2023,Derry City,4-1,?,UC Dublin
Fri May 19 2023,Dundalk,2-2,?,Bohemians
