Date,Team 1,FT,HT,Team 2
Fri Jan 27 2023,Rosario Central,1-0,?,Argentinos Jrs
Fri Jan 27 2023,Defensa y Justicia,2-4,?,Huracan
Sat Jan 28 2023,San Lorenzo,1-0,?,Arsenal Sarandi
Sat Jan 28 2023,Estudiantes L.P.,1-2,?,Tigre
Sat Jan 28 2023,Talleres Cordoba,0-1,?,Independiente
Sat Jan 28 2023,Central Cordoba,0-2,?,River Plate
Sun Jan 29 2023,Platense,2-2,?,Newells Old Boys
Sun Jan 29 2023,Colon Santa Fe,1-2,?,Lanus
Sun Jan 29 2023,Instituto,0-0,?,Sarmiento Junin
Sun Jan 29 2023,Racing Club,0-0,?,Belgrano
Sun Jan 29 2023,Boca Juniors,1-0,?,Atl. Tucuman
Mon Jan 30 2023,Barracas Central,0-1,?,Godoy Cruz
Mon Jan 30 2023,Banfield,0-0,?,Union de Santa Fe
Mon Jan 30 2023,Velez Sarsfield,3-1,?,Gimnasia L.P.
Fri Feb 3 2023,Newells Old Boys,1-0,?,Velez Sarsfield
Fri Feb 3 2023,Tigre,2-2,?,Rosario Central
Sat Feb 4 2023,Arsenal Sarandi,1-1,?,Estudiantes L.P.
Sat Feb 4 2023,Sarmiento Junin,3-5,?,Barracas Central
Sat Feb 4 2023,Belgrano,2-1,?,River Plate
Sat Feb 4 2023,Argentinos Jrs,1-0,?,Racing Club
Sat Feb 4 2023,Lanus,2-1,?,San Lorenzo
Sun Feb 5 2023,Independiente,1-2,?,Platense
Sun Feb 5 2023,Boca Juniors,0-0,?,Central Cordoba
Sun Feb 5 2023,Atl. Tucuman,0-2,?,Talleres Cordoba
Sun Feb 5 2023,Godoy Cruz,1-0,?,Colon Santa Fe
Sun Feb 5 2023,Union de Santa Fe,0-2,?,Instituto
Mon Feb 6 2023,Gimnasia L.P.,0-2,?,Defensa y Justicia
Mon Feb 6 2023,Huracan,3-2,?,Banfield
Fri Feb 10 2023,Central Cordoba,0-1,?,Belgrano
Fri Feb 10 2023,Colon Santa Fe,0-2,?,Sarmiento Junin
Sat Feb 11 2023,Defensa y Justicia,1-0,?,Newells Old Boys
Sat Feb 11 2023,San Lorenzo,1-0,?,Godoy Cruz
Sat Feb 11 2023,Platense,1-1,?,Atl. Tucuman
Sat Feb 11 2023,Talleres Cordoba,2-1,?,Boca Juniors
Sat Feb 11 2023,Velez Sarsfield,0-0,?,Independiente
Sun Feb 12 2023,Banfield,0-0,?,Gimnasia L.P.
Sun Feb 12 2023,Rosario Central,2-1,?,Arsenal Sarandi
Sun Feb 12 2023,River Plate,2-1,?,Argentinos Jrs
Sun Feb 12 2023,Instituto,0-0,?,Huracan
Sun Feb 12 2023,Racing Club,2-2,?,Tigre
Mon Feb 13 2023,Barracas Central,1-1,?,Union de Santa Fe
Mon Feb 13 2023,Estudiantes L.P.,0-2,?,Lanus
Fri Feb 17 2023,Gimnasia L.P.,2-0,?,Instituto
Fri Feb 17 2023,Arsenal Sarandi,0-3,?,Racing Club
Fri Feb 17 2023,Huracan,2-0,?,Barracas Central
Sat Feb 18 2023,Lanus,3-0,?,Rosario Central
Sat Feb 18 2023,Tigre,0-1,?,River Plate
Sat Feb 18 2023,Argentinos Jrs,3-0,?,Belgrano
Sat Feb 18 2023,Godoy Cruz,0-1,?,Estudiantes L.P.
Sat Feb 18 2023,Newells Old Boys,2-0,?,Banfield
Sun Feb 19 2023,Union de Santa Fe,1-1,?,Colon Santa Fe
Sun Feb 19 2023,Boca Juniors,3-1,?,Platense
Sun Feb 19 2023,Independiente,0-2,?,Defensa y Justicia
Sun Feb 19 2023,Talleres Cordoba,2-0,?,Central Cordoba
Mon Feb 20 2023,Sarmiento Junin,0-1,?,San Lorenzo
Mon Feb 20 2023,Atl. Tucuman,1-1,?,Velez Sarsfield
Fri Feb 24 2023,Belgrano,0-2,?,Tigre
Fri Feb 24 2023,Rosario Central,1-0,?,Godoy Cruz
Sat Feb 25 2023,San Lorenzo,1-0,?,Union de Santa Fe
Sat Feb 25 2023,Estudiantes L.P.,1-1,?,Sarmiento Junin
Sat Feb 25 2023,Platense,2-4,?,Talleres Cordoba
Sat Feb 25 2023,Velez Sarsfield,1-2,?,Boca Juniors
Sun Feb 26 2023,Colon Santa Fe,1-1,?,Huracan
Sun Feb 26 2023,Defensa y Justicia,3-0,?,Atl. Tucuman
Sun Feb 26 2023,River Plate,1-2,?,Arsenal Sarandi
Sun Feb 26 2023,Banfield,0-0,?,Independiente
Sun Feb 26 2023,Instituto,3-1,?,Newells Old Boys
Mon Feb 27 2023,Barracas Central,1-0,?,Gimnasia L.P.
Mon Feb 27 2023,Racing Club,2-1,?,Lanus
Mon Feb 27 2023,Central Cordoba,1-0,?,Argentinos Jrs
Fri Mar 3 2023,Sarmiento Junin,4-1,?,Rosario Central
Fri Mar 3 2023,Union de Santa Fe,2-0,?,Estudiantes L.P.
Sat Mar 4 2023,Gimnasia L.P.,0-0,?,Colon Santa Fe
Sat Mar 4 2023,Platense,1-1,?,Central Cordoba
Sat Mar 4 2023,Lanus,0-2,?,River Plate
Sat Mar 4 2023,Atl. Tucuman,1-0,?,Banfield
Sat Mar 4 2023,Newells Old Boys,1-0,?,Barracas Central
Sun Mar 5 2023,Independiente,2-2,?,Instituto
Sun Mar 5 2023,Huracan,1-1,?,San Lorenzo
Sun Mar 5 2023,Talleres Cordoba,1-2,?,Velez Sarsfield
Sun Mar 5 2023,Tigre,0-1,?,Argentinos Jrs
Mon Mar 6 2023,Arsenal Sarandi,0-1,?,Belgrano
Mon Mar 6 2023,Godoy Cruz,2-0,?,Racing Club
Mon Mar 6 2023,Boca Juniors,0-0,?,Defensa y Justicia
Fri Mar 10 2023,Barracas Central,1-1,?,Independiente
Fri Mar 10 2023,Argentinos Jrs,1-1,?,Arsenal Sarandi
Fri Mar 10 2023,Instituto,1-1,?,Atl. Tucuman
Sat Mar 11 2023,San Lorenzo,4-0,?,Gimnasia L.P.
Sat Mar 11 2023,Defensa y Justicia,1-1,?,Talleres Cordoba
Sat Mar 11 2023,Belgrano,0-0,?,Lanus
Sat Mar 11 2023,Central Cordoba,2-0,?,Tigre
Sun Mar 12 2023,Racing Club,1-0,?,Sarmiento Junin
Sun Mar 12 2023,Estudiantes L.P.,2-1,?,Huracan
Sun Mar 12 2023,River Plate,3-0,?,Godoy Cruz
Sun Mar 12 2023,Banfield,1-0,?,Boca Juniors
Sun Mar 12 2023,Rosario Central,1-1,?,Union de Santa Fe
Mon Mar 13 2023,Colon Santa Fe,1-1,?,Newells Old Boys
Mon Mar 13 2023,Velez Sarsfield,1-1,?,Platense
Fri Mar 17 2023,Union de Santa Fe,1-3,?,Racing Club
Sat Mar 18 2023,Arsenal Sarandi,2-0,?,Tigre
Sat Mar 18 2023,Independiente,2-2,?,Colon Santa Fe
Sat Mar 18 2023,Platense,1-0,?,Defensa y Justicia
Sat Mar 18 2023,Atl. Tucuman,1-1,?,Barracas Central
Sat Mar 18 2023,Godoy Cruz,3-1,?,Belgrano
Sun Mar 19 2023,Gimnasia L.P.,2-1,?,Estudiantes L.P.
Sun Mar 19 2023,Boca Juniors,2-3,?,Instituto
Sun Mar 19 2023,Sarmiento Junin,0-2,?,River Plate
Sun Mar 19 2023,Talleres Cordoba,0-1,?,Banfield
Mon Mar 20 2023,Newells Old Boys,1-0,?,San Lorenzo
Mon Mar 20 2023,Huracan,0-2,?,Rosario Central
Mon Mar 20 2023,Lanus,0-0,?,Argentinos Jrs
Tue Mar 21 2023,Velez Sarsfield,4-0,?,Central Cordoba
Thu Mar 30 2023,Defensa y Justicia,0-0,?,Velez Sarsfield
Thu Mar 30 2023,Argentinos Jrs,3-0,?,Godoy Cruz
Fri Mar 31 2023,Estudiantes L.P.,3-0,?,Newells Old Boys
Fri Mar 31 2023,Rosario Central,3-1,?,Gimnasia L.P.
Fri Mar 31 2023,River Plate,1-0,?,Union de Santa Fe
Sat Apr 1 2023,Barracas Central,0-3,?,Boca Juniors
Sat Apr 1 2023,San Lorenzo,0-0,?,Independiente
Sat Apr 1 2023,Racing Club,2-1,?,Huracan
Sat Apr 1 2023,Tigre,2-1,?,Lanus
Sun Apr 2 2023,Instituto,0-3,?,Talleres Cordoba
Sun Apr 2 2023,Colon Santa Fe,0-0,?,Atl. Tucuman
Sun Apr 2 2023,Banfield,0-2,?,Platense
Mon Apr 3 2023,Belgrano,0-0,?,Sarmiento Junin
Mon Apr 3 2023,Central Cordoba,1-0,?,Arsenal Sarandi
Fri Apr 7 2023,Lanus,3-0,?,Arsenal Sarandi
Fri Apr 7 2023,Platense,1-0,?,Instituto
Fri Apr 7 2023,Talleres Cordoba,3-0,?,Barracas Central
Fri Apr 7 2023,Velez Sarsfield,3-3,?,Banfield
Sat Apr 8 2023,Sarmiento Junin,2-0,?,Argentinos Jrs
Sat Apr 8 2023,Gimnasia L.P.,3-1,?,Racing Club
Sat Apr 8 2023,Union de Santa Fe,0-3,?,Belgrano
Sat Apr 8 2023,Atl. Tucuman,1-3,?,San Lorenzo
Sat Apr 8 2023,Defensa y Justicia,1-2,?,Central Cordoba
Sun Apr 9 2023,Godoy Cruz,1-1,?,Tigre
Sun Apr 9 2023,Independiente,1-2,?,Estudiantes L.P.
Sun Apr 9 2023,Newells Old Boys,0-0,?,Rosario Central
Sun Apr 9 2023,Huracan,0-3,?,River Plate
Sun Apr 9 2023,Boca Juniors,1-2,?,Colon Santa Fe
Tue Apr 11 2023,Barracas Central,1-0,?,Platense
Tue Apr 11 2023,Argentinos Jrs,5-1,?,Union de Santa Fe
Tue Apr 11 2023,Banfield,0-3,?,Defensa y Justicia
Tue Apr 11 2023,Central Cordoba,1-1,?,Lanus
Tue Apr 11 2023,Instituto,1-0,?,Velez Sarsfield
Wed Apr 12 2023,San Lorenzo,1-0,?,Boca Juniors
Wed Apr 12 2023,Belgrano,2-0,?,Huracan
Wed Apr 12 2023,Racing Club,0-1,?,Newells Old Boys
Wed Apr 12 2023,Estudiantes L.P.,0-0,?,Atl. Tucuman
Wed Apr 12 2023,Rosario Central,1-0,?,Independiente
Thu Apr 13 2023,Arsenal Sarandi,2-3,?,Godoy Cruz
Thu Apr 13 2023,Colon Santa Fe,2-2,?,Talleres Cordoba
Thu Apr 13 2023,River Plate,3-0,?,Gimnasia L.P.
Thu Apr 13 2023,Tigre,1-0,?,Sarmiento Junin
Sat Apr 15 2023,Defensa y Justicia,1-0,?,Instituto
Sat Apr 15 2023,Boca Juniors,0-1,?,Estudiantes L.P.
Sat Apr 15 2023,Gimnasia L.P.,0-2,?,Belgrano
Sat Apr 15 2023,Huracan,0-0,?,Argentinos Jrs
Sun Apr 16 2023,Union de Santa Fe,0-0,?,Tigre
Sun Apr 16 2023,Velez Sarsfield,0-0,?,Barracas Central
Sun Apr 16 2023,Independiente,1-1,?,Racing Club
Sun Apr 16 2023,Newells Old Boys,0-1,?,River Plate
Sun Apr 16 2023,Talleres Cordoba,0-0,?,San Lorenzo
Mon Apr 17 2023,Platense,0-0,?,Colon Santa Fe
Mon Apr 17 2023,Banfield,1-0,?,Central Cordoba
Mon Apr 17 2023,Sarmiento Junin,1-0,?,Arsenal Sarandi
Mon Apr 17 2023,Atl. Tucuman,2-2,?,Rosario Central
Mon Apr 17 2023,Godoy Cruz,4-4,?,Lanus
Fri Apr 21 2023,Colon Santa Fe,2-1,?,Velez Sarsfield
Sat Apr 22 2023,Arsenal Sarandi,2-1,?,Union de Santa Fe
Sat Apr 22 2023,Lanus,2-1,?,Sarmiento Junin
Sat Apr 22 2023,Belgrano,1-0,?,Newells Old Boys
Sat Apr 22 2023,Central Cordoba,0-2,?,Godoy Cruz
Sun Apr 23 2023,San Lorenzo,1-0,?,Platense
Sun Apr 23 2023,Rosario Central,2-2,?,Boca Juniors
Sun Apr 23 2023,Instituto,1-1,?,Banfield
Sun Apr 23 2023,Estudiantes L.P.,1-0,?,Talleres Cordoba
Sun Apr 23 2023,River Plate,2-0,?,Independiente
Mon Apr 24 2023,Barracas Central,0-2,?,Defensa y Justicia
Mon Apr 24 2023,Racing Club,1-3,?,Atl. Tucuman
Mon Apr 24 2023,Argentinos Jrs,2-4,?,Gimnasia L.P.
Tue Apr 25 2023,Tigre,1-0,?,Huracan
Thu Apr 27 2023,Platense,1-2,?,Estudiantes L.P.
Thu Apr 27 2023,Sarmiento Junin,1-1,?,Godoy Cruz
Fri Apr 28 2023,Huracan,2-1,?,Arsenal Sarandi
Fri Apr 28 2023,Newells Old Boys,0-0,?,Argentinos Jrs
Fri Apr 28 2023,Atl. Tucuman,1-1,?,River Plate
Sat Apr 29 2023,Velez Sarsfield,0-0,?,San Lorenzo
Sat Apr 29 2023,Gimnasia L.P.,1-1,?,Tigre
Sat Apr 29 2023,Banfield,0-0,?,Barracas Central
Sat Apr 29 2023,Instituto,0-2,?,Central Cordoba
Sat Apr 29 2023,Boca Juniors,3-1,?,Racing Club
Sun Apr 30 2023,Defensa y Justicia,2-0,?,Colon Santa Fe
Sun Apr 30 2023,Independiente,2-0,?,Belgrano
Sun Apr 30 2023,Talleres Cordoba,3-1,?,Rosario Central
Fri May 5 2023,Barracas Central,3-0,?,Instituto
Fri May 5 2023,Godoy Cruz,0-0,?,Union de Santa Fe
Sat May 6 2023,Lanus,1-0,?,Huracan
Sat May 6 2023,Belgrano,1-0,?,Atl. Tucuman
Sat May 6 2023,Colon Santa Fe,2-0,?,Banfield
