Date,Team 1,FT,HT,Team 2
Sat Apr 15 2023,Dalian Pro,2-1,?,Nantong Zhiyun
Sat Apr 15 2023,Wuhan Three Towns,0-2,?,Shanghai Port
Sat Apr 15 2023,Zhejiang Professional,0-2,?,Changchun Yatai
Sat Apr 15 2023,Beijing Guoan,1-1,?,Meizhou Hakka
Sun Apr 16 2023,Henan Songshan Longmen,1-1,?,Chengdu Rongcheng
Sun Apr 16 2023,Shanghai Shenhua,1-0,?,Shandong Taishan
Sun Apr 16 2023,Shenzhen,2-1,?,Qingdao Hainiu
Sun Apr 16 2023,Tianjin Jinmen Tiger,1-1,?,Cangzhou
Thu Apr 20 2023,Wuhan Three Towns,1-1,?,Beijing Guoan
Fri Apr 21 2023,Meizhou Hakka,0-1,?,Shanghai Shenhua
Fri Apr 21 2023,Tianjin Jinmen Tiger,2-1,?,Zhejiang Professional
Fri Apr 21 2023,Chengdu Rongcheng,2-1,?,Cangzhou
Fri Apr 21 2023,Henan Songshan Longmen,0-0,?,Qingdao Hainiu
Fri Apr 21 2023,Shandong Taishan,1-1,?,Nantong Zhiyun
Sat Apr 22 2023,Shanghai Port,3-2,?,Shenzhen
Sat Apr 22 2023,Changchun Yatai,3-2,?,Dalian Pro
Tue Apr 25 2023,Meizhou Hakka,1-2,?,Wuhan Three Towns
Tue Apr 25 2023,Qingdao Hainiu,3-1,?,Beijing Guoan
Tue Apr 25 2023,Shandong Taishan,2-1,?,Zhejiang Professional
Wed Apr 26 2023,Cangzhou,0-1,?,Shanghai Port
Wed Apr 26 2023,Dalian Pro,0-0,?,Chengdu Rongcheng
Wed Apr 26 2023,Nantong Zhiyun,1-0,?,Henan Songshan Longmen
Wed Apr 26 2023,Shanghai Shenhua,1-0,?,Changchun Yatai
Wed Apr 26 2023,Shenzhen,0-2,?,Tianjin Jinmen Tiger
Sat Apr 29 2023,Beijing Guoan,0-0,?,Shandong Taishan
Sat Apr 29 2023,Qingdao Hainiu,0-3,?,Wuhan Three Towns
Sun Apr 30 2023,Changchun Yatai,1-1,?,Tianjin Jinmen Tiger
Sun Apr 30 2023,Zhejiang Professional,0-2,?,Chengdu Rongcheng
Sun Apr 30 2023,Shenzhen,1-1,?,Henan Songshan Longmen
Sun Apr 30 2023,Cangzhou,1-1,?,Nantong Zhiyun
Sun Apr 30 2023,Shanghai Port,1-1,?,Shanghai Shenhua
Mon May 1 2023,Dalian Pro,1-1,?,Meizhou Hakka
Fri May 5 2023,Henan Songshan Longmen,0-1,?,Beijing Guoan
Fri May 5 2023,Shanghai Shenhua,1-0,?,Dalian Pro
Fri May 5 2023,Shenzhen,0-1,?,Cangzhou
Fri May 5 2023,Wuhan Three Towns,0-0,?,Zhejiang Professional
Sat May 6 2023,Meizhou Hakka,2-1,?,Shandong Taishan
Sat May 6 2023,Chengdu Rongcheng,3-2,?,Qingdao Hainiu
Sat May 6 2023,Nantong Zhiyun,0-1,?,Changchun Yatai
Sat May 6 2023,Tianjin Jinmen Tiger,0-0,?,Shanghai Port
Tue May 9 2023,Dalian Pro,1-1,?,Cangzhou
Tue May 9 2023,Henan Songshan Longmen,1-1,?,Wuhan Three Towns
Tue May 9 2023,Shenzhen,1-3,?,Shanghai Shenhua
Wed May 10 2023,Beijing Guoan,1-1,?,Tianjin Jinmen Tiger
Wed May 10 2023,Changchun Yatai,2-4,?,Meizhou Hakka
Wed May 10 2023,Chengdu Rongcheng,2-2,?,Shandong Taishan
Wed May 10 2023,Nantong Zhiyun,1-2,?,Zhejiang Professional
Wed May 10 2023,Shanghai Port,2-1,?,Qingdao Hainiu
Sat May 13 2023,Shanghai Shenhua,1-1,?,Wuhan Three Towns
Sat May 13 2023,Shenzhen,2-1,?,Dalian Pro
Sun May 14 2023,Qingdao Hainiu,2-0,?,Meizhou Hakka
Sun May 14 2023,Chengdu Rongcheng,2-2,?,Changchun Yatai
Sun May 14 2023,Cangzhou,1-1,?,Shandong Taishan
Sun May 14 2023,Tianjin Jinmen Tiger,1-0,?,Henan Songshan Longmen
Sun May 14 2023,Zhejiang Professional,1-2,?,Shanghai Port
Mon May 15 2023,Beijing Guoan,1-0,?,Nantong Zhiyun
Fri May 19 2023,Wuhan Three Towns,3-3,?,Chengdu Rongcheng
Fri May 19 2023,Cangzhou,2-4,?,Changchun Yatai
Fri May 19 2023,Nantong Zhiyun,1-1,?,Shenzhen
Fri May 19 2023,Qingdao Hainiu,2-2,?,Zhejiang Professional
Fri May 19 2023,Shanghai Shenhua,1-1,?,Beijing Guoan
Sat May 20 2023,Henan Songshan Longmen,1-0,?,Dalian Pro
