Date,Team 1,FT,HT,Team 2
Wed Apr 5 2023,KTP,0-2,?,AC Oulu
Wed Apr 5 2023,KuPS,1-2,?,Inter Turku
Wed Apr 5 2023,Mariehamn,1-1,?,Ilves
Wed Apr 5 2023,SJK,2-1,?,Haka
Wed Apr 5 2023,VPS,0-0,?,Lahti
Wed Apr 5 2023,HJK,2-0,?,Honka
Fri Apr 14 2023,Haka,2-2,?,AC Oulu
Fri Apr 14 2023,KTP,0-0,?,KuPS
Sat Apr 15 2023,Ilves,2-1,?,Inter Turku
Sat Apr 15 2023,Honka,0-0,?,SJK
Sat Apr 15 2023,VPS,0-1,?,HJK
Sun Apr 16 2023,Mariehamn,2-3,?,Lahti
Wed Apr 19 2023,HJK,4-0,?,VPS
Wed Apr 19 2023,KuPS,0-1,?,Honka
Sat Apr 22 2023,KTP,2-1,?,Mariehamn
Sat Apr 22 2023,SJK,0-0,?,Lahti
Sun Apr 23 2023,KuPS,1-0,?,Ilves
Sun Apr 23 2023,HJK,1-1,?,AC Oulu
Mon Apr 24 2023,Haka,1-1,?,Honka
Sat Apr 29 2023,HJK,2-0,?,Haka
Sat Apr 29 2023,AC Oulu,0-3,?,SJK
Sat Apr 29 2023,Ilves,1-0,?,KTP
Sat Apr 29 2023,VPS,0-0,?,Honka
Sun Apr 30 2023,Mariehamn,0-2,?,KuPS
Fri May 5 2023,Haka,4-2,?,KTP
Fri May 5 2023,Honka,3-0,?,Lahti
Fri May 5 2023,Ilves,1-2,?,AC Oulu
Fri May 5 2023,SJK,2-1,?,Inter Turku
Fri May 5 2023,VPS,2-1,?,Mariehamn
Fri May 5 2023,KuPS,2-1,?,HJK
Tue May 9 2023,AC Oulu,0-2,?,KuPS
Tue May 9 2023,Honka,0-2,?,Haka
Tue May 9 2023,KTP,3-3,?,HJK
Sat May 13 2023,Lahti,0-0,?,KTP
Sat May 13 2023,Honka,0-1,?,KuPS
Sat May 13 2023,AC Oulu,2-1,?,VPS
Sat May 13 2023,HJK,4-1,?,Inter Turku
Sat May 13 2023,SJK,1-0,?,Ilves
Sat May 13 2023,Mariehamn,2-1,?,Haka
Sat May 20 2023,KuPS,2-0,?,Lahti
Sun May 21 2023,Ilves,1-1,?,HJK
Mon May 22 2023,AC Oulu,1-3,?,Honka
Mon May 22 2023,Haka,2-2,?,VPS
Mon May 22 2023,Inter Turku,1-1,?,Mariehamn
Mon May 22 2023,KTP,0-2,?,SJK
Fri May 26 2023,Honka,0-1,?,KTP
Fri May 26 2023,Inter Turku,3-0,?,Haka
Fri May 26 2023,Lahti,1-2,?,AC Oulu
Fri May 26 2023,SJK,1-0,?,KuPS
Fri May 26 2023,VPS,0-2,?,Ilves
Sat May 27 2023,Mariehamn,0-0,?,HJK
Sat Jun 3 2023,Inter Turku,2-0,?,Honka
Sat Jun 3 2023,AC Oulu,3-2,?,Mariehamn
Sat Jun 3 2023,HJK,0-0,?,SJK
Sat Jun 3 2023,KTP,1-0,?,VPS
Sat Jun 3 2023,KuPS,3-0,?,Haka
Sat Jun 3 2023,Ilves,2-2,?,Lahti
Wed Jun 7 2023,Haka,1-1,?,Ilves
Wed Jun 7 2023,Honka,2-1,?,Mariehamn
Wed Jun 7 2023,Inter Turku,2-1,?,KTP
Wed Jun 7 2023,KuPS,1-0,?,AC Oulu
Wed Jun 7 2023,Lahti,1-2,?,HJK
Thu Jun 8 2023,SJK,2-1,?,VPS
Sun Jun 11 2023,AC Oulu,1-1,?,Inter Turku
Sun Jun 11 2023,Ilves,1-1,?,Honka
Sun Jun 11 2023,HJK,1-0,?,KTP
Sun Jun 11 2023,Lahti,1-0,?,Haka
Sun Jun 11 2023,Mariehamn,0-2,?,SJK
Sun Jun 11 2023,VPS,0-2,?,KuPS
Tue Jun 27 2023,Haka,1-1,?,HJK
Tue Jun 27 2023,Honka,1-0,?,VPS
Tue Jun 27 2023,Inter Turku,2-1,?,Ilves
Tue Jun 27 2023,KTP,2-0,?,Lahti
Tue Jun 27 2023,KuPS,0-1,?,Mariehamn
Tue Jun 27 2023,SJK,1-4,?,AC Oulu
Sat Jul 1 2023,Honka,1-1,?,HJK
Sat Jul 1 2023,AC Oulu,3-0,?,Haka
Sat Jul 1 2023,Ilves,1-1,?,SJK
Sat Jul 1 2023,VPS,3-0,?,Inter Turku
Sat Jul 1 2023,Mariehamn,0-0,?,KTP
Sat Jul 1 2023,Lahti,3-4,?,KuPS
Sat Jul 8 2023,HJK,0-1,?,Lahti
Sat Jul 8 2023,Haka,2-2,?,Inter Turku
Sat Jul 8 2023,KTP,0-0,?,Ilves
Sat Jul 8 2023,KuPS,0-1,?,VPS
Sat Jul 8 2023,SJK,1-0,?,Honka
Sun Jul 9 2023,Mariehamn,1-2,?,AC Oulu
Wed Jul 12 2023,Inter Turku,0-2,?,VPS
Sat Jul 15 2023,Ilves,0-0,?,Mariehamn
Sat Jul 15 2023,VPS,3-0,?,AC Oulu
Sun Jul 16 2023,Lahti,1-1,?,SJK
Mon Jul 17 2023,Inter Turku,1-1,?,KuPS
Sat Jul 22 2023,AC Oulu,3-1,?,KTP
Sat Jul 22 2023,HJK,1-0,?,Ilves
Sat Jul 22 2023,Inter Turku,1-2,?,SJK
Sun Jul 23 2023,Lahti,0-2,?,Mariehamn
Sun Jul 23 2023,VPS,4-1,?,Haka
Fri Jul 28 2023,Ilves,0-2,?,VPS
Sat Jul 29 2023,SJK,1-2,?,HJK
Sun Jul 30 2023,Haka,1-1,?,Lahti
Sun Jul 30 2023,Honka,4-1,?,AC Oulu
Sun Jul 30 2023,KuPS,2-0,?,KTP
Sun Jul 30 2023,Mariehamn,0-2,?,Inter Turku
Fri Aug 4 2023,Ilves,1-2,?,Haka
Sat Aug 5 2023,HJK,4-2,?,Mariehamn
Mon Aug 7 2023,KTP,1-4,?,Inter Turku
Mon Aug 7 2023,Lahti,1-0,?,Honka
Wed Aug 9 2023,VPS,3-2,?,SJK
Fri Aug 11 2023,Haka,1-1,?,Mariehamn
Sat Aug 12 2023,AC Oulu,1-1,?,Lahti
Sun Aug 13 2023,Honka,1-0,?,Inter Turku
Sun Aug 13 2023,Ilves,0-3,?,KuPS
Tue Aug 15 2023,SJK,2-3,?,KTP
Fri Aug 18 2023,Lahti,0-2,?,VPS
Fri Aug 18 2023,Mariehamn,0-1,?,Honka
Sat Aug 19 2023,AC Oulu,0-3,?,Ilves
Sun Aug 20 2023,Inter Turku,1-3,?,HJK
Sun Aug 20 2023,KuPS,3-0,?,SJK
Mon Aug 21 2023,KTP,1-2,?,Haka
