Date,Team 1,FT,HT,Team 2
Sat Apr 15 2023,America MG,0-3,?,Fluminense
Sat Apr 15 2023,Palmeiras,2-1,?,Cuiaba
Sat Apr 15 2023,Athletico-PR,2-0,?,Goias
Sat Apr 15 2023,Botafogo RJ,2-1,?,Sao Paulo
Sat Apr 15 2023,Bragantino,2-1,?,Bahia
Sat Apr 15 2023,Fortaleza,1-1,?,Internacional
Sat Apr 15 2023,Atletico-MG,1-2,?,Vasco
Sun Apr 16 2023,Corinthians,2-1,?,Cruzeiro
Sun Apr 16 2023,Flamengo RJ,3-0,?,Coritiba
Sun Apr 16 2023,Gremio,1-0,?,Santos
Sat Apr 22 2023,Fluminense,2-0,?,Athletico-PR
Sat Apr 22 2023,Cuiaba,1-1,?,Bragantino
Sat Apr 22 2023,Sao Paulo,3-0,?,America MG
Sat Apr 22 2023,Cruzeiro,1-0,?,Gremio
Sun Apr 23 2023,Internacional,2-1,?,Flamengo RJ
Sun Apr 23 2023,Santos,0-0,?,Atletico-MG
Sun Apr 23 2023,Vasco,2-2,?,Palmeiras
Sun Apr 23 2023,Coritiba,0-3,?,Fortaleza
Sun Apr 23 2023,Goias,3-1,?,Corinthians
Mon Apr 24 2023,Bahia,1-2,?,Botafogo RJ
Sat Apr 29 2023,Coritiba,1-1,?,Sao Paulo
Sat Apr 29 2023,Fortaleza,4-2,?,Fluminense
Sat Apr 29 2023,Bragantino,0-3,?,Cruzeiro
Sat Apr 29 2023,Palmeiras,2-1,?,Corinthians
Sat Apr 29 2023,Santos,3-2,?,America MG
Sat Apr 29 2023,Atletico-MG,2-1,?,Athletico-PR
Sun Apr 30 2023,Flamengo RJ,2-3,?,Botafogo RJ
Sun Apr 30 2023,Cuiaba,1-2,?,Gremio
Sun Apr 30 2023,Internacional,1-0,?,Goias
Mon May 1 2023,Vasco,0-1,?,Bahia
Sat May 6 2023,Cruzeiro,2-1,?,Santos
Sat May 6 2023,Fluminense,1-1,?,Vasco
Sun May 7 2023,America MG,1-2,?,Cuiaba
Sun May 7 2023,Athletico-PR,2-1,?,Flamengo RJ
Sun May 7 2023,Bahia,3-1,?,Coritiba
Sun May 7 2023,Sao Paulo,2-0,?,Internacional
Sun May 7 2023,Botafogo RJ,2-0,?,Atletico-MG
Sun May 7 2023,Goias,0-5,?,Palmeiras
Sun May 7 2023,Gremio,3-3,?,Bragantino
Mon May 8 2023,Corinthians,1-1,?,Fortaleza
Wed May 10 2023,Bragantino,2-2,?,America MG
Wed May 10 2023,Internacional,0-2,?,Athletico-PR
Wed May 10 2023,Santos,3-0,?,Bahia
Wed May 10 2023,Cuiaba,0-4,?,Atletico-MG
Wed May 10 2023,Flamengo RJ,2-0,?,Goias
Wed May 10 2023,Cruzeiro,0-2,?,Fluminense
Wed May 10 2023,Palmeiras,4-1,?,Gremio
Thu May 11 2023,Coritiba,1-1,?,Vasco
Thu May 11 2023,Botafogo RJ,3-0,?,Corinthians
Thu May 11 2023,Fortaleza,0-0,?,Sao Paulo
Sat May 13 2023,Bahia,2-3,?,Flamengo RJ
Sat May 13 2023,Fluminense,2-0,?,Cuiaba
Sat May 13 2023,Palmeiras,1-1,?,Bragantino
Sat May 13 2023,Atletico-MG,2-0,?,Internacional
Sun May 14 2023,Corinthians,1-1,?,Sao Paulo
Sun May 14 2023,Gremio,0-0,?,Fortaleza
