Date,Team 1,FT,HT,Team 2
Fri Aug 13 2021,Valencia,1-0,1-0,Getafe
Sat Aug 14 2021,Cadiz,1-1,0-1,Levante
Sat Aug 14 2021,Mallorca,1-1,1-0,Betis
Sat Aug 14 2021,Alaves,1-4,0-0,Real Madrid
Sat Aug 14 2021,Osasuna,0-0,0-0,Espanol
Sun Aug 15 2021,Celta,1-2,0-1,Ath Madrid
Sun Aug 15 2021,Barcelona,4-2,2-0,Sociedad
Sun Aug 15 2021,Sevilla,3-0,1-0,Vallecano
Mon Aug 16 2021,Villarreal,0-0,0-0,Granada
Mon Aug 16 2021,Elche,0-0,0-0,Ath Bilbao
Fri Aug 20 2021,Betis,1-1,1-1,Cadiz
Sat Aug 21 2021,Alaves,0-1,0-0,Mallorca
Sat Aug 21 2021,Espanol,0-0,0-0,Villarreal
Sat Aug 21 2021,Granada,1-1,1-0,Valencia
Sat Aug 21 2021,Ath Bilbao,1-1,0-0,Barcelona
Sun Aug 22 2021,Sociedad,1-0,0-0,Vallecano
Sun Aug 22 2021,Ath Madrid,1-0,1-0,Elche
Sun Aug 22 2021,Levante,3-3,0-1,Real Madrid
Mon Aug 23 2021,Getafe,0-1,0-0,Sevilla
Mon Aug 23 2021,Osasuna,0-0,0-0,Celta
Fri Aug 27 2021,Mallorca,1-0,1-0,Espanol
Fri Aug 27 2021,Valencia,3-0,2-0,Alaves
Sat Aug 28 2021,Celta,0-1,0-1,Ath Bilbao
Sat Aug 28 2021,Elche,1-1,1-1,Sevilla
Sat Aug 28 2021,Sociedad,1-0,1-0,Levante
Sat Aug 28 2021,Betis,0-1,0-0,Real Madrid
Sun Aug 29 2021,Barcelona,2-1,2-1,Getafe
Sun Aug 29 2021,Cadiz,2-3,1-0,Osasuna
Sun Aug 29 2021,Vallecano,4-0,3-0,Granada
Sun Aug 29 2021,Ath Madrid,2-2,0-0,Villarreal
Sat Sep 11 2021,Levante,1-1,1-0,Vallecano
Sat Sep 11 2021,Ath Bilbao,2-0,0-0,Mallorca
Sun Sep 12 2021,Espanol,1-2,1-0,Ath Madrid
Sun Sep 12 2021,Osasuna,1-4,1-1,Valencia
Sun Sep 12 2021,Cadiz,0-2,0-0,Sociedad
Sun Sep 12 2021,Real Madrid,5-2,1-2,Celta
Mon Sep 13 2021,Getafe,0-1,0-0,Elche
Mon Sep 13 2021,Granada,1-2,0-1,Betis
Fri Sep 17 2021,Celta,1-2,0-2,Cadiz
Sat Sep 18 2021,Vallecano,3-0,1-0,Getafe
Sat Sep 18 2021,Ath Madrid,0-0,0-0,Ath Bilbao
Sat Sep 18 2021,Elche,1-1,1-0,Levante
