Date,Team 1,FT,HT,Team 2
Fri Jul 23 2021,Termalica B-B.,1-1,?,Stal Mielec
Fri Jul 23 2021,Lech Poznan,0-0,?,Radomiak Radom
Sat Jul 24 2021,Leczna,1-1,?,Cracovia
Sat Jul 24 2021,Jagiellonia,1-1,?,Lechia Gdansk
Sat Jul 24 2021,Legia,1-0,?,Wisla Plock
Sun Jul 25 2021,Piast Gliwice,2-3,?,Rakow
Sun Jul 25 2021,Slask Wroclaw,2-2,?,Warta Poznan
Sun Jul 25 2021,Pogon Szczecin,2-0,?,Gornik Z.
Mon Jul 26 2021,Wisla,3-0,?,Zaglebie
Fri Jul 30 2021,Zaglebie,3-1,?,Leczna
Fri Jul 30 2021,Gornik Z.,1-3,?,Lech Poznan
Sat Jul 31 2021,Stal Mielec,0-2,?,Piast Gliwice
Sat Jul 31 2021,Termalica B-B.,2-2,?,Wisla
Sat Jul 31 2021,Radomiak Radom,3-1,?,Legia
Sun Aug 1 2021,Warta Poznan,1-1,?,Pogon Szczecin
Sun Aug 1 2021,Cracovia,1-2,?,Slask Wroclaw
Sun Aug 1 2021,Jagiellonia,3-0,?,Rakow
Mon Aug 2 2021,Lechia Gdansk,1-0,?,Wisla Plock
Fri Aug 6 2021,Leczna,0-4,?,Warta Poznan
Fri Aug 6 2021,Lech Poznan,2-0,?,Cracovia
Sat Aug 7 2021,Jagiellonia,1-0,?,Termalica B-B.
Sat Aug 7 2021,Gornik Z.,1-0,?,Stal Mielec
Sun Aug 8 2021,Pogon Szczecin,1-0,?,Piast Gliwice
Sun Aug 8 2021,Wisla,1-2,?,Rakow
Sun Aug 8 2021,Slask Wroclaw,1-1,?,Lechia Gdansk
Mon Aug 9 2021,Wisla Plock,1-0,?,Radomiak Radom
Fri Aug 13 2021,Termalica B-B.,1-3,?,Lech Poznan
Fri Aug 13 2021,Stal Mielec,2-1,?,Wisla
Sat Aug 14 2021,Piast Gliwice,4-3,?,Wisla Plock
Sat Aug 14 2021,Lechia Gdansk,3-0,?,Cracovia
Sat Aug 14 2021,Warta Poznan,0-2,?,Legia
Sun Aug 15 2021,Slask Wroclaw,0-0,?,Leczna
Sun Aug 15 2021,Zaglebie,2-0,?,Pogon Szczecin
Mon Aug 16 2021,Jagiellonia,1-3,?,Gornik Z.
Fri Aug 20 2021,Wisla Plock,4-0,?,Zaglebie
Fri Aug 20 2021,Radomiak Radom,1-0,?,Warta Poznan
Sat Aug 21 2021,Pogon Szczecin,4-1,?,Stal Mielec
Sat Aug 21 2021,Cracovia,2-1,?,Jagiellonia
Sat Aug 21 2021,Leczna,1-3,?,Wisla
Sun Aug 22 2021,Piast Gliwice,1-1,?,Slask Wroclaw
Sun Aug 22 2021,Lech Poznan,2-0,?,Lechia Gdansk
Fri Aug 27 2021,Stal Mielec,2-0,?,Leczna
Fri Aug 27 2021,Warta Poznan,1-1,?,Jagiellonia
Sat Aug 28 2021,Termalica B-B.,1-2,?,Cracovia
Sat Aug 28 2021,Lechia Gdansk,2-2,?,Radomiak Radom
Sat Aug 28 2021,Lech Poznan,1-1,?,Pogon Szczecin
Sat Aug 28 2021,Gornik Z.,0-1,?,Piast Gliwice
Sun Aug 29 2021,Wisla Plock,1-1,?,Rakow
Sun Aug 29 2021,Zaglebie,1-3,?,Slask Wroclaw
Sun Aug 29 2021,Wisla,1-0,?,Legia
Sat Sep 11 2021,Warta Poznan,0-0,?,Termalica B-B.
Sat Sep 11 2021,Cracovia,2-2,?,Gornik Z.
Sat Sep 11 2021,Jagiellonia,1-1,?,Stal Mielec
Sat Sep 11 2021,Slask Wroclaw,1-0,?,Legia
Sun Sep 12 2021,Piast Gliwice,0-1,?,Zaglebie
Sun Sep 12 2021,Wisla,2-2,?,Lechia Gdansk
Sun Sep 12 2021,Rakow,2-2,?,Lech Poznan
Mon Sep 13 2021,Leczna,3-2,?,Wisla Plock
Mon Sep 13 2021,Radomiak Radom,1-1,?,Pogon Szczecin
Fri Sep 17 2021,Zaglebie,2-1,?,Termalica B-B.
Fri Sep 17 2021,Lech Poznan,5-0,?,Wisla
Sat Sep 18 2021,Wisla Plock,3-0,?,Jagiellonia
Sat Sep 18 2021,Pogon Szczecin,1-1,?,Cracovia
Sat Sep 18 2021,Radomiak Radom,1-1,?,Slask Wroclaw
Sat Sep 18 2021,Lechia Gdansk,1-0,?,Piast Gliwice
Sun Sep 19 2021,Stal Mielec,0-3,?,Rakow
Sun Sep 19 2021,Gornik Z.,1-0,?,Warta Poznan
Sun Sep 19 2021,Legia,3-1,?,Leczna
Fri Sep 24 2021,Leczna,0-4,?,Lechia Gdansk
Fri Sep 24 2021,Jagiellonia,1-0,?,Lech Poznan
Sat Sep 25 2021,Stal Mielec,1-0,?,Radomiak Radom
Sat Sep 25 2021,Warta Poznan,0-2,?,Zaglebie
Sat Sep 25 2021,Legia,2-3,?,Rakow
Sun Sep 26 2021,Termalica B-B.,3-1,?,Gornik Z.
Sun Sep 26 2021,Slask Wroclaw,3-1,?,Wisla Plock
Sun Sep 26 2021,Wisla,0-1,?,Pogon Szczecin
Mon Sep 27 2021,Piast Gliwice,2-4,?,Cracovia
Wed Sep 29 2021,Rakow,2-2,?,Radomiak Radom
Fri Oct 1 2021,Zaglebie,0-1,?,Jagiellonia
Fri Oct 1 2021,Piast Gliwice,1-0,?,Wisla
