Date,Team 1,FT,HT,Team 2
Sat Jul 24 2021,Luzern,3-4,?,Young Boys
Sat Jul 24 2021,Lausanne,1-2,?,St. Gallen
Sun Jul 25 2021,Lugano,0-2,?,Zurich
Sun Jul 25 2021,Grasshoppers,0-2,?,Basel
Sun Jul 25 2021,Sion,1-2,?,Servette
Sat Jul 31 2021,Zurich,3-1,?,Lausanne
Sat Jul 31 2021,Young Boys,0-0,?,Grasshoppers
Sun Aug 1 2021,St. Gallen,2-2,?,Luzern
Sun Aug 1 2021,Basel,6-1,?,Sion
Sun Aug 1 2021,Servette,0-2,?,Lugano
Sat Aug 7 2021,Sion,1-0,?,Young Boys
Sat Aug 7 2021,Grasshoppers,3-1,?,Lausanne
Sun Aug 8 2021,Lugano,2-1,?,St. Gallen
Sun Aug 8 2021,Basel,5-1,?,Servette
Sun Aug 8 2021,Luzern,1-3,?,Zurich
Sat Aug 21 2021,Zurich,2-1,?,Grasshoppers
Sat Aug 21 2021,St. Gallen,1-1,?,Sion
Sun Aug 22 2021,Lausanne,2-2,?,Basel
Sun Aug 22 2021,Servette,4-1,?,Luzern
Sat Aug 28 2021,St. Gallen,3-3,?,Zurich
Sat Aug 28 2021,Sion,3-2,?,Lugano
Sun Aug 29 2021,Luzern,1-1,?,Lausanne
Sun Aug 29 2021,Basel,1-1,?,Young Boys
Sun Aug 29 2021,Grasshoppers,1-1,?,Servette
Sat Sep 11 2021,Luzern,1-1,?,Grasshoppers
Sat Sep 11 2021,Young Boys,4-0,?,Zurich
Sun Sep 12 2021,Servette,5-1,?,St. Gallen
Sun Sep 12 2021,Lausanne,1-1,?,Sion
Sun Sep 12 2021,Lugano,1-1,?,Basel
Tue Sep 21 2021,Zurich,2-2,?,Servette
Wed Sep 22 2021,Lausanne,1-6,?,Young Boys
Wed Sep 22 2021,St. Gallen,0-2,?,Basel
Thu Sep 23 2021,Lugano,1-1,?,Grasshoppers
Thu Sep 23 2021,Sion,1-1,?,Luzern
Sat Sep 25 2021,Young Boys,2-1,?,St. Gallen
Sat Sep 25 2021,Servette,1-1,?,Lausanne
Sun Sep 26 2021,Luzern,2-3,?,Lugano
Sun Sep 26 2021,Basel,3-1,?,Zurich
Sun Sep 26 2021,Grasshoppers,3-1,?,Sion
Sat Oct 2 2021,Grasshoppers,5-2,?,St. Gallen
Sat Oct 2 2021,Lugano,2-0,?,Lausanne
Sun Oct 3 2021,Zurich,6-2,?,Sion
Sun Oct 3 2021,Basel,1-1,?,Luzern
Sun Oct 3 2021,Servette,0-6,?,Young Boys
Sat Oct 16 2021,Young Boys,1-1,?,Luzern
Sat Oct 16 2021,Zurich,1-0,?,Lugano
