Date,Team 1,FT,HT,Team 2
Thu Jul 15 2021,FC Botosani,0-0,?,FCSB
Fri Jul 16 2021,Sepsi Sf. Gheorghe,2-0,?,Academica Clinceni
Fri Jul 16 2021,CFR Cluj,3-2,?,U Craiova 1948
Sat Jul 17 2021,Gaz Metan Medias,1-0,?,Mioveni
Sat Jul 17 2021,Univ. Craiova,1-0,?,FC Arges
Sun Jul 18 2021,UTA Arad,0-0,?,Farul Constanta
Sun Jul 18 2021,FC Rapid Bucuresti,1-0,?,Chindia Targoviste
Mon Jul 19 2021,Din. Bucuresti,3-2,?,FC Voluntari
Fri Jul 23 2021,FC Arges,0-1,?,UTA Arad
Fri Jul 23 2021,Mioveni,0-2,?,FC Rapid Bucuresti
Sat Jul 24 2021,FC Voluntari,0-1,?,FC Botosani
Sat Jul 24 2021,Academica Clinceni,1-2,?,CFR Cluj
Sun Jul 25 2021,Farul Constanta,2-0,?,Gaz Metan Medias
Sun Jul 25 2021,FCSB,4-1,?,Univ. Craiova
Mon Jul 26 2021,Chindia Targoviste,1-1,?,Sepsi Sf. Gheorghe
Mon Jul 26 2021,U Craiova 1948,1-0,?,Din. Bucuresti
Fri Jul 30 2021,Gaz Metan Medias,2-2,?,FC Arges
Fri Jul 30 2021,FC Rapid Bucuresti,0-0,?,Farul Constanta
Sat Jul 31 2021,FC Voluntari,2-1,?,U Craiova 1948
Sat Jul 31 2021,CFR Cluj,1-0,?,Chindia Targoviste
Sun Aug 1 2021,Univ. Craiova,1-2,?,FC Botosani
Sun Aug 1 2021,UTA Arad,1-1,?,FCSB
Mon Aug 2 2021,Sepsi Sf. Gheorghe,1-2,?,Mioveni
Mon Aug 2 2021,Din. Bucuresti,3-1,?,Academica Clinceni
Fri Aug 6 2021,FC Botosani,2-1,?,UTA Arad
Fri Aug 6 2021,Mioveni,0-1,?,CFR Cluj
Sat Aug 7 2021,Academica Clinceni,1-2,?,U Craiova 1948
Sat Aug 7 2021,FC Arges,0-1,?,FC Rapid Bucuresti
Sun Aug 8 2021,Chindia Targoviste,1-0,?,Din. Bucuresti
Sun Aug 8 2021,FCSB,2-1,?,Gaz Metan Medias
Mon Aug 9 2021,Farul Constanta,1-0,?,Sepsi Sf. Gheorghe
Mon Aug 9 2021,Univ. Craiova,3-0,?,FC Voluntari
Fri Aug 13 2021,FC Voluntari,1-0,?,Academica Clinceni
Fri Aug 13 2021,CFR Cluj,1-0,?,Farul Constanta
Sat Aug 14 2021,U Craiova 1948,0-0,?,Chindia Targoviste
Sat Aug 14 2021,UTA Arad,1-0,?,Univ. Craiova
Sun Aug 15 2021,Sepsi Sf. Gheorghe,0-2,?,FC Arges
Sun Aug 15 2021,FC Rapid Bucuresti,1-0,?,FCSB
Mon Aug 16 2021,Gaz Metan Medias,0-1,?,FC Botosani
Mon Aug 16 2021,Din. Bucuresti,0-1,?,Mioveni
Fri Aug 20 2021,Chindia Targoviste,2-2,?,Academica Clinceni
Fri Aug 20 2021,Farul Constanta,3-0,?,Din. Bucuresti
Sat Aug 21 2021,Univ. Craiova,1-0,?,Gaz Metan Medias
Sat Aug 21 2021,FC Arges,0-1,?,CFR Cluj
Sun Aug 22 2021,UTA Arad,2-0,?,FC Voluntari
Sun Aug 22 2021,FC Botosani,0-2,?,FC Rapid Bucuresti
Mon Aug 23 2021,Mioveni,1-0,?,U Craiova 1948
Mon Aug 23 2021,FCSB,1-1,?,Sepsi Sf. Gheorghe
Fri Aug 27 2021,FC Voluntari,2-1,?,Chindia Targoviste
Fri Aug 27 2021,U Craiova 1948,1-1,?,Farul Constanta
Sat Aug 28 2021,Din. Bucuresti,0-2,?,FC Arges
Sat Aug 28 2021,FC Rapid Bucuresti,1-2,?,Univ. Craiova
Sun Aug 29 2021,Sepsi Sf. Gheorghe,1-1,?,FC Botosani
Sun Aug 29 2021,CFR Cluj,4-1,?,FCSB
Mon Aug 30 2021,Academica Clinceni,1-1,?,Mioveni
Mon Aug 30 2021,Gaz Metan Medias,0-1,?,UTA Arad
Fri Sep 10 2021,Mioveni,0-1,?,Chindia Targoviste
Fri Sep 10 2021,UTA Arad,2-2,?,FC Rapid Bucuresti
Sat Sep 11 2021,FC Arges,1-0,?,U Craiova 1948
Sat Sep 11 2021,FC Botosani,1-0,?,CFR Cluj
Sun Sep 12 2021,Gaz Metan Medias,1-2,?,FC Voluntari
Sun Sep 12 2021,FCSB,6-0,?,Din. Bucuresti
Mon Sep 13 2021,Farul Constanta,5-0,?,Academica Clinceni
Mon Sep 13 2021,Univ. Craiova,1-1,?,Sepsi Sf. Gheorghe
Fri Sep 17 2021,FC Voluntari,4-0,?,Mioveni
Fri Sep 17 2021,FC Rapid Bucuresti,1-2,?,Gaz Metan Medias
Sat Sep 18 2021,Chindia Targoviste,2-0,?,Farul Constanta
Sat Sep 18 2021,U Craiova 1948,0-1,?,FCSB
Sun Sep 19 2021,Academica Clinceni,0-1,?,FC Arges
Sun Sep 19 2021,Sepsi Sf. Gheorghe,0-0,?,UTA Arad
Sun Sep 19 2021,Din. Bucuresti,1-2,?,FC Botosani
Mon Sep 20 2021,CFR Cluj,1-0,?,Univ. Craiova
Fri Sep 24 2021,FC Rapid Bucuresti,0-1,?,FC Voluntari
Sat Sep 25 2021,FC Arges,0-0,?,Chindia Targoviste
Sat Sep 25 2021,FCSB,3-2,?,Academica Clinceni
Sun Sep 26 2021,Farul Constanta,2-1,?,Mioveni
Sun Sep 26 2021,FC Botosani,1-1,?,U Craiova 1948
Sun Sep 26 2021,UTA Arad,0-1,?,CFR Cluj
