Date,Team 1,FT,HT,Team 2
Fri Jul 23 2021,Sturm Graz,1-3,?,Salzburg
Sat Jul 24 2021,Altach,0-1,?,LASK
Sat Jul 24 2021,SK Rapid,0-2,?,Hartberg
Sat Jul 24 2021,Tirol,1-1,?,Admira
Sun Jul 25 2021,A. Klagenfurt,1-1,?,Wolfsberger AC
Sun Jul 25 2021,Ried,2-1,?,Austria Vienna
Sat Jul 31 2021,Admira,4-0,?,A. Klagenfurt
Sat Jul 31 2021,Hartberg,1-2,?,Altach
Sat Jul 31 2021,LASK,1-1,?,SK Rapid
Sun Aug 1 2021,Austria Vienna,1-1,?,Tirol
Sun Aug 1 2021,Salzburg,7-1,?,Ried
Sun Aug 1 2021,Wolfsberger AC,1-4,?,Sturm Graz
Sat Aug 7 2021,A. Klagenfurt,4-3,?,Hartberg
Sat Aug 7 2021,Ried,2-1,?,Admira
Sat Aug 7 2021,Sturm Graz,3-1,?,Altach
Sun Aug 8 2021,SK Rapid,3-0,?,Wolfsberger AC
Sun Aug 8 2021,Salzburg,1-0,?,Austria Vienna
Sun Aug 8 2021,Tirol,1-1,?,LASK
Sat Aug 14 2021,Admira,0-1,?,Salzburg
Sat Aug 14 2021,Hartberg,1-1,?,Ried
Sat Aug 14 2021,Wolfsberger AC,2-2,?,Tirol
Sun Aug 15 2021,Altach,2-1,?,SK Rapid
Sun Aug 15 2021,Austria Vienna,1-1,?,A. Klagenfurt
Sun Aug 15 2021,LASK,1-3,?,Sturm Graz
Sat Aug 21 2021,Salzburg,3-1,?,A. Klagenfurt
Sat Aug 21 2021,Tirol,0-0,?,Altach
Sat Aug 21 2021,Wolfsberger AC,3-0,?,Admira
Sun Aug 22 2021,LASK,1-1,?,Hartberg
Sun Aug 22 2021,SK Rapid,3-0,?,Ried
Sun Aug 22 2021,Sturm Graz,2-2,?,Austria Vienna
Sat Aug 28 2021,A. Klagenfurt,2-1,?,Tirol
Sat Aug 28 2021,Altach,1-2,?,Wolfsberger AC
Sat Aug 28 2021,Hartberg,0-1,?,Salzburg
Sun Aug 29 2021,Admira,1-1,?,Sturm Graz
Sun Aug 29 2021,Austria Vienna,1-1,?,SK Rapid
Sun Aug 29 2021,Ried,1-0,?,LASK
Sat Sep 11 2021,SK Rapid,1-2,?,Admira
Sat Sep 11 2021,Tirol,1-3,?,Salzburg
Sat Sep 11 2021,Wolfsberger AC,1-3,?,Hartberg
Sun Sep 12 2021,Altach,1-1,?,Ried
Sun Sep 12 2021,LASK,0-2,?,Austria Vienna
Sun Sep 12 2021,Sturm Graz,2-1,?,A. Klagenfurt
Sat Sep 18 2021,Admira,1-1,?,Hartberg
Sat Sep 18 2021,Austria Vienna,0-0,?,Altach
Sat Sep 18 2021,Ried,3-3,?,Wolfsberger AC
Sun Sep 19 2021,A. Klagenfurt,1-1,?,LASK
Sun Sep 19 2021,Sturm Graz,5-0,?,Tirol
Sun Sep 19 2021,Salzburg,2-0,?,SK Rapid
Sat Sep 25 2021,Altach,0-4,?,A. Klagenfurt
Sat Sep 25 2021,Tirol,4-2,?,Ried
Sat Sep 25 2021,Wolfsberger AC,0-2,?,Salzburg
Sun Sep 26 2021,Hartberg,3-4,?,Austria Vienna
Sun Sep 26 2021,LASK,3-1,?,Admira
Sun Sep 26 2021,SK Rapid,0-3,?,Sturm Graz
Sat Oct 2 2021,Admira,2-0,?,Altach
Sat Oct 2 2021,Ried,1-1,?,A. Klagenfurt
Sat Oct 2 2021,Wolfsberger AC,1-0,?,Austria Vienna
Sun Oct 3 2021,Hartberg,3-2,?,Sturm Graz
Sun Oct 3 2021,SK Rapid,5-2,?,Tirol
Sun Oct 3 2021,Salzburg,3-1,?,LASK
Sat Oct 16 2021,A. Klagenfurt,1-1,?,SK Rapid
Sat Oct 16 2021,Altach,1-1,?,Salzburg
Sat Oct 16 2021,Austria Vienna,2-2,?,Admira
Sun Oct 17 2021,LASK,0-1,?,Wolfsberger AC
Sun Oct 17 2021,Tirol,2-2,?,Hartberg
Sun Oct 17 2021,Sturm Graz,1-0,?,Ried
Sat Oct 23 2021,Admira,0-1,?,Tirol
Sat Oct 23 2021,Austria Vienna,4-1,?,Ried
Sat Oct 23 2021,Wolfsberger AC,2-1,?,A. Klagenfurt
Sun Oct 24 2021,Hartberg,1-1,?,SK Rapid
Sun Oct 24 2021,LASK,0-1,?,Altach
Sun Oct 24 2021,Salzburg,4-1,?,Sturm Graz
Sat Oct 30 2021,A. Klagenfurt,3-3,?,Admira
Sat Oct 30 2021,Altach,0-2,?,Hartberg
Sat Oct 30 2021,Ried,2-2,?,Salzburg
Sun Oct 31 2021,Sturm Graz,0-3,?,Wolfsberger AC
Sun Oct 31 2021,Tirol,1-1,?,Austria Vienna
Sun Oct 31 2021,SK Rapid,3-2,?,LASK
Sat Nov 6 2021,Admira,1-2,?,Ried
Sat Nov 6 2021,Austria Vienna,0-1,?,Salzburg
Sat Nov 6 2021,Hartberg,0-2,?,A. Klagenfurt
Sun Nov 7 2021,LASK,3-0,?,Tirol
Sun Nov 7 2021,Wolfsberger AC,4-1,?,SK Rapid
Sat Nov 20 2021,SK Rapid,1-0,?,Altach
Sat Nov 20 2021,Ried,1-0,?,Hartberg
Sat Nov 20 2021,Salzburg,0-0,?,Admira
Sun Nov 21 2021,A. Klagenfurt,0-0,?,Austria Vienna
Sun Nov 21 2021,Tirol,5-1,?,Wolfsberger AC
Sun Nov 21 2021,Sturm Graz,3-3,?,LASK
Sat Nov 27 2021,A. Klagenfurt,2-1,?,Salzburg
Sat Nov 27 2021,Admira,0-1,?,Wolfsberger AC
Sat Nov 27 2021,Altach,0-3,?,Tirol
Sun Nov 28 2021,Austria Vienna,2-1,?,Sturm Graz
Sun Nov 28 2021,Hartberg,2-1,?,LASK
Sun Nov 28 2021,Ried,2-2,?,SK Rapid
Wed Dec 1 2021,Altach,0-1,?,Sturm Graz
Sat Dec 4 2021,Salzburg,2-1,?,Hartberg
Sat Dec 4 2021,Sturm Graz,1-1,?,Admira
Sat Dec 4 2021,Tirol,0-1,?,A. Klagenfurt
Sun Dec 5 2021,LASK,1-0,?,Ried
Sun Dec 5 2021,SK Rapid,1-1,?,Austria Vienna
Sun Dec 5 2021,Wolfsberger AC,3-0,?,Altach
Sat Dec 11 2021,Hartberg,2-2,?,Wolfsberger AC
Sat Dec 11 2021,Ried,2-1,?,Altach
Sat Dec 11 2021,Salzburg,5-0,?,Tirol
Sun Dec 12 2021,A. Klagenfurt,0-3,?,Sturm Graz
Sun Dec 12 2021,Admira,1-2,?,SK Rapid
Sun Dec 12 2021,Austria Vienna,2-3,?,LASK
Fri Feb 11 2022,SK Rapid,1-2,?,Salzburg
Sat Feb 12 2022,Altach,0-2,?,Austria Vienna
Sat Feb 12 2022,Tirol,2-2,?,Sturm Graz
Sat Feb 12 2022,Wolfsberger AC,2-1,?,Ried
Sun Feb 13 2022,Hartberg,1-1,?,Admira
Sun Feb 13 2022,LASK,2-2,?,A. Klagenfurt
Sat Feb 19 2022,Admira,0-3,?,LASK
Sat Feb 19 2022,Austria Vienna,2-0,?,Hartberg
