Date,Team 1,FT,HT,Team 2
Thu Jul 22 2021,Queretaro,0-0,?,Club America
Fri Jul 23 2021,Necaxa,0-3,?,Santos Laguna
Fri Jul 23 2021,Juarez,1-3,?,Toluca
Sat Jul 24 2021,Pachuca,4-0,?,Club Leon
Sat Jul 24 2021,Guadalajara Chivas,1-2,?,Atl. San Luis
Sun Jul 25 2021,U.N.A.M.- Pumas,0-0,?,Atlas
Sun Jul 25 2021,Monterrey,1-1,?,Puebla
Sun Jul 25 2021,Club Tijuana,1-2,?,U.A.N.L.- Tigres
Mon Jul 26 2021,Cruz Azul,0-2,?,Mazatlan FC
Fri Jul 30 2021,Mazatlan FC,2-1,?,Pachuca
Fri Jul 30 2021,Puebla,0-2,?,Guadalajara Chivas
Sat Jul 31 2021,Club Leon,2-1,?,Club Tijuana
Sat Jul 31 2021,Club America,2-1,?,Necaxa
Sat Jul 31 2021,Monterrey,2-0,?,U.N.A.M.- Pumas
Sat Jul 31 2021,Atlas,2-0,?,Juarez
Sun Aug 1 2021,Toluca,3-1,?,U.A.N.L.- Tigres
Sun Aug 1 2021,Santos Laguna,1-1,?,Cruz Azul
Mon Aug 2 2021,Atl. San Luis,1-1,?,Queretaro
Thu Aug 5 2021,Queretaro,0-1,?,Club Leon
Fri Aug 6 2021,Mazatlan FC,1-1,?,Monterrey
Fri Aug 6 2021,Necaxa,1-2,?,Cruz Azul
Fri Aug 6 2021,Club Tijuana,0-2,?,Toluca
Sat Aug 7 2021,Guadalajara Chivas,2-2,?,Juarez
Sat Aug 7 2021,Club America,2-0,?,Puebla
Sat Aug 7 2021,U.A.N.L.- Tigres,1-1,?,Santos Laguna
Sun Aug 8 2021,U.N.A.M.- Pumas,1-3,?,Atl. San Luis
Mon Aug 9 2021,Pachuca,0-1,?,Atlas
Thu Aug 12 2021,Atl. San Luis,0-2,?,Necaxa
Fri Aug 13 2021,Puebla,1-1,?,U.A.N.L.- Tigres
Fri Aug 13 2021,Juarez,1-1,?,Club Tijuana
Sat Aug 14 2021,U.N.A.M.- Pumas,0-0,?,Queretaro
Sat Aug 14 2021,Club Leon,3-0,?,Mazatlan FC
Sat Aug 14 2021,Cruz Azul,4-0,?,Toluca
Sat Aug 14 2021,Monterrey,3-1,?,Pachuca
Sun Aug 15 2021,Atlas,0-1,?,Club America
Sun Aug 15 2021,Santos Laguna,0-0,?,Guadalajara Chivas
Tue Aug 17 2021,Toluca,2-2,?,Mazatlan FC
Tue Aug 17 2021,U.A.N.L.- Tigres,3-0,?,Queretaro
Tue Aug 17 2021,Necaxa,3-0,?,U.N.A.M.- Pumas
Tue Aug 17 2021,Club Tijuana,1-1,?,Puebla
Wed Aug 18 2021,Cruz Azul,1-1,?,Monterrey
Wed Aug 18 2021,Santos Laguna,1-1,?,Atlas
Wed Aug 18 2021,Guadalajara Chivas,0-3,?,Club Leon
Wed Aug 18 2021,Juarez,1-2,?,Club America
Fri Aug 20 2021,Mazatlan FC,0-3,?,U.A.N.L.- Tigres
Sat Aug 21 2021,Atlas,0-0,?,Toluca
Sat Aug 21 2021,Club Leon,1-1,?,Santos Laguna
Sat Aug 21 2021,Atl. San Luis,0-0,?,Cruz Azul
Sat Aug 21 2021,Monterrey,0-0,?,Guadalajara Chivas
Sun Aug 22 2021,U.N.A.M.- Pumas,2-0,?,Puebla
Sun Aug 22 2021,Club America,2-0,?,Club Tijuana
Sun Aug 22 2021,Necaxa,1-0,?,Juarez
Sun Aug 22 2021,Queretaro,0-2,?,Pachuca
Fri Aug 27 2021,Mazatlan FC,2-2,?,Atl. San Luis
Fri Aug 27 2021,Puebla,1-0,?,Queretaro
Fri Aug 27 2021,Club Tijuana,2-2,?,Monterrey
Sat Aug 28 2021,Guadalajara Chivas,2-1,?,Necaxa
Sat Aug 28 2021,U.A.N.L.- Tigres,1-1,?,Atlas
Sat Aug 28 2021,Club Leon,1-1,?,Club America
Sun Aug 29 2021,Toluca,2-1,?,U.N.A.M.- Pumas
Sun Aug 29 2021,Santos Laguna,2-0,?,Juarez
Sun Aug 29 2021,Cruz Azul,1-1,?,Pachuca
Fri Sep 10 2021,Puebla,2-2,?,Atl. San Luis
Fri Sep 10 2021,Juarez,2-1,?,Cruz Azul
Fri Sep 10 2021,Club Tijuana,2-1,?,Santos Laguna
Sat Sep 11 2021,Atlas,2-1,?,Monterrey
Sat Sep 11 2021,U.A.N.L.- Tigres,2-2,?,Club Leon
Sat Sep 11 2021,Club America,2-0,?,Mazatlan FC
Sun Sep 12 2021,U.N.A.M.- Pumas,0-0,?,Guadalajara Chivas
Sun Sep 12 2021,Queretaro,3-0,?,Necaxa
Mon Sep 13 2021,Pachuca,1-2,?,Toluca
Thu Sep 16 2021,Atl. San Luis,4-1,?,Club Tijuana
Fri Sep 17 2021,Necaxa,0-3,?,Atlas
Sat Sep 18 2021,Club Leon,0-1,?,Juarez
Sat Sep 18 2021,Toluca,3-1,?,Club America
Sat Sep 18 2021,Guadalajara Chivas,1-0,?,Pachuca
