Date,Team 1,FT,HT,Team 2
Sat Aug 21 2021,Inter,4-0,2-0,Genoa
Sat Aug 21 2021,Verona,2-3,0-1,Sassuolo
Sat Aug 21 2021,Empoli,1-3,1-3,Lazio
Sat Aug 21 2021,Torino,1-2,0-1,Atalanta
Sun Aug 22 2021,Bologna,3-2,0-0,Salernitana
Sun Aug 22 2021,Udinese,2-2,0-2,Juventus
Sun Aug 22 2021,Napoli,2-0,0-0,Venezia
Sun Aug 22 2021,Roma,3-1,1-0,Fiorentina
Mon Aug 23 2021,Cagliari,2-2,0-1,Spezia
Mon Aug 23 2021,Sampdoria,0-1,0-1,Milan
Fri Aug 27 2021,Udinese,3-0,1-0,Venezia
Fri Aug 27 2021,Verona,1-3,1-0,Inter
Sat Aug 28 2021,Atalanta,0-0,0-0,Bologna
Sat Aug 28 2021,Lazio,6-1,3-1,Spezia
Sat Aug 28 2021,Fiorentina,2-1,1-0,Torino
Sat Aug 28 2021,Juventus,0-1,0-1,Empoli
Sun Aug 29 2021,Genoa,1-2,0-1,Napoli
Sun Aug 29 2021,Sassuolo,0-0,0-0,Sampdoria
Sun Aug 29 2021,Milan,4-1,4-1,Cagliari
Sun Aug 29 2021,Salernitana,0-4,0-0,Roma
Sat Sep 11 2021,Empoli,1-2,0-1,Venezia
Sat Sep 11 2021,Napoli,2-1,0-1,Juventus
Sat Sep 11 2021,Atalanta,1-2,0-1,Fiorentina
Sun Sep 12 2021,Sampdoria,2-2,1-2,Inter
Sun Sep 12 2021,Cagliari,2-3,1-0,Genoa
Sun Sep 12 2021,Spezia,0-1,0-0,Udinese
Sun Sep 12 2021,Torino,4-0,1-0,Salernitana
Sun Sep 12 2021,Milan,2-0,1-0,Lazio
Sun Sep 12 2021,Roma,2-1,1-0,Sassuolo
Mon Sep 13 2021,Bologna,1-0,0-0,Verona
Fri Sep 17 2021,Sassuolo,0-1,0-0,Torino
Sat Sep 18 2021,Genoa,1-2,0-0,Fiorentina
Sat Sep 18 2021,Inter,6-1,3-0,Bologna
Sat Sep 18 2021,Salernitana,0-1,0-0,Atalanta
Sun Sep 19 2021,Empoli,0-3,0-1,Sampdoria
Sun Sep 19 2021,Venezia,1-2,0-1,Spezia
Sun Sep 19 2021,Lazio,2-2,1-0,Cagliari
Sun Sep 19 2021,Verona,3-2,0-1,Roma
Sun Sep 19 2021,Juventus,1-1,1-0,Milan
Mon Sep 20 2021,Udinese,0-4,0-2,Napoli
Tue Sep 21 2021,Bologna,2-2,0-0,Genoa
Tue Sep 21 2021,Atalanta,2-1,2-1,Sassuolo
Tue Sep 21 2021,Fiorentina,1-3,1-0,Inter
Wed Sep 22 2021,Salernitana,2-2,1-2,Verona
Wed Sep 22 2021,Spezia,2-3,1-1,Juventus
Wed Sep 22 2021,Cagliari,0-2,0-1,Empoli
Wed Sep 22 2021,Milan,2-0,0-0,Venezia
Thu Sep 23 2021,Sampdoria,0-4,0-2,Napoli
Thu Sep 23 2021,Torino,1-1,0-0,Lazio
