Date,Team 1,FT,HT,Team 2
Sat Sep 11 2021,Panetolikos,0-0,0-0,Asteras Tripolis
Sat Sep 11 2021,Panathinaikos,4-0,2-0,Apollon
Sun Sep 12 2021,Volos NFC,2-1,2-0,Lamia
Sun Sep 12 2021,PAOK,0-1,0-0,Giannina
Sun Sep 12 2021,AEK,3-0,1-0,Ionikos
Sun Sep 12 2021,Olympiakos,0-0,0-0,Atromitos
Mon Sep 13 2021,Aris,0-0,0-0,OFI Crete
Fri Sep 17 2021,Ionikos,1-0,0-0,Aris
Sat Sep 18 2021,Giannina,1-0,1-0,Panathinaikos
Sun Sep 19 2021,Apollon,1-3,0-1,Volos NFC
Sun Sep 19 2021,Atromitos,1-2,1-0,Panetolikos
Sun Sep 19 2021,OFI Crete,3-3,0-2,AEK
Sun Sep 19 2021,Asteras Tripolis,0-1,0-1,PAOK
Sun Sep 19 2021,Lamia,1-2,0-2,Olympiakos
Wed Sep 22 2021,OFI Crete,0-0,0-0,Asteras Tripolis
Wed Sep 22 2021,Olympiakos,4-1,1-0,Apollon
Wed Sep 22 2021,Panetolikos,1-2,0-1,PAOK
Wed Sep 22 2021,AEK,1-0,0-0,Lamia
Wed Sep 22 2021,Aris,1-0,1-0,Panathinaikos
Thu Sep 23 2021,Ionikos,0-0,0-0,Giannina
Thu Sep 23 2021,Volos NFC,3-0,0-0,Atromitos
Sun Sep 26 2021,Asteras Tripolis,0-2,0-2,Olympiakos
Sun Sep 26 2021,Panathinaikos,5-1,4-0,Volos NFC
Sun Sep 26 2021,Lamia,2-2,1-1,Panetolikos
Sun Sep 26 2021,PAOK,2-0,1-0,AEK
Mon Sep 27 2021,Giannina,1-1,1-1,OFI Crete
Mon Sep 27 2021,Apollon,0-0,0-0,Ionikos
Mon Sep 27 2021,Atromitos,1-3,1-1,Aris
Sat Oct 2 2021,Volos NFC,2-1,1-0,Asteras Tripolis
Sat Oct 2 2021,Aris,0-0,0-0,Apollon
Sun Oct 3 2021,Atromitos,1-1,1-0,Giannina
Sun Oct 3 2021,Panetolikos,1-3,0-2,AEK
Sun Oct 3 2021,OFI Crete,1-3,0-1,PAOK
Sun Oct 3 2021,Ionikos,1-2,1-1,Lamia
Sun Oct 3 2021,Olympiakos,0-0,0-0,Panathinaikos
Sat Oct 16 2021,Apollon,0-1,0-0,Asteras Tripolis
Sat Oct 16 2021,Panathinaikos,4-1,2-1,Ionikos
Sun Oct 17 2021,Panetolikos,1-2,1-1,OFI Crete
Sun Oct 17 2021,PAOK,4-4,4-1,Volos NFC
Sun Oct 17 2021,AEK,3-0,1-0,Atromitos
Sun Oct 17 2021,Giannina,1-2,0-1,Olympiakos
Mon Oct 18 2021,Lamia,0-1,0-0,Aris
Sat Oct 23 2021,Atromitos,0-2,0-1,Ionikos
Sat Oct 23 2021,Apollon,1-0,0-0,Giannina
Sat Oct 23 2021,Asteras Tripolis,2-1,2-1,Panathinaikos
Sun Oct 24 2021,Aris,5-1,4-0,Panetolikos
Sun Oct 24 2021,Volos NFC,1-3,0-2,AEK
Sun Oct 24 2021,OFI Crete,0-0,0-0,Lamia
Sun Oct 24 2021,Olympiakos,2-1,2-0,PAOK
Sat Oct 30 2021,Panetolikos,1-2,1-1,Olympiakos
Sat Oct 30 2021,PAOK,4-1,1-1,Apollon
Sun Oct 31 2021,Lamia,2-2,1-1,Atromitos
Sun Oct 31 2021,Panathinaikos,0-0,0-0,OFI Crete
Sun Oct 31 2021,AEK,2-1,2-0,Aris
Sun Oct 31 2021,Giannina,1-1,1-1,Asteras Tripolis
Mon Nov 1 2021,Ionikos,1-1,0-0,Volos NFC
Sat Nov 6 2021,Giannina,3-0,2-0,Panetolikos
Sat Nov 6 2021,OFI Crete,2-0,2-0,Atromitos
Sat Nov 6 2021,Apollon,2-2,1-1,AEK
Sun Nov 7 2021,Asteras Tripolis,0-1,0-1,Lamia
Sun Nov 7 2021,Volos NFC,1-2,0-1,Aris
Sun Nov 7 2021,Olympiakos,1-0,1-0,Ionikos
Sun Nov 7 2021,Panathinaikos,1-3,0-1,PAOK
Sat Nov 20 2021,Volos NFC,0-2,0-1,OFI Crete
Sat Nov 20 2021,Aris,0-5,0-2,Giannina
Sat Nov 20 2021,Ionikos,1-1,1-1,Asteras Tripolis
Sun Nov 21 2021,Panetolikos,1-0,0-0,Apollon
Sun Nov 21 2021,AEK,2-3,1-2,Olympiakos
Sun Nov 21 2021,Atromitos,2-0,1-0,PAOK
Mon Nov 22 2021,Lamia,1-3,1-0,Panathinaikos
Sat Nov 27 2021,Asteras Tripolis,6-2,3-1,Atromitos
Sat Nov 27 2021,Apollon,0-0,0-0,Lamia
Sat Nov 27 2021,Giannina,1-2,1-1,AEK
Sun Nov 28 2021,OFI Crete,2-1,1-0,Ionikos
Sun Nov 28 2021,Olympiakos,2-1,0-0,Volos NFC
Sun Nov 28 2021,Panathinaikos,2-0,0-0,Panetolikos
Sun Nov 28 2021,PAOK,0-1,0-1,Aris
Sat Dec 4 2021,Atromitos,4-1,2-1,Apollon
Sat Dec 4 2021,Volos NFC,1-2,1-2,Panetolikos
Sat Dec 4 2021,OFI Crete,1-3,1-1,Olympiakos
Sun Dec 5 2021,Ionikos,3-2,2-1,PAOK
Sun Dec 5 2021,AEK,1-0,1-0,Panathinaikos
Sun Dec 5 2021,Aris,1-0,1-0,Asteras Tripolis
Mon Dec 6 2021,Lamia,0-1,0-0,Giannina
Sat Dec 11 2021,Giannina,3-2,1-2,Volos NFC
Sat Dec 11 2021,Panathinaikos,2-0,1-0,Atromitos
Sat Dec 11 2021,Asteras Tripolis,0-0,0-0,AEK
Sat Dec 11 2021,Panetolikos,2-2,1-0,Ionikos
Sun Dec 12 2021,PAOK,2-1,1-1,Lamia
Sun Dec 12 2021,Olympiakos,1-0,0-0,Aris
Tue Dec 14 2021,Asteras Tripolis,1-0,0-0,Panetolikos
Wed Dec 15 2021,Giannina,0-4,0-1,PAOK
Wed Dec 15 2021,Lamia,2-2,0-1,Volos NFC
Wed Dec 15 2021,Atromitos,0-3,0-1,Olympiakos
Thu Dec 16 2021,OFI Crete,1-1,1-0,Aris
Thu Dec 16 2021,Ionikos,0-1,0-1,AEK
Sat Dec 18 2021,Panetolikos,2-1,1-0,Atromitos
