Date,Team 1,FT,HT,Team 2
Sat Aug 25 2012,AEK,0-1,0-0,Asteras Tripolis
Sat Aug 25 2012,Giannina,0-0,0-0,Platanias
Sat Aug 25 2012,Levadeiakos,0-1,0-1,Panathinaikos
Sun Aug 26 2012,Kerkyra,0-2,0-2,Atromitos
Sun Aug 26 2012,OFI,0-0,0-0,Xanthi
Sun Aug 26 2012,PAOK,1-0,0-0,Panthrakikos
Sun Aug 26 2012,Veria,1-2,1-2,Olympiakos
Mon Aug 27 2012,Panionios,1-0,1-0,Aris
Fri Aug 31 2012,Panathinaikos,1-1,1-1,Giannina
Sat Sep 1 2012,Platanias,2-0,2-0,Panthrakikos
Sat Sep 1 2012,Veria,0-1,0-0,Panionios
Sat Sep 1 2012,Xanthi,1-0,0-0,AEK
Sun Sep 2 2012,Aris,0-0,0-0,OFI
Sun Sep 2 2012,Asteras Tripolis,3-0,0-0,Kerkyra
Sun Sep 2 2012,Olympiakos,4-0,2-0,Levadeiakos
Mon Sep 3 2012,Atromitos,1-0,0-0,PAOK
Sat Sep 15 2012,Giannina,1-2,0-0,Olympiakos
Sat Sep 15 2012,Levadeiakos,0-0,0-0,Veria
Sat Sep 15 2012,Panthrakikos,1-0,0-0,Panathinaikos
Sun Sep 16 2012,AEK,1-1,0-0,Aris
Sun Sep 16 2012,Kerkyra,1-1,0-0,Xanthi
Sun Sep 16 2012,PAOK,2-1,0-1,Asteras Tripolis
Sun Sep 16 2012,Platanias,0-0,0-0,Atromitos
Mon Sep 17 2012,Panionios,2-1,1-0,OFI
Sat Sep 22 2012,Asteras Tripolis,2-1,1-0,Platanias
Sat Sep 22 2012,Levadeiakos,3-0,3-0,Panionios
Sat Sep 22 2012,Xanthi,0-3,0-1,PAOK
Sun Sep 23 2012,Aris,1-0,0-0,Kerkyra
Sun Sep 23 2012,OFI,2-1,2-1,AEK
Sun Sep 23 2012,Olympiakos,4-1,3-0,Panthrakikos
Sun Sep 23 2012,Veria,1-0,0-0,Giannina
Mon Sep 24 2012,Panathinaikos,1-1,1-0,Atromitos
Sat Sep 29 2012,Atromitos,0-1,0-1,Olympiakos
Sat Sep 29 2012,Kerkyra,2-1,2-0,OFI
Sat Sep 29 2012,Panionios,1-0,1-0,AEK
Sun Sep 30 2012,Panathinaikos,0-0,0-0,Asteras Tripolis
Sun Sep 30 2012,Panthrakikos,0-1,0-0,Veria
Sun Sep 30 2012,PAOK,4-1,4-1,Aris
Sun Sep 30 2012,Platanias,3-2,0-1,Xanthi
Mon Oct 1 2012,Giannina,1-0,0-0,Levadeiakos
Sat Oct 6 2012,AEK,1-1,0-1,Kerkyra
Sat Oct 6 2012,OFI,1-1,1-1,PAOK
Sat Oct 6 2012,Veria,2-2,0-2,Atromitos
Sun Oct 7 2012,Aris,0-2,0-1,Platanias
