Date,Team 1,FT,HT,Team 2
Sat Jul 21 2012,Sturm Graz,0-2,?,Salzburg
Sat Jul 21 2012,Mattersburg,2-0,?,Neustadt
Sat Jul 21 2012,SK Rapid,4-0,?,Wacker Innsbruck
Sun Jul 22 2012,Admira,0-2,?,Ried
Wed Jul 25 2012,Wolfsberger AC,0-1,?,Austria Vienna
Sat Jul 28 2012,Austria Vienna,0-1,?,Sturm Graz
Sat Jul 28 2012,Neustadt,0-1,?,SK Rapid
Sat Jul 28 2012,Salzburg,3-2,?,Mattersburg
Sun Jul 29 2012,Wacker Innsbruck,1-2,?,Admira
Sun Jul 29 2012,Ried,0-2,?,Wolfsberger AC
Sat Aug 4 2012,Wolfsberger AC,0-2,?,Salzburg
Sat Aug 4 2012,Mattersburg,3-1,?,Sturm Graz
Sun Aug 5 2012,SK Rapid,0-3,?,Austria Vienna
Sun Aug 5 2012,Ried,2-0,?,Wacker Innsbruck
Sun Aug 5 2012,Admira,4-0,?,Neustadt
Sat Aug 11 2012,Sturm Graz,4-1,?,Wolfsberger AC
Sat Aug 11 2012,Wacker Innsbruck,2-1,?,Mattersburg
Sun Aug 12 2012,Neustadt,2-3,?,Ried
Sun Aug 12 2012,Salzburg,0-2,?,SK Rapid
Sun Aug 12 2012,Austria Vienna,1-0,?,Admira
Sat Aug 18 2012,Wolfsberger AC,0-1,?,Mattersburg
Sat Aug 18 2012,Admira,4-4,?,Salzburg
Sat Aug 18 2012,SK Rapid,3-0,?,Sturm Graz
Sat Aug 18 2012,Wacker Innsbruck,2-3,?,Neustadt
Sun Aug 19 2012,Ried,0-1,?,Austria Vienna
Sat Aug 25 2012,Austria Vienna,2-0,?,Wacker Innsbruck
Sat Aug 25 2012,Mattersburg,2-1,?,Ried
Sat Aug 25 2012,Salzburg,1-1,?,Neustadt
Sat Aug 25 2012,Sturm Graz,3-2,?,Admira
Sun Aug 26 2012,Wolfsberger AC,1-0,?,SK Rapid
Sat Sep 1 2012,Admira,1-1,?,Wolfsberger AC
