Date,Team 1,FT,HT,Team 2
Fri Jul 20 2012,M. Saransk,2-3,?,Lokomotiv Moscow
Sat Jul 21 2012,CSKA Moscow,1-0,?,FK Rostov
Sat Jul 21 2012,Volga N. Novgorod,1-0,?,Dynamo Moscow
Sat Jul 21 2012,Vladikavkaz,1-2,?,Spartak Moscow
Sun Jul 22 2012,Zenit,2-0,?,Amkar
Sun Jul 22 2012,FK Krylya Sovetov Samara,1-1,?,Akhmat Grozny
Sun Jul 22 2012,FK Anzi Makhackala,2-1,?,Kuban
Mon Jul 23 2012,Krasnodar,2-1,?,Rubin Kazan
Fri Jul 27 2012,Kuban,1-0,?,M. Saransk
Sat Jul 28 2012,Zenit,2-0,?,Dynamo Moscow
Sat Jul 28 2012,Amkar,3-1,?,CSKA Moscow
Sat Jul 28 2012,Lokomotiv Moscow,2-0,?,FK Krylya Sovetov Samara
Sun Jul 29 2012,Rubin Kazan,3-1,?,Vladikavkaz
Sun Jul 29 2012,Spartak Moscow,2-1,?,Volga N. Novgorod
Sun Jul 29 2012,FK Rostov,2-2,?,FK Anzi Makhackala
Mon Jul 30 2012,Akhmat Grozny,1-0,?,Krasnodar
Fri Aug 3 2012,M. Saransk,3-0,?,FK Rostov
Sat Aug 4 2012,CSKA Moscow,1-3,?,Zenit
Sat Aug 4 2012,Vladikavkaz,5-0,?,Akhmat Grozny
Sat Aug 4 2012,Krasnodar,3-1,?,Lokomotiv Moscow
Sun Aug 5 2012,FK Krylya Sovetov Samara,2-1,?,Kuban
Sun Aug 5 2012,FK Anzi Makhackala,1-0,?,Amkar
Sun Aug 5 2012,Dynamo Moscow,0-4,?,Spartak Moscow
Mon Aug 6 2012,Volga N. Novgorod,1-2,?,Rubin Kazan
Fri Aug 10 2012,Kuban,2-1,?,Krasnodar
Sat Aug 11 2012,Zenit,5-0,?,Spartak Moscow
Sat Aug 11 2012,Lokomotiv Moscow,2-2,?,Vladikavkaz
Sat Aug 11 2012,Akhmat Grozny,2-0,?,Volga N. Novgorod
Sun Aug 12 2012,Amkar,0-0,?,M. Saransk
Sun Aug 12 2012,CSKA Moscow,1-0,?,FK Anzi Makhackala
Sun Aug 12 2012,Rubin Kazan,2-0,?,Dynamo Moscow
