Date,Team 1,FT,HT,Team 2
Fri Jul 20 2012,Pandurii,6-2,?,U. Cluj
Fri Jul 20 2012,CS Turnu Severin,1-2,?,Din. Bucuresti
Sat Jul 21 2012,Petrolul,5-0,?,Ceahlaul
Sat Jul 21 2012,CFR Cluj,1-1,?,Gaz Metan Medias
Sun Jul 22 2012,Bistrita,1-2,?,Astra
Sun Jul 22 2012,Poli Iasi,1-2,?,Otelul
Sun Jul 22 2012,FC Rapid Bucuresti,2-2,?,Vaslui
Mon Jul 23 2012,Viitorul Constanta,2-2,?,FC Brasov
Mon Jul 23 2012,FC Steaua Bucuresti,1-0,?,Concordia
Fri Jul 27 2012,FC Brasov,2-1,?,CS Turnu Severin
Fri Jul 27 2012,Ceahlaul,2-2,?,CFR Cluj
Sat Jul 28 2012,Gaz Metan Medias,0-2,?,Pandurii
Sat Jul 28 2012,Astra,3-4,?,FC Steaua Bucuresti
Sat Jul 28 2012,Vaslui,3-0,?,Petrolul
Sun Jul 29 2012,U. Cluj,1-0,?,Bistrita
Sun Jul 29 2012,Din. Bucuresti,5-2,?,Poli Iasi
Mon Jul 30 2012,Concordia,1-1,?,Viitorul Constanta
Mon Jul 30 2012,Otelul,1-1,?,FC Rapid Bucuresti
Fri Aug 3 2012,Bistrita,1-1,?,Gaz Metan Medias
Fri Aug 3 2012,Pandurii,3-1,?,Ceahlaul
Sat Aug 4 2012,CS Turnu Severin,0-1,?,Concordia
Sat Aug 4 2012,Petrolul,2-1,?,Otelul
Sat Aug 4 2012,CFR Cluj,3-0,?,Vaslui
Sun Aug 5 2012,Viitorul Constanta,0-0,?,Astra
Sun Aug 5 2012,FC Steaua Bucuresti,5-1,?,U. Cluj
Mon Aug 6 2012,FC Rapid Bucuresti,1-0,?,Poli Iasi
Mon Aug 6 2012,FC Brasov,2-2,?,Din. Bucuresti
Fri Aug 10 2012,Astra,1-1,?,CS Turnu Severin
Fri Aug 10 2012,Poli Iasi,2-2,?,Petrolul
Sun Aug 12 2012,U. Cluj,2-1,?,Viitorul Constanta
Sun Aug 12 2012,Vaslui,0-0,?,Pandurii
Sun Aug 12 2012,Gaz Metan Medias,1-1,?,FC Steaua Bucuresti
Mon Aug 13 2012,Ceahlaul,2-0,?,Bistrita
Mon Aug 13 2012,Otelul,1-2,?,CFR Cluj
Mon Aug 13 2012,Concordia,2-1,?,FC Brasov
Fri Aug 17 2012,CS Turnu Severin,1-1,?,U. Cluj
Fri Aug 17 2012,CFR Cluj,2-2,?,Poli Iasi
Fri Aug 17 2012,Concordia,0-0,?,Din. Bucuresti
Sat Aug 18 2012,Bistrita,0-3,?,Vaslui
Sat Aug 18 2012,Petrolul,0-0,?,FC Rapid Bucuresti
Sun Aug 19 2012,FC Steaua Bucuresti,3-0,?,Ceahlaul
Mon Aug 20 2012,Viitorul Constanta,0-1,?,Gaz Metan Medias
Mon Aug 20 2012,Pandurii,3-2,?,Otelul
Mon Aug 20 2012,FC Brasov,1-2,?,Astra
Fri Aug 24 2012,Gaz Metan Medias,2-0,?,CS Turnu Severin
