Date,Team 1,FT,HT,Team 2
Fri Aug 10 2012,Willem II,1-1,0-0,NAC Breda
Sat Aug 11 2012,Heracles,1-1,1-1,VVV Venlo
Sat Aug 11 2012,Roda,1-1,0-1,Zwolle
Sat Aug 11 2012,Waalwijk,3-2,2-1,PSV Eindhoven
Sun Aug 12 2012,Ajax,2-2,1-0,AZ Alkmaar
Sun Aug 12 2012,Heerenveen,0-2,0-2,Nijmegen
Sun Aug 12 2012,Twente,4-1,2-0,Groningen
Sun Aug 12 2012,Utrecht,0-1,0-1,Feyenoord
Sun Aug 12 2012,Vitesse,2-2,0-0,Den Haag
Sat Aug 18 2012,Feyenoord,1-1,0-0,Heerenveen
Sat Aug 18 2012,NAC Breda,0-1,0-0,Twente
Sat Aug 18 2012,PSV Eindhoven,5-0,1-0,Roda
Sat Aug 18 2012,VVV Venlo,1-3,1-1,Utrecht
Sat Aug 18 2012,Zwolle,0-1,0-0,Vitesse
Sun Aug 19 2012,AZ Alkmaar,3-1,2-0,Heracles
Sun Aug 19 2012,Den Haag,2-2,1-1,Waalwijk
Sun Aug 19 2012,Groningen,1-1,1-0,Willem II
Sun Aug 19 2012,Nijmegen,1-6,0-4,Ajax
Fri Aug 24 2012,Waalwijk,1-0,0-0,Roda
Sat Aug 25 2012,Ajax,5-0,3-0,NAC Breda
Sat Aug 25 2012,Heracles,1-2,0-2,Feyenoord
Sat Aug 25 2012,Utrecht,1-1,1-0,Zwolle
Sat Aug 25 2012,VVV Venlo,2-4,1-1,Den Haag
Sun Aug 26 2012,AZ Alkmaar,0-0,0-0,Heerenveen
Sun Aug 26 2012,Groningen,1-3,0-1,PSV Eindhoven
Sun Aug 26 2012,Nijmegen,1-3,0-3,Twente
Sun Aug 26 2012,Willem II,0-2,0-1,Vitesse
Fri Aug 31 2012,Den Haag,0-1,0-1,Groningen
Sat Sep 1 2012,NAC Breda,1-1,1-0,Utrecht
Sat Sep 1 2012,Roda,3-0,1-0,Willem II
Sat Sep 1 2012,Waalwijk,1-1,1-1,Heracles
Sat Sep 1 2012,Zwolle,0-4,0-2,Nijmegen
Sun Sep 2 2012,Heerenveen,2-2,2-1,Ajax
Sun Sep 2 2012,PSV Eindhoven,5-1,1-1,AZ Alkmaar
Sun Sep 2 2012,Twente,1-0,0-0,VVV Venlo
Sun Sep 2 2012,Vitesse,1-0,0-0,Feyenoord
Sat Sep 15 2012,Ajax,2-0,0-0,Waalwijk
Sat Sep 15 2012,Feyenoord,2-0,0-0,Zwolle
Sat Sep 15 2012,Heerenveen,1-3,0-3,Den Haag
Sat Sep 15 2012,VVV Venlo,2-2,0-1,Nijmegen
Sat Sep 15 2012,Willem II,2-6,0-2,Twente
Sun Sep 16 2012,AZ Alkmaar,4-0,3-0,Roda
Sun Sep 16 2012,Groningen,0-3,0-0,Vitesse
Sun Sep 16 2012,Heracles,2-1,0-1,NAC Breda
Sun Sep 16 2012,Utrecht,1-0,0-0,PSV Eindhoven
Fri Sep 21 2012,Roda,0-1,0-1,Utrecht
Sat Sep 22 2012,Nijmegen,0-0,0-0,Willem II
Sat Sep 22 2012,Vitesse,1-1,0-0,Heracles
Sat Sep 22 2012,Waalwijk,1-1,0-1,VVV Venlo
Sat Sep 22 2012,Zwolle,1-2,1-0,Groningen
Sun Sep 23 2012,Den Haag,1-1,1-0,Ajax
Sun Sep 23 2012,NAC Breda,2-1,0-1,AZ Alkmaar
Sun Sep 23 2012,PSV Eindhoven,3-0,0-0,Feyenoord
Sun Sep 23 2012,Twente,1-0,0-0,Heerenveen
Sat Sep 29 2012,Ajax,1-0,0-0,Twente
Sat Sep 29 2012,Feyenoord,5-1,2-0,Nijmegen
Sat Sep 29 2012,Heerenveen,2-0,2-0,NAC Breda
Sat Sep 29 2012,Heracles,3-3,3-2,Den Haag
Sat Sep 29 2012,Utrecht,1-2,0-0,Vitesse
Sun Sep 30 2012,AZ Alkmaar,3-3,2-2,Waalwijk
Sun Sep 30 2012,Groningen,3-2,1-1,Roda
Sun Sep 30 2012,VVV Venlo,0-6,0-2,PSV Eindhoven
Sun Sep 30 2012,Willem II,0-1,0-0,Zwolle
Fri Oct 5 2012,Nijmegen,1-1,0-0,Den Haag
Sat Oct 6 2012,Roda,3-0,1-0,VVV Venlo
Sat Oct 6 2012,Vitesse,3-3,0-1,Heerenveen
Sat Oct 6 2012,Willem II,1-0,0-0,Waalwijk
Sat Oct 6 2012,Zwolle,0-3,0-1,Heracles
