Date,Team 1,FT,HT,Team 2
Fri Sep 11 2020,Sonderjyske,2-0,?,Midtjylland
Sun Sep 13 2020,Horsens,0-3,?,Randers FC
Sun Sep 13 2020,Lyngby,0-0,?,Aalborg
Sun Sep 13 2020,Brondby,3-2,?,Nordsjaelland
Sun Sep 13 2020,Odense,3-2,?,FC Copenhagen
Mon Sep 14 2020,Aarhus,4-2,?,Vejle
Sat Sep 19 2020,Midtjylland,1-0,?,Lyngby
Sun Sep 20 2020,FC Copenhagen,1-2,?,Brondby
Sun Sep 20 2020,Odense,1-1,?,Nordsjaelland
Sun Sep 20 2020,Randers FC,1-1,?,Aarhus
Sun Sep 20 2020,Vejle,4-1,?,Sonderjyske
Mon Sep 21 2020,Aalborg,1-0,?,Horsens
Sat Sep 26 2020,Midtjylland,1-0,?,Randers FC
Sun Sep 27 2020,Aarhus,4-2,?,Odense
Sun Sep 27 2020,Sonderjyske,3-1,?,Aalborg
Sun Sep 27 2020,Brondby,2-1,?,Horsens
Sun Sep 27 2020,Vejle,2-2,?,FC Copenhagen
Mon Sep 28 2020,Nordsjaelland,4-1,?,Lyngby
Fri Oct 2 2020,Randers FC,1-2,?,Brondby
Sun Oct 4 2020,Lyngby,2-2,?,Sonderjyske
Sun Oct 4 2020,Odense,0-1,?,Vejle
Sun Oct 4 2020,Aalborg,1-1,?,Aarhus
Sun Oct 4 2020,Horsens,2-2,?,Midtjylland
Sun Oct 4 2020,FC Copenhagen,3-2,?,Nordsjaelland
Sat Oct 17 2020,Midtjylland,3-1,?,Odense
Sun Oct 18 2020,Aarhus,3-0,?,Horsens
Sun Oct 18 2020,Vejle,3-2,?,Lyngby
Sun Oct 18 2020,Sonderjyske,2-0,?,Brondby
Sun Oct 18 2020,FC Copenhagen,1-2,?,Aalborg
Mon Oct 19 2020,Nordsjaelland,1-0,?,Randers FC
Fri Oct 23 2020,Lyngby,0-3,?,Odense
Sat Oct 24 2020,Brondby,2-3,?,Midtjylland
Sun Oct 25 2020,Horsens,1-1,?,Nordsjaelland
Sun Oct 25 2020,Randers FC,1-2,?,Sonderjyske
Sun Oct 25 2020,Aarhus,0-1,?,FC Copenhagen
Mon Oct 26 2020,Aalborg,1-3,?,Vejle
Fri Oct 30 2020,Vejle,0-3,?,Randers FC
Sat Oct 31 2020,Nordsjaelland,4-1,?,Midtjylland
Sun Nov 1 2020,Odense,1-0,?,Horsens
Sun Nov 1 2020,FC Copenhagen,4-2,?,Lyngby
Sun Nov 1 2020,Aalborg,2-1,?,Brondby
Mon Nov 2 2020,Sonderjyske,1-1,?,Aarhus
Fri Nov 6 2020,Randers FC,1-2,?,Aalborg
Sun Nov 8 2020,Lyngby,1-2,?,Aarhus
Sun Nov 8 2020,Nordsjaelland,1-1,?,Vejle
Sun Nov 8 2020,Brondby,3-1,?,Odense
Sun Nov 8 2020,Midtjylland,4-0,?,FC Copenhagen
Sun Nov 8 2020,Horsens,0-3,?,Sonderjyske
Fri Nov 20 2020,Lyngby,1-1,?,Horsens
Sun Nov 22 2020,Aalborg,1-1,?,Nordsjaelland
Sun Nov 22 2020,Odense,1-1,?,Sonderjyske
Sun Nov 22 2020,Aarhus,1-2,?,Midtjylland
Sun Nov 22 2020,Vejle,0-2,?,Brondby
Mon Nov 23 2020,FC Copenhagen,1-2,?,Randers FC
Fri Nov 27 2020,Randers FC,2-1,?,Odense
Sat Nov 28 2020,Midtjylland,0-0,?,Aalborg
Sun Nov 29 2020,Horsens,3-1,?,Vejle
Sun Nov 29 2020,Sonderjyske,1-3,?,FC Copenhagen
Sun Nov 29 2020,Nordsjaelland,3-1,?,Aarhus
Mon Nov 30 2020,Brondby,4-1,?,Lyngby
Fri Dec 4 2020,Odense,2-1,?,Aalborg
Sat Dec 5 2020,Vejle,0-2,?,Midtjylland
Sun Dec 6 2020,Sonderjyske,2-1,?,Nordsjaelland
Sun Dec 6 2020,FC Copenhagen,2-0,?,Horsens
Sun Dec 6 2020,Lyngby,0-3,?,Randers FC
Mon Dec 7 2020,Aarhus,3-1,?,Brondby
Fri Dec 11 2020,Randers FC,3-1,?,Vejle
Sun Dec 13 2020,Aalborg,3-2,?,Lyngby
Sun Dec 13 2020,Horsens,1-2,?,Aarhus
Sun Dec 13 2020,Nordsjaelland,0-1,?,FC Copenhagen
Sun Dec 13 2020,Brondby,2-1,?,Sonderjyske
Mon Dec 14 2020,Odense,1-1,?,Midtjylland
Sun Dec 20 2020,Lyngby,0-0,?,Vejle
Sun Dec 20 2020,Sonderjyske,0-1,?,Randers FC
Sun Dec 20 2020,Aarhus,3-0,?,Aalborg
Sun Dec 20 2020,FC Copenhagen,1-1,?,Odense
Sun Dec 20 2020,Horsens,1-2,?,Brondby
Mon Dec 21 2020,Midtjylland,3-1,?,Nordsjaelland
Tue Feb 2 2021,Randers FC,3-0,?,Horsens
