Date,Team 1,FT,HT,Team 2
Sat Aug 8 2020,Club Brugge,0-1,0-0,Charleroi
Sat Aug 8 2020,Antwerp,1-1,0-0,Mouscron
Sat Aug 8 2020,Standard,1-0,0-0,Cercle Brugge
Sun Aug 9 2020,St Truiden,2-1,1-1,Gent
Sun Aug 9 2020,Waregem,1-2,1-0,Genk
Sun Aug 9 2020,Mechelen,2-2,0-0,Anderlecht
Sun Aug 9 2020,Kortrijk,1-3,0-1,Waasland-Beveren
Mon Aug 10 2020,Oud-Heverlee Leuven,1-1,0-0,Eupen
Mon Aug 10 2020,Oostende,1-2,0-1,Beerschot VA
Fri Aug 14 2020,Mouscron,0-1,0-1,Mechelen
Sat Aug 15 2020,Genk,1-1,0-0,Oud-Heverlee Leuven
Sat Aug 15 2020,Charleroi,1-0,0-0,Oostende
Sat Aug 15 2020,Gent,1-2,0-1,Kortrijk
Sun Aug 16 2020,Cercle Brugge,2-1,0-1,Antwerp
Sun Aug 16 2020,Beerschot VA,3-1,1-0,Waregem
Sun Aug 16 2020,Eupen,0-4,0-1,Club Brugge
Sun Aug 16 2020,Anderlecht,3-1,1-0,St Truiden
Mon Aug 17 2020,Waasland-Beveren,1-2,0-0,Standard
Fri Aug 21 2020,Kortrijk,0-0,0-0,Eupen
Sat Aug 22 2020,Waregem,4-1,1-0,Waasland-Beveren
Sat Aug 22 2020,Mechelen,2-3,1-0,Cercle Brugge
Sat Aug 22 2020,Oud-Heverlee Leuven,1-3,1-1,Charleroi
Sat Aug 22 2020,Antwerp,1-0,1-0,Gent
Sun Aug 23 2020,Standard,0-0,0-0,Genk
Sun Aug 23 2020,Club Brugge,0-1,0-1,Beerschot VA
Sun Aug 23 2020,Anderlecht,1-1,0-0,Mouscron
Mon Aug 24 2020,St Truiden,0-0,0-0,Oostende
Fri Aug 28 2020,Oostende,2-2,2-1,Anderlecht
Sat Aug 29 2020,Eupen,1-1,1-0,St Truiden
Sat Aug 29 2020,Cercle Brugge,0-1,0-0,Kortrijk
Sat Aug 29 2020,Waasland-Beveren,1-3,0-1,Oud-Heverlee Leuven
Sat Aug 29 2020,Mouscron,0-1,0-0,Waregem
Sun Aug 30 2020,Genk,1-2,0-1,Club Brugge
Sun Aug 30 2020,Beerschot VA,0-3,0-1,Standard
Sun Aug 30 2020,Charleroi,2-0,1-0,Antwerp
Sun Aug 30 2020,Gent,1-0,1-0,Mechelen
Fri Sep 11 2020,Eupen,2-1,1-0,Gent
Sat Sep 12 2020,Mechelen,0-1,0-0,Oostende
Sat Sep 12 2020,Oud-Heverlee Leuven,1-0,0-0,Standard
Sat Sep 12 2020,Club Brugge,4-1,2-1,Waasland-Beveren
Sun Sep 13 2020,Anderlecht,2-0,1-0,Cercle Brugge
Sun Sep 13 2020,St Truiden,2-3,2-2,Antwerp
Sun Sep 13 2020,Waregem,0-2,0-0,Charleroi
Sun Sep 13 2020,Kortrijk,3-0,0-0,Mouscron
Mon Sep 14 2020,Beerschot VA,5-2,1-1,Genk
Fri Sep 18 2020,Charleroi,3-1,1-0,Beerschot VA
Sat Sep 19 2020,Oostende,3-1,1-0,Oud-Heverlee Leuven
Sat Sep 19 2020,Mouscron,0-1,0-1,Gent
Sat Sep 19 2020,Waasland-Beveren,2-4,0-2,Anderlecht
Sun Sep 20 2020,Waregem,0-6,0-4,Club Brugge
Sun Sep 20 2020,Standard,2-1,2-1,Kortrijk
Sun Sep 20 2020,Genk,3-1,1-1,Mechelen
Sun Sep 20 2020,Antwerp,2-2,0-1,Eupen
Mon Sep 21 2020,Cercle Brugge,3-0,2-0,St Truiden
Fri Sep 25 2020,Kortrijk,1-3,1-0,Antwerp
Sat Sep 26 2020,Beerschot VA,3-2,1-2,Waasland-Beveren
Sat Sep 26 2020,Mechelen,2-0,0-0,St Truiden
Sat Sep 26 2020,Gent,2-3,0-2,Oud-Heverlee Leuven
Sun Sep 27 2020,Standard,2-2,0-1,Waregem
Sun Sep 27 2020,Anderlecht,1-1,0-0,Eupen
Sun Sep 27 2020,Club Brugge,2-1,1-0,Cercle Brugge
Sun Sep 27 2020,Mouscron,1-1,1-1,Charleroi
Mon Sep 28 2020,Genk,2-2,1-1,Oostende
Fri Oct 2 2020,Antwerp,4-1,3-0,Mechelen
Sat Oct 3 2020,Waasland-Beveren,1-1,0-0,Genk
Sat Oct 3 2020,Eupen,1-2,1-1,Cercle Brugge
Sat Oct 3 2020,Oud-Heverlee Leuven,2-1,1-0,Waregem
Sat Oct 3 2020,St Truiden,0-0,0-0,Kortrijk
Sun Oct 4 2020,Club Brugge,3-0,1-0,Anderlecht
Sun Oct 4 2020,Gent,5-1,3-0,Beerschot VA
Sun Oct 4 2020,Charleroi,1-2,0-0,Standard
Sun Oct 4 2020,Oostende,3-0,0-0,Mouscron
Sat Oct 17 2020,Cercle Brugge,5-2,2-1,Gent
