Date,Team 1,FT,HT,Team 2
Fri Aug 21 2020,FC Arges,2-3,?,FC Botosani
Sat Aug 22 2020,Viitorul Constanta,1-1,?,UTA Arad
Sat Aug 22 2020,Sepsi Sf. Gheorghe,0-1,?,U Craiova
Sat Aug 22 2020,Astra,0-3,?,FCSB
Sun Aug 23 2020,Poli Iasi,1-0,?,Chindia Targoviste
Sun Aug 23 2020,Academica Clinceni,1-2,?,CFR Cluj
Mon Aug 24 2020,FC Voluntari,2-1,?,Gaz Metan Medias
Mon Aug 24 2020,Din. Bucuresti,1-1,?,FC Hermannstadt
Fri Aug 28 2020,Gaz Metan Medias,2-0,?,FC Arges
Fri Aug 28 2020,UTA Arad,0-0,?,FC Voluntari
Sat Aug 29 2020,FC Hermannstadt,2-2,?,Academica Clinceni
Sat Aug 29 2020,CFR Cluj,0-0,?,Sepsi Sf. Gheorghe
Sun Aug 30 2020,FC Botosani,4-0,?,Poli Iasi
Sun Aug 30 2020,U Craiova,2-0,?,Astra
Sun Aug 30 2020,FCSB,3-0,?,Viitorul Constanta
Mon Aug 31 2020,Chindia Targoviste,1-0,?,Din. Bucuresti
Fri Sep 11 2020,FC Arges,1-1,?,UTA Arad
Fri Sep 11 2020,Din. Bucuresti,1-1,?,FC Botosani
Sat Sep 12 2020,Academica Clinceni,0-0,?,Chindia Targoviste
Sat Sep 12 2020,Poli Iasi,1-4,?,Gaz Metan Medias
Sat Sep 12 2020,FC Voluntari,2-1,?,FCSB
Sun Sep 13 2020,Astra,2-2,?,Sepsi Sf. Gheorghe
Sun Sep 13 2020,CFR Cluj,1-0,?,FC Hermannstadt
Mon Sep 14 2020,Viitorul Constanta,1-4,?,U Craiova
Fri Sep 18 2020,Chindia Targoviste,1-3,?,FC Hermannstadt
Fri Sep 18 2020,Astra,0-2,?,CFR Cluj
Sat Sep 19 2020,Sepsi Sf. Gheorghe,1-1,?,Viitorul Constanta
Sat Sep 19 2020,U Craiova,2-1,?,FC Voluntari
Sun Sep 20 2020,FC Botosani,0-0,?,Academica Clinceni
Sun Sep 20 2020,UTA Arad,2-3,?,Poli Iasi
Sun Sep 20 2020,FCSB,3-0,?,FC Arges
Mon Sep 21 2020,Gaz Metan Medias,1-3,?,Din. Bucuresti
Fri Sep 25 2020,FC Voluntari,1-2,?,Sepsi Sf. Gheorghe
Fri Sep 25 2020,FC Arges,1-2,?,U Craiova
Sat Sep 26 2020,Academica Clinceni,2-0,?,Gaz Metan Medias
Sat Sep 26 2020,Viitorul Constanta,4-1,?,Astra
Sun Sep 27 2020,CFR Cluj,0-0,?,Chindia Targoviste
Sun Sep 27 2020,Poli Iasi,5-2,?,FCSB
Mon Sep 28 2020,FC Hermannstadt,2-1,?,FC Botosani
Mon Sep 28 2020,Din. Bucuresti,0-1,?,UTA Arad
Fri Oct 2 2020,U Craiova,1-0,?,Poli Iasi
Sat Oct 3 2020,Sepsi Sf. Gheorghe,1-0,?,FC Arges
Sat Oct 3 2020,Astra,2-3,?,FC Voluntari
Sat Oct 3 2020,FCSB,3-2,?,Din. Bucuresti
Sun Oct 4 2020,FC Botosani,0-2,?,Chindia Targoviste
Sun Oct 4 2020,Gaz Metan Medias,1-1,?,FC Hermannstadt
Sun Oct 4 2020,Viitorul Constanta,1-1,?,CFR Cluj
Mon Oct 5 2020,UTA Arad,0-0,?,Academica Clinceni
Fri Oct 16 2020,FC Arges,1-0,?,Astra
Sat Oct 17 2020,Chindia Targoviste,1-0,?,Gaz Metan Medias
Sat Oct 17 2020,Poli Iasi,1-4,?,Sepsi Sf. Gheorghe
Sat Oct 17 2020,CFR Cluj,2-1,?,FC Botosani
Sun Oct 18 2020,FC Hermannstadt,1-1,?,UTA Arad
Sun Oct 18 2020,Din. Bucuresti,0-1,?,U Craiova
Mon Oct 19 2020,FC Voluntari,0-2,?,Viitorul Constanta
Mon Oct 19 2020,Academica Clinceni,0-2,?,FCSB
Fri Oct 23 2020,Gaz Metan Medias,1-2,?,FC Botosani
Fri Oct 23 2020,U Craiova,0-1,?,Academica Clinceni
Sat Oct 24 2020,UTA Arad,1-0,?,Chindia Targoviste
Sat Oct 24 2020,Astra,4-0,?,Poli Iasi
Sat Oct 24 2020,Sepsi Sf. Gheorghe,2-0,?,Din. Bucuresti
Sun Oct 25 2020,Viitorul Constanta,2-2,?,FC Arges
Sun Oct 25 2020,FC Voluntari,0-1,?,CFR Cluj
