Date,Team 1,FT,HT,Team 2
Sat Sep 12 2020,Accrington,2-0,1-0,Peterboro
Sat Sep 12 2020,Crewe,0-2,0-2,Charlton
Sat Sep 12 2020,Doncaster,1-1,0-0,Milton Keynes Dons
Sat Sep 12 2020,Fleetwood Town,2-1,1-0,Burton
Sat Sep 12 2020,Gillingham,0-2,0-1,Hull
Sat Sep 12 2020,Lincoln,2-0,1-0,Oxford
Sat Sep 12 2020,Northampton,2-2,2-2,AFC Wimbledon
Sat Sep 12 2020,Plymouth,1-0,1-0,Blackpool
Sat Sep 12 2020,Portsmouth,0-0,0-0,Shrewsbury
Sat Sep 12 2020,Sunderland,1-1,0-1,Bristol Rvs
Sat Sep 12 2020,Swindon,3-1,3-0,Rochdale
Sun Sep 13 2020,Ipswich,2-0,1-0,Wigan
Sat Sep 19 2020,AFC Wimbledon,4-4,1-2,Plymouth
Sat Sep 19 2020,Blackpool,2-0,1-0,Swindon
Sat Sep 19 2020,Bristol Rvs,0-2,0-0,Ipswich
Sat Sep 19 2020,Burton,2-1,0-0,Accrington
Sat Sep 19 2020,Charlton,1-3,0-1,Doncaster
Sat Sep 19 2020,Hull,1-0,0-0,Crewe
Sat Sep 19 2020,Milton Keynes Dons,1-2,0-1,Lincoln
Sat Sep 19 2020,Oxford,0-2,0-0,Sunderland
Sat Sep 19 2020,Peterboro,2-1,0-0,Fleetwood Town
Sat Sep 19 2020,Shrewsbury,1-2,0-1,Northampton
Sat Sep 19 2020,Wigan,2-3,1-2,Gillingham
Sun Sep 20 2020,Rochdale,0-0,0-0,Portsmouth
Sat Sep 26 2020,Accrington,1-4,0-1,Oxford
Sat Sep 26 2020,Crewe,2-0,2-0,Milton Keynes Dons
Sat Sep 26 2020,Doncaster,4-1,2-1,Bristol Rvs
Sat Sep 26 2020,Fleetwood Town,0-1,0-1,AFC Wimbledon
Sat Sep 26 2020,Gillingham,2-0,1-0,Blackpool
Sat Sep 26 2020,Ipswich,2-0,0-0,Rochdale
Sat Sep 26 2020,Northampton,0-2,0-2,Hull
Sat Sep 26 2020,Plymouth,1-1,1-1,Shrewsbury
Sat Sep 26 2020,Portsmouth,1-2,0-1,Wigan
Sat Sep 26 2020,Sunderland,1-0,0-0,Peterboro
Sat Sep 26 2020,Swindon,4-2,3-1,Burton
Sun Sep 27 2020,Lincoln,2-0,1-0,Charlton
Sat Oct 3 2020,AFC Wimbledon,1-2,1-2,Accrington
Sat Oct 3 2020,Blackpool,2-3,1-1,Lincoln
Sat Oct 3 2020,Bristol Rvs,2-0,0-0,Northampton
Sat Oct 3 2020,Burton,2-4,2-1,Portsmouth
Sat Oct 3 2020,Charlton,0-0,0-0,Sunderland
Sat Oct 3 2020,Hull,1-0,1-0,Plymouth
Sat Oct 3 2020,Milton Keynes Dons,1-1,0-1,Ipswich
