Date,Team 1,FT,HT,Team 2
Fri Aug 15 2014,Porto,2-0,1-0,Maritimo
Sat Aug 16 2014,Academica,1-1,0-1,Sp Lisbon
Sat Aug 16 2014,Gil Vicente,1-3,0-1,Guimaraes
Sun Aug 17 2014,Benfica,2-0,1-0,Pacos Ferreira
Sun Aug 17 2014,Nacional,0-1,0-0,Moreirense
Sun Aug 17 2014,Penafiel,1-3,1-1,Belenenses
Sun Aug 17 2014,Rio Ave,2-0,0-0,Setubal
Sun Aug 17 2014,Sp Braga,3-0,1-0,Boavista
Mon Aug 18 2014,Arouca,1-1,1-1,Estoril
Fri Aug 22 2014,Guimaraes,3-0,1-0,Penafiel
Sat Aug 23 2014,Maritimo,2-1,0-0,Academica
Sat Aug 23 2014,Pacos Ferreira,0-1,0-1,Porto
Sat Aug 23 2014,Sp Lisbon,1-0,0-0,Arouca
Sun Aug 24 2014,Belenenses,3-1,2-0,Nacional
Sun Aug 24 2014,Boavista,0-1,0-1,Benfica
Sun Aug 24 2014,Estoril,1-5,0-2,Rio Ave
Sun Aug 24 2014,Setubal,2-0,1-0,Gil Vicente
Mon Aug 25 2014,Moreirense,0-0,0-0,Sp Braga
Fri Aug 29 2014,Academica,1-1,1-1,Setubal
Sat Aug 30 2014,Belenenses,0-3,0-2,Guimaraes
Sat Aug 30 2014,Sp Braga,2-1,1-0,Estoril
Sun Aug 31 2014,Benfica,1-1,1-1,Sp Lisbon
Sun Aug 31 2014,Gil Vicente,1-2,1-0,Maritimo
Sun Aug 31 2014,Nacional,2-0,1-0,Arouca
Sun Aug 31 2014,Penafiel,0-1,0-0,Pacos Ferreira
Sun Aug 31 2014,Porto,3-0,0-0,Moreirense
Mon Sep 1 2014,Rio Ave,4-0,2-0,Boavista
Fri Sep 12 2014,Setubal,0-5,0-3,Benfica
Sat Sep 13 2014,Arouca,1-0,1-0,Sp Braga
Sat Sep 13 2014,Moreirense,1-1,0-1,Rio Ave
Sat Sep 13 2014,Sp Lisbon,1-1,1-1,Belenenses
Sun Sep 14 2014,Boavista,1-0,0-0,Academica
Sun Sep 14 2014,Estoril,2-1,1-0,Nacional
Sun Sep 14 2014,Guimaraes,1-1,0-0,Porto
Sun Sep 14 2014,Maritimo,2-0,0-0,Penafiel
Sun Sep 14 2014,Pacos Ferreira,1-1,1-0,Gil Vicente
Fri Sep 19 2014,Guimaraes,1-1,0-1,Pacos Ferreira
Sat Sep 20 2014,Nacional,1-1,0-0,Sp Braga
Sat Sep 20 2014,Penafiel,2-0,1-0,Setubal
Sun Sep 21 2014,Belenenses,1-0,0-0,Maritimo
Sun Sep 21 2014,Benfica,3-1,0-1,Moreirense
Sun Sep 21 2014,Gil Vicente,0-4,0-2,Sp Lisbon
Sun Sep 21 2014,Porto,0-0,0-0,Boavista
Sun Sep 21 2014,Rio Ave,1-2,0-1,Arouca
Mon Sep 22 2014,Academica,2-2,2-1,Estoril
Fri Sep 26 2014,Sp Lisbon,1-1,1-0,Porto
Sat Sep 27 2014,Estoril,2-3,1-2,Benfica
Sat Sep 27 2014,Sp Braga,3-0,0-0,Rio Ave
Sun Sep 28 2014,Arouca,0-1,0-1,Academica
Sun Sep 28 2014,Boavista,3-2,1-1,Gil Vicente
Sun Sep 28 2014,Maritimo,4-0,4-0,Guimaraes
Sun Sep 28 2014,Moreirense,0-0,0-0,Penafiel
Sun Sep 28 2014,Setubal,2-0,2-0,Nacional
Mon Sep 29 2014,Pacos Ferreira,2-0,1-0,Belenenses
Fri Oct 3 2014,Guimaraes,3-0,1-0,Boavista
Sat Oct 4 2014,Penafiel,0-4,0-0,Sp Lisbon
Sun Oct 5 2014,Academica,0-0,0-0,Moreirense
Sun Oct 5 2014,Belenenses,1-1,0-1,Setubal
Sun Oct 5 2014,Benfica,4-0,0-0,Arouca
Sun Oct 5 2014,Gil Vicente,1-1,1-1,Estoril
Sun Oct 5 2014,Nacional,0-0,0-0,Rio Ave
Sun Oct 5 2014,Pacos Ferreira,3-2,0-1,Maritimo
Sun Oct 5 2014,Porto,2-1,1-1,Sp Braga
Fri Oct 24 2014,Setubal,0-1,0-0,Guimaraes
Sat Oct 25 2014,Arouca,0-5,0-3,Porto
Sat Oct 25 2014,Boavista,1-2,0-1,Pacos Ferreira
Sat Oct 25 2014,Moreirense,2-0,0-0,Gil Vicente
Sun Oct 26 2014,Estoril,1-2,0-1,Belenenses
Sun Oct 26 2014,Nacional,1-0,0-0,Academica
Sun Oct 26 2014,Sp Braga,2-1,1-1,Benfica
Sun Oct 26 2014,Sp Lisbon,4-2,3-0,Maritimo
Mon Oct 27 2014,Rio Ave,3-2,2-1,Penafiel
Fri Oct 31 2014,Benfica,1-0,0-0,Rio Ave
Sat Nov 1 2014,Guimaraes,3-0,2-0,Sp Lisbon
Sat Nov 1 2014,Penafiel,1-2,0-1,Estoril
Sat Nov 1 2014,Porto,2-0,1-0,Nacional
Sun Nov 2 2014,Academica,1-1,0-0,Sp Braga
Sun Nov 2 2014,Gil Vicente,1-1,0-0,Arouca
Sun Nov 2 2014,Maritimo,1-2,0-1,Moreirense
Sun Nov 2 2014,Pacos Ferreira,4-1,0-0,Setubal
