Date,Team 1,FT,HT,Team 2
Sat Jul 19 2014,Aarau,1-2,?,Basel
Sat Jul 19 2014,St. Gallen,2-2,?,Young Boys
Sun Jul 20 2014,Luzern,1-1,?,Sion
Sun Jul 20 2014,Thun,1-0,?,Vaduz
Sun Jul 20 2014,Zurich,1-0,?,Grasshoppers
Wed Jul 23 2014,Aarau,1-0,?,Sion
Wed Jul 23 2014,Zurich,2-1,?,Thun
Sat Jul 26 2014,Grasshoppers,2-3,?,Thun
Sat Jul 26 2014,Sion,1-0,?,St. Gallen
Sun Jul 27 2014,Vaduz,1-4,?,Zurich
Sun Jul 27 2014,Young Boys,1-1,?,Aarau
Sun Jul 27 2014,Basel,3-0,?,Luzern
Sat Aug 2 2014,Thun,2-3,?,Basel
Sat Aug 2 2014,Grasshoppers,0-0,?,Sion
Sun Aug 3 2014,Zurich,2-1,?,Young Boys
Sun Aug 3 2014,St. Gallen,2-1,?,Luzern
Wed Aug 6 2014,Aarau,1-1,?,Vaduz
Sat Aug 9 2014,St. Gallen,2-2,?,Aarau
Sat Aug 9 2014,Basel,4-1,?,Zurich
Sun Aug 10 2014,Luzern,1-1,?,Grasshoppers
Sun Aug 10 2014,Sion,1-0,?,Vaduz
Sun Aug 10 2014,Young Boys,1-1,?,Thun
Wed Aug 13 2014,Vaduz,1-1,?,Luzern
Wed Aug 13 2014,Young Boys,4-0,?,Grasshoppers
Thu Aug 14 2014,Basel,0-2,?,St. Gallen
Sat Aug 16 2014,Aarau,1-2,?,Grasshoppers
Sat Aug 16 2014,Luzern,1-1,?,Zurich
Sun Aug 17 2014,Sion,2-3,?,Basel
Sun Aug 17 2014,Thun,3-1,?,St. Gallen
Sun Aug 17 2014,Vaduz,0-2,?,Young Boys
Sat Aug 30 2014,Thun,2-1,?,Sion
Sat Aug 30 2014,Luzern,1-1,?,Aarau
Sun Aug 31 2014,Grasshoppers,0-1,?,Vaduz
Sun Aug 31 2014,St. Gallen,0-2,?,Zurich
Sun Aug 31 2014,Basel,3-1,?,Young Boys
Sat Sep 13 2014,Grasshoppers,3-1,?,Basel
Sat Sep 13 2014,Aarau,2-1,?,Thun
Sun Sep 14 2014,Vaduz,2-2,?,St. Gallen
Sun Sep 14 2014,Young Boys,3-2,?,Luzern
Sun Sep 14 2014,Zurich,4-1,?,Sion
Tue Sep 23 2014,Basel,3-1,?,Vaduz
Tue Sep 23 2014,Thun,3-2,?,Luzern
Wed Sep 24 2014,St. Gallen,3-0,?,Grasshoppers
Wed Sep 24 2014,Zurich,0-0,?,Aarau
Wed Sep 24 2014,Sion,0-1,?,Young Boys
Sat Sep 27 2014,Grasshoppers,2-1,?,Aarau
Sat Sep 27 2014,Basel,1-1,?,Thun
Sun Sep 28 2014,Vaduz,1-0,?,Sion
