Date,Team 1,FT,HT,Team 2
Fri Jul 25 2014,Standard,3-0,2-0,Charleroi
Sat Jul 26 2014,Cercle Brugge,0-0,0-0,Gent
Sat Jul 26 2014,Lierse,2-0,2-0,Oostende
Sat Jul 26 2014,Waasland-Beveren,0-2,0-0,Club Brugge
Sat Jul 26 2014,Westerlo,1-0,1-0,Lokeren
Sun Jul 27 2014,Anderlecht,3-1,1-0,Mouscron-Peruwelz
Sun Jul 27 2014,Mechelen,3-1,3-1,Genk
Sun Jul 27 2014,Waregem,2-0,0-0,Kortrijk
Fri Aug 1 2014,Oostende,0-2,0-0,Anderlecht
Sat Aug 2 2014,Charleroi,2-3,2-1,Westerlo
Sat Aug 2 2014,Genk,1-1,1-1,Cercle Brugge
Sat Aug 2 2014,Kortrijk,2-3,1-1,Standard
Sat Aug 2 2014,Mouscron-Peruwelz,1-0,1-0,Waasland-Beveren
Sun Aug 3 2014,Club Brugge,1-0,1-0,Lierse
Sun Aug 3 2014,Gent,3-1,0-1,Mechelen
Sun Aug 3 2014,Lokeren,2-1,1-1,Waregem
Fri Aug 8 2014,Genk,0-0,0-0,Lokeren
Sat Aug 9 2014,Cercle Brugge,0-1,0-1,Oostende
Sat Aug 9 2014,Lierse,2-2,1-0,Mouscron-Peruwelz
Sat Aug 9 2014,Mechelen,1-2,1-0,Kortrijk
Sat Aug 9 2014,Waasland-Beveren,1-1,0-0,Westerlo
Sun Aug 10 2014,Anderlecht,1-0,1-0,Charleroi
Sun Aug 10 2014,Standard,0-1,0-1,Gent
Sun Aug 10 2014,Waregem,1-1,0-0,Club Brugge
Fri Aug 15 2014,Club Brugge,1-1,1-0,Cercle Brugge
Fri Aug 15 2014,Mouscron-Peruwelz,5-2,3-2,Standard
Sat Aug 16 2014,Charleroi,2-2,1-0,Waasland-Beveren
Sat Aug 16 2014,Kortrijk,1-1,1-0,Genk
Sat Aug 16 2014,Lokeren,2-0,2-0,Lierse
Sat Aug 16 2014,Oostende,2-0,0-0,Mechelen
Sun Aug 17 2014,Gent,3-1,0-1,Waregem
Sun Aug 17 2014,Westerlo,2-2,2-0,Anderlecht
Fri Aug 22 2014,Genk,3-2,2-2,Gent
Sat Aug 23 2014,Kortrijk,0-2,0-0,Oostende
Sat Aug 23 2014,Lierse,0-2,0-0,Charleroi
Sat Aug 23 2014,Standard,2-2,1-2,Westerlo
Sat Aug 23 2014,Waregem,1-1,0-1,Mouscron-Peruwelz
Sun Aug 24 2014,Anderlecht,1-0,0-0,Waasland-Beveren
Sun Aug 24 2014,Cercle Brugge,1-0,1-0,Lokeren
Sun Aug 24 2014,Mechelen,3-1,1-1,Club Brugge
Fri Aug 29 2014,Gent,0-1,0-1,Kortrijk
Sat Aug 30 2014,Mouscron-Peruwelz,4-0,3-0,Cercle Brugge
Sat Aug 30 2014,Oostende,1-1,0-0,Genk
Sat Aug 30 2014,Waasland-Beveren,2-0,2-0,Lierse
Sat Aug 30 2014,Westerlo,2-2,0-2,Waregem
Sun Aug 31 2014,Charleroi,2-0,0-0,Mechelen
Sun Aug 31 2014,Club Brugge,2-2,0-2,Anderlecht
Sun Aug 31 2014,Lokeren,1-1,0-1,Standard
Sat Sep 13 2014,Cercle Brugge,1-0,1-0,Charleroi
Sat Sep 13 2014,Lierse,2-2,1-0,Anderlecht
Sat Sep 13 2014,Mechelen,5-2,2-1,Westerlo
Sat Sep 13 2014,Standard,3-5,1-0,Oostende
Sat Sep 13 2014,Waregem,1-4,1-1,Waasland-Beveren
Sun Sep 14 2014,Genk,1-1,1-1,Club Brugge
Sun Sep 14 2014,Gent,1-0,0-0,Mouscron-Peruwelz
Sun Sep 14 2014,Kortrijk,2-3,2-2,Lokeren
Fri Sep 19 2014,Charleroi,2-1,1-0,Waregem
Sat Sep 20 2014,Anderlecht,3-2,2-1,Cercle Brugge
Sat Sep 20 2014,Mouscron-Peruwelz,1-2,0-0,Genk
Sat Sep 20 2014,Oostende,1-3,1-1,Gent
Sat Sep 20 2014,Westerlo,6-1,3-1,Lierse
Sun Sep 21 2014,Club Brugge,5-0,1-0,Kortrijk
Sun Sep 21 2014,Lokeren,3-2,1-1,Mechelen
Sun Sep 21 2014,Waasland-Beveren,0-2,0-0,Standard
Sat Sep 27 2014,Cercle Brugge,1-2,0-0,Westerlo
Sat Sep 27 2014,Genk,1-1,0-0,Charleroi
Sat Sep 27 2014,Kortrijk,3-0,2-0,Mouscron-Peruwelz
Sat Sep 27 2014,Mechelen,2-0,1-0,Waasland-Beveren
Sat Sep 27 2014,Waregem,0-2,0-1,Anderlecht
Sun Sep 28 2014,Gent,1-1,0-1,Lokeren
Sun Sep 28 2014,Oostende,2-2,1-1,Club Brugge
Sun Sep 28 2014,Standard,2-2,2-0,Lierse
Fri Oct 3 2014,Westerlo,0-0,0-0,Gent
Sat Oct 4 2014,Charleroi,0-2,0-2,Kortrijk
Sat Oct 4 2014,Lierse,3-1,1-1,Waregem
Sat Oct 4 2014,Mouscron-Peruwelz,1-1,0-0,Mechelen
Sat Oct 4 2014,Waasland-Beveren,1-0,0-0,Cercle Brugge
Sun Oct 5 2014,Anderlecht,0-0,0-0,Genk
Sun Oct 5 2014,Club Brugge,3-0,1-0,Standard
Sun Oct 5 2014,Lokeren,3-1,0-1,Oostende
Sat Oct 18 2014,Cercle Brugge,1-2,1-1,Lierse
Sat Oct 18 2014,Gent,2-2,1-1,Charleroi
Sat Oct 18 2014,Kortrijk,2-1,1-0,Waasland-Beveren
Sat Oct 18 2014,Mechelen,1-1,1-0,Anderlecht
Sat Oct 18 2014,Oostende,0-0,0-0,Mouscron-Peruwelz
Sun Oct 19 2014,Genk,3-1,2-1,Westerlo
Sun Oct 19 2014,Lokeren,1-3,1-1,Club Brugge
Sun Oct 19 2014,Standard,1-2,0-1,Waregem
Fri Oct 24 2014,Lierse,0-1,0-1,Mechelen
Sat Oct 25 2014,Charleroi,2-0,1-0,Oostende
Sat Oct 25 2014,Waasland-Beveren,0-1,0-0,Genk
Sat Oct 25 2014,Waregem,1-2,1-1,Cercle Brugge
Sat Oct 25 2014,Westerlo,2-1,1-0,Kortrijk
Sun Oct 26 2014,Anderlecht,0-2,0-0,Standard
