Date,Team 1,FT,HT,Team 2
Fri Aug 1 2014,Fortuna Dusseldorf,2-2,1-0,Braunschweig
Sat Aug 2 2014,Bochum,1-1,1-1,Greuther Furth
Sat Aug 2 2014,RB Leipzig,0-0,0-0,Aalen
Sat Aug 2 2014,St Pauli,1-1,0-1,Ingolstadt
Sun Aug 3 2014,Darmstadt,1-0,1-0,Sandhausen
Sun Aug 3 2014,Heidenheim,2-1,1-1,Frankfurt FSV
Sun Aug 3 2014,Karlsruhe,0-0,0-0,Union Berlin
Sun Aug 3 2014,Nurnberg,1-0,0-0,Erzgebirge Aue
Mon Aug 4 2014,Kaiserslautern,3-2,0-2,Munich 1860
Fri Aug 8 2014,Aalen,2-0,1-0,St Pauli
Fri Aug 8 2014,Frankfurt FSV,2-3,2-3,Karlsruhe
Fri Aug 8 2014,Union Berlin,1-1,0-1,Fortuna Dusseldorf
Sat Aug 9 2014,Braunschweig,3-0,1-0,Heidenheim
Sat Aug 9 2014,Erzgebirge Aue,1-5,1-3,Bochum
Sun Aug 10 2014,Ingolstadt,2-2,1-1,Darmstadt
Sun Aug 10 2014,Munich 1860,0-3,0-1,RB Leipzig
Sun Aug 10 2014,Sandhausen,1-1,0-0,Kaiserslautern
Mon Aug 11 2014,Greuther Furth,5-1,2-1,Nurnberg
Fri Aug 22 2014,Heidenheim,2-2,0-1,Munich 1860
Fri Aug 22 2014,RB Leipzig,1-0,1-0,Erzgebirge Aue
Fri Aug 22 2014,St Pauli,2-1,1-1,Sandhausen
Sat Aug 23 2014,Fortuna Dusseldorf,0-2,0-1,Karlsruhe
Sat Aug 23 2014,Nurnberg,0-1,0-1,Frankfurt FSV
Sun Aug 24 2014,Darmstadt,2-0,0-0,Aalen
Sun Aug 24 2014,Ingolstadt,2-0,0-0,Greuther Furth
Sun Aug 24 2014,Kaiserslautern,2-1,1-1,Braunschweig
Mon Aug 25 2014,Bochum,1-1,0-0,Union Berlin
Fri Aug 29 2014,Aalen,2-2,0-1,Kaiserslautern
Fri Aug 29 2014,Frankfurt FSV,0-0,0-0,RB Leipzig
Fri Aug 29 2014,Union Berlin,0-4,0-2,Nurnberg
Sat Aug 30 2014,Erzgebirge Aue,0-3,0-2,Fortuna Dusseldorf
Sat Aug 30 2014,Karlsruhe,1-1,0-1,Heidenheim
Sun Aug 31 2014,Braunschweig,1-2,1-1,Bochum
Sun Aug 31 2014,Munich 1860,1-1,0-1,Darmstadt
Sun Aug 31 2014,Sandhausen,0-3,0-1,Ingolstadt
Mon Sep 1 2014,Greuther Furth,3-0,2-0,St Pauli
Fri Sep 12 2014,Bochum,1-1,0-1,Karlsruhe
Fri Sep 12 2014,Ingolstadt,4-1,1-0,Aalen
Fri Sep 12 2014,Kaiserslautern,1-0,1-0,Frankfurt FSV
