Date,Team 1,FT,HT,Team 2
Fri Jul 18 2014,Podbeskidzie,2-3,?,Pogon Szczecin
Fri Jul 18 2014,Leczna,1-1,?,Wisla
Sat Jul 19 2014,Jagiellonia,2-2,?,Lechia Gdansk
Sat Jul 19 2014,Legia,0-1,?,GKS Belchatow
Sun Jul 20 2014,Lech Poznan,4-0,?,Piast Gliwice
Sun Jul 20 2014,Zawisza,2-0,?,Korona Kielce
Sun Jul 20 2014,Slask Wroclaw,2-0,?,Ruch
Mon Jul 21 2014,Gornik Z.,2-0,?,Cracovia
Fri Jul 25 2014,GKS Belchatow,2-0,?,Korona Kielce
Fri Jul 25 2014,Lechia Gdansk,1-0,?,Podbeskidzie
Sat Jul 26 2014,Pogon Szczecin,4-1,?,Slask Wroclaw
Sat Jul 26 2014,Cracovia,1-3,?,Legia
Sun Jul 27 2014,Ruch,1-2,?,Leczna
Sun Jul 27 2014,Zawisza,1-3,?,Jagiellonia
Sun Jul 27 2014,Gornik Z.,1-1,?,Lech Poznan
Mon Jul 28 2014,Wisla,1-1,?,Piast Gliwice
Fri Aug 1 2014,Jagiellonia,2-1,?,Cracovia
Fri Aug 1 2014,Piast Gliwice,1-3,?,Lechia Gdansk
Sat Aug 2 2014,Korona Kielce,2-2,?,Pogon Szczecin
Sat Aug 2 2014,Legia,1-1,?,Gornik Z.
Sun Aug 3 2014,Podbeskidzie,3-0,?,Ruch
Sun Aug 3 2014,Slask Wroclaw,2-1,?,Zawisza
Sun Aug 3 2014,Lech Poznan,2-3,?,Wisla
Mon Aug 4 2014,Leczna,1-1,?,GKS Belchatow
Fri Aug 8 2014,Cracovia,2-1,?,Korona Kielce
Fri Aug 8 2014,Gornik Z.,3-0,?,Jagiellonia
Sat Aug 9 2014,GKS Belchatow,2-0,?,Slask Wroclaw
Sat Aug 9 2014,Legia,5-0,?,Leczna
Sun Aug 10 2014,Lechia Gdansk,1-2,?,Lech Poznan
Sun Aug 10 2014,Zawisza,1-2,?,Podbeskidzie
Sun Aug 10 2014,Wisla,2-2,?,Ruch
Mon Aug 11 2014,Pogon Szczecin,0-0,?,Piast Gliwice
Fri Aug 15 2014,Korona Kielce,0-3,?,Gornik Z.
Fri Aug 15 2014,Jagiellonia,0-3,?,Legia
Sat Aug 16 2014,Leczna,5-2,?,Zawisza
Sat Aug 16 2014,Piast Gliwice,0-1,?,Ruch
Sat Aug 16 2014,Lech Poznan,1-1,?,Pogon Szczecin
Sun Aug 17 2014,Slask Wroclaw,0-0,?,Cracovia
Sun Aug 17 2014,Wisla,3-1,?,Lechia Gdansk
Mon Aug 18 2014,Podbeskidzie,1-1,?,GKS Belchatow
Fri Aug 22 2014,Zawisza,0-2,?,Lechia Gdansk
Fri Aug 22 2014,Pogon Szczecin,0-3,?,Wisla
Sat Aug 23 2014,Cracovia,1-3,?,Podbeskidzie
Sat Aug 23 2014,Gornik Z.,2-0,?,Leczna
Sat Aug 23 2014,Jagiellonia,1-3,?,Slask Wroclaw
Sun Aug 24 2014,Legia,2-0,?,Korona Kielce
Sun Aug 24 2014,Ruch,0-0,?,Lech Poznan
Mon Aug 25 2014,GKS Belchatow,0-0,?,Piast Gliwice
Fri Aug 29 2014,Piast Gliwice,3-0,?,Zawisza
Fri Aug 29 2014,Wisla,1-0,?,GKS Belchatow
Sat Aug 30 2014,Leczna,4-2,?,Pogon Szczecin
Sat Aug 30 2014,Slask Wroclaw,2-0,?,Gornik Z.
Sat Aug 30 2014,Korona Kielce,0-3,?,Jagiellonia
Sun Aug 31 2014,Lechia Gdansk,3-3,?,Ruch
Sun Aug 31 2014,Podbeskidzie,2-1,?,Legia
Sun Aug 31 2014,Lech Poznan,1-1,?,Cracovia
Fri Sep 12 2014,Zawisza,2-4,?,Wisla
Fri Sep 12 2014,Pogon Szczecin,1-1,?,Ruch
Sat Sep 13 2014,Cracovia,2-1,?,Leczna
Sat Sep 13 2014,Jagiellonia,1-0,?,Lech Poznan
Sat Sep 13 2014,Legia,4-3,?,Slask Wroclaw
Sun Sep 14 2014,Gornik Z.,1-2,?,Piast Gliwice
Sun Sep 14 2014,GKS Belchatow,1-1,?,Lechia Gdansk
Mon Sep 15 2014,Korona Kielce,2-1,?,Podbeskidzie
Fri Sep 19 2014,Slask Wroclaw,1-0,?,Korona Kielce
Fri Sep 19 2014,Lechia Gdansk,0-1,?,Pogon Szczecin
Sat Sep 20 2014,Piast Gliwice,4-2,?,Cracovia
Sat Sep 20 2014,Podbeskidzie,0-3,?,Gornik Z.
Sat Sep 20 2014,Lech Poznan,6-2,?,Zawisza
Sun Sep 21 2014,Ruch,0-1,?,GKS Belchatow
Sun Sep 21 2014,Wisla,0-3,?,Legia
Mon Sep 22 2014,Leczna,0-0,?,Jagiellonia
Fri Sep 26 2014,Korona Kielce,1-0,?,Piast Gliwice
Fri Sep 26 2014,Slask Wroclaw,2-1,?,Leczna
Sat Sep 27 2014,Zawisza,1-1,?,Ruch
Sat Sep 27 2014,GKS Belchatow,1-0,?,Pogon Szczecin
Sat Sep 27 2014,Legia,2-2,?,Lech Poznan
Sun Sep 28 2014,Gornik Z.,2-2,?,Lechia Gdansk
Sun Sep 28 2014,Cracovia,1-0,?,Wisla
