Date,Team 1,FT,HT,Team 2
Fri Jul 23 1993,Nantes,1-0,?,Monaco
Sat Jul 24 1993,Bordeaux,1-0,?,Paris SG
Sat Jul 24 1993,Caen,1-1,?,Metz
Sat Jul 24 1993,Lille,1-1,?,Martigues
Sat Jul 24 1993,Marseille,1-0,?,Lens
Sat Jul 24 1993,Montpellier,1-1,?,Lyon
Sat Jul 24 1993,Sochaux,4-1,?,Angers
Sat Jul 24 1993,St Etienne,1-2,?,Cannes
Sat Jul 24 1993,Strasbourg,1-1,?,Auxerre
Sat Jul 24 1993,Toulouse,0-0,?,Le Havre
Sat Jul 31 1993,Auxerre,3-1,?,Montpellier
Sat Jul 31 1993,Le Havre,0-3,?,Bordeaux
Sat Jul 31 1993,Lens,0-0,?,Strasbourg
Sat Jul 31 1993,Lyon,2-0,?,Caen
Sat Jul 31 1993,Martigues,1-1,?,Sochaux
Sat Jul 31 1993,Metz,2-0,?,Angers
Sat Jul 31 1993,Monaco,3-0,?,Toulouse
Sat Jul 31 1993,Nantes,1-0,?,St Etienne
Sat Jul 31 1993,Paris SG,2-1,?,Lille
Sun Aug 1 1993,Cannes,2-1,?,Marseille
Fri Aug 6 1993,Lille,0-0,?,Lens
Sat Aug 7 1993,Angers,3-1,?,Lyon
Sat Aug 7 1993,Bordeaux,0-0,?,Cannes
Sat Aug 7 1993,Caen,1-0,?,Auxerre
Sat Aug 7 1993,Marseille,1-1,?,Le Havre
Sat Aug 7 1993,Montpellier,1-0,?,Martigues
Sat Aug 7 1993,Sochaux,2-1,?,Metz
Sat Aug 7 1993,St Etienne,2-0,?,Monaco
Sat Aug 7 1993,Strasbourg,2-2,?,Paris SG
Sat Aug 7 1993,Toulouse,0-3,?,Nantes
Tue Aug 10 1993,Monaco,3-2,?,Bordeaux
Wed Aug 11 1993,Auxerre,0-0,?,Angers
Wed Aug 11 1993,Cannes,2-1,?,Lille
Wed Aug 11 1993,Le Havre,0-0,?,St Etienne
Wed Aug 11 1993,Lens,2-1,?,Montpellier
Wed Aug 11 1993,Lyon,2-0,?,Metz
Wed Aug 11 1993,Martigues,4-1,?,Caen
Wed Aug 11 1993,Nantes,0-0,?,Marseille
Wed Aug 11 1993,Paris SG,1-0,?,Sochaux
Wed Aug 11 1993,Toulouse,0-0,?,Strasbourg
Sat Aug 14 1993,Angers,1-3,?,Martigues
Sat Aug 14 1993,Bordeaux,2-0,?,Nantes
Sat Aug 14 1993,Caen,1-0,?,Lens
Sat Aug 14 1993,Lille,2-2,?,Le Havre
Sat Aug 14 1993,Metz,0-0,?,Auxerre
Sat Aug 14 1993,Montpellier,0-3,?,Monaco
Sat Aug 14 1993,Sochaux,0-1,?,Lyon
Sat Aug 14 1993,St Etienne,2-2,?,Toulouse
Sat Aug 14 1993,Strasbourg,2-2,?,Cannes
Sun Aug 15 1993,Marseille,1-0,?,Paris SG
Fri Aug 27 1993,Monaco,0-0,?,Marseille
Sat Aug 28 1993,Auxerre,3-2,?,Lyon
Sat Aug 28 1993,Cannes,1-1,?,Sochaux
Sat Aug 28 1993,Le Havre,0-1,?,Strasbourg
