Date,Team 1,FT,HT,Team 2
Sat Aug 14 1993,Go Ahead Eagles,1-4,?,Vitesse
Sat Aug 14 1993,Heerenveen,1-0,?,Sparta
Sat Aug 14 1993,NAC Breda,2-3,?,Roda JC
Sat Aug 14 1993,Willem II,1-0,?,MVV Maastricht
Sun Aug 15 1993,Ajax,3-0,?,Waalwijk
Sun Aug 15 1993,Feyenoord,1-0,?,Cambuur
Sun Aug 15 1993,Groningen,1-2,?,PSV Eindhoven
Sun Aug 15 1993,Twente,3-0,?,VVV Venlo
Sun Aug 15 1993,Volendam,2-2,?,Utrecht
Fri Aug 20 1993,Cambuur,1-3,?,NAC Breda
Sat Aug 21 1993,PSV Eindhoven,3-0,?,Go Ahead Eagles
Sun Aug 22 1993,Roda JC,2-0,?,Volendam
Sun Aug 22 1993,Sparta,1-0,?,Willem II
Sun Aug 22 1993,Utrecht,1-4,?,Ajax
Sun Aug 22 1993,Waalwijk,1-3,?,Twente
Wed Aug 25 1993,Ajax,3-0,?,Sparta
Wed Aug 25 1993,Feyenoord,1-0,?,Twente
Wed Aug 25 1993,Go Ahead Eagles,4-0,?,Utrecht
Wed Aug 25 1993,Groningen,3-5,?,Roda JC
Wed Aug 25 1993,Heerenveen,0-0,?,PSV Eindhoven
Wed Aug 25 1993,MVV Maastricht,1-1,?,Waalwijk
Wed Aug 25 1993,NAC Breda,4-1,?,VVV Venlo
Wed Aug 25 1993,Volendam,4-1,?,Cambuur
Wed Aug 25 1993,Willem II,0-3,?,Vitesse
Sat Aug 28 1993,VVV Venlo,2-0,?,Volendam
Sun Aug 29 1993,Cambuur,0-2,?,Groningen
Sun Aug 29 1993,PSV Eindhoven,2-1,?,Willem II
Sun Aug 29 1993,Roda JC,2-1,?,Go Ahead Eagles
Sun Aug 29 1993,Sparta,2-2,?,MVV Maastricht
Sun Aug 29 1993,Twente,0-1,?,NAC Breda
Sun Aug 29 1993,Utrecht,0-1,?,Heerenveen
Sun Aug 29 1993,Vitesse,0-1,?,Ajax
Tue Aug 31 1993,Waalwijk,1-2,?,Feyenoord
Wed Sep 1 1993,MVV Maastricht,1-1,?,Ajax
Wed Sep 1 1993,Utrecht,2-0,?,Groningen
