Date,Team 1,FT,HT,Team 2
Sun Apr 12 2015,Inter Turku,1-1,?,SJK
Sun Apr 12 2015,Jaro,1-1,?,Mariehamn
Sun Apr 12 2015,Lahti,1-1,?,KTP
Sun Apr 12 2015,Rovaniemi,1-3,?,HJK
Sun Apr 19 2015,HJK,1-1,?,Lahti
Sun Apr 19 2015,Inter Turku,3-1,?,Ilves
Sun Apr 19 2015,KTP,0-1,?,KuPS
Sun Apr 19 2015,Mariehamn,1-1,?,HIFK
Sun Apr 19 2015,SJK,1-0,?,Rovaniemi
Thu Apr 23 2015,HIFK,1-1,?,HJK
Thu Apr 23 2015,Ilves,0-0,?,KTP
Thu Apr 23 2015,Jaro,0-1,?,SJK
Thu Apr 23 2015,KuPS,1-0,?,VPS
Thu Apr 23 2015,Lahti,0-1,?,Mariehamn
Thu Apr 23 2015,Rovaniemi,0-4,?,Inter Turku
Wed Apr 29 2015,HJK,1-0,?,KTP
Wed Apr 29 2015,Jaro,3-1,?,Ilves
Wed Apr 29 2015,Rovaniemi,2-0,?,HIFK
Wed Apr 29 2015,VPS,0-1,?,Mariehamn
Sun May 3 2015,HJK,3-0,?,Jaro
Sun May 3 2015,Ilves,0-1,?,Rovaniemi
Sun May 3 2015,KTP,3-2,?,VPS
Sun May 3 2015,Lahti,1-1,?,Inter Turku
Sun May 3 2015,Mariehamn,1-1,?,KuPS
Sun May 3 2015,SJK,2-0,?,HIFK
Fri May 8 2015,HIFK,2-1,?,Inter Turku
Fri May 8 2015,Jaro,1-2,?,Rovaniemi
Fri May 8 2015,KuPS,1-0,?,HJK
Fri May 8 2015,Lahti,1-0,?,SJK
Fri May 8 2015,Mariehamn,2-1,?,KTP
Fri May 8 2015,VPS,2-3,?,Ilves
Mon May 11 2015,HJK,1-0,?,VPS
Mon May 11 2015,Inter Turku,2-0,?,Jaro
Mon May 11 2015,SJK,5-0,?,KuPS
Thu May 14 2015,HJK,1-0,?,Mariehamn
Thu May 14 2015,Ilves,1-1,?,HIFK
Thu May 14 2015,SJK,2-0,?,VPS
Thu May 14 2015,Inter Turku,4-1,?,KTP
