Date,Team 1,FT,HT,Team 2
Mon Apr 6 2015,Mjondalen,1-0,?,Viking
Mon Apr 6 2015,Rosenborg,5-0,?,Aalesund
Mon Apr 6 2015,Sandefjord,3-1,?,Bodo/Glimt
Mon Apr 6 2015,Stabaek,1-1,?,Haugesund
Mon Apr 6 2015,Tromso,0-1,?,Sarpsborg 08
Mon Apr 6 2015,Valerenga,3-1,?,Stromsgodset
Tue Apr 7 2015,Lillestrom,1-1,?,Start
Tue Apr 7 2015,Molde,1-2,?,Odd
Fri Apr 10 2015,Sarpsborg 08,1-1,?,Valerenga
Sat Apr 11 2015,Bodo/Glimt,1-3,?,Molde
Sat Apr 11 2015,Stromsgodset,1-1,?,Mjondalen
Sun Apr 12 2015,Aalesund,1-1,?,Lillestrom
Sun Apr 12 2015,Haugesund,0-6,?,Rosenborg
Sun Apr 12 2015,Odd,2-0,?,Stabaek
Sun Apr 12 2015,Start,2-1,?,Sandefjord
Sun Apr 12 2015,Viking,3-1,?,Tromso
Fri Apr 17 2015,Valerenga,2-0,?,Haugesund
Sat Apr 18 2015,Mjondalen,1-1,?,Start
Sat Apr 18 2015,Rosenborg,1-1,?,Stromsgodset
Sun Apr 19 2015,Bodo/Glimt,2-4,?,Odd
Sun Apr 19 2015,Molde,5-1,?,Aalesund
Sun Apr 19 2015,Sandefjord,1-0,?,Sarpsborg 08
Sun Apr 19 2015,Stabaek,1-0,?,Viking
Sun Apr 19 2015,Tromso,1-1,?,Lillestrom
Fri Apr 24 2015,Start,2-3,?,Valerenga
Sat Apr 25 2015,Odd,2-2,?,Mjondalen
Sat Apr 25 2015,Viking,1-4,?,Rosenborg
Sun Apr 26 2015,Aalesund,0-2,?,Tromso
Sun Apr 26 2015,Haugesund,0-0,?,Molde
Sun Apr 26 2015,Lillestrom,0-2,?,Stabaek
Sun Apr 26 2015,Sarpsborg 08,2-2,?,Bodo/Glimt
Sun Apr 26 2015,Stromsgodset,3-2,?,Sandefjord
Wed Apr 29 2015,Molde,3-1,?,Stromsgodset
Wed Apr 29 2015,Sarpsborg 08,2-0,?,Odd
Thu Apr 30 2015,Bodo/Glimt,1-2,?,Haugesund
Thu Apr 30 2015,Sandefjord,1-2,?,Viking
Thu Apr 30 2015,Tromso,0-2,?,Stabaek
Thu Apr 30 2015,Valerenga,1-2,?,Aalesund
Thu Apr 30 2015,Mjondalen,1-4,?,Lillestrom
Thu Apr 30 2015,Rosenborg,3-2,?,Start
Sat May 2 2015,Stromsgodset,1-1,?,Sarpsborg 08
Sun May 3 2015,Aalesund,2-0,?,Bodo/Glimt
Sun May 3 2015,Start,3-1,?,Tromso
Sun May 3 2015,Haugesund,2-1,?,Sandefjord
Sun May 3 2015,Lillestrom,1-1,?,Valerenga
Sun May 3 2015,Stabaek,1-0,?,Mjondalen
Sun May 3 2015,Odd,1-2,?,Rosenborg
Mon May 4 2015,Viking,2-1,?,Molde
Sat May 9 2015,Mjondalen,4-3,?,Tromso
Sat May 9 2015,Rosenborg,3-0,?,Lillestrom
Sat May 9 2015,Valerenga,0-2,?,Stabaek
Sun May 10 2015,Sandefjord,1-3,?,Aalesund
Sun May 10 2015,Bodo/Glimt,3-5,?,Stromsgodset
Sun May 10 2015,Sarpsborg 08,3-0,?,Haugesund
Sun May 10 2015,Viking,1-1,?,Odd
Sun May 10 2015,Molde,4-0,?,Start
Tue May 12 2015,Mjondalen,3-2,?,Rosenborg
Tue May 12 2015,Tromso,4-5,?,Valerenga
Wed May 13 2015,Aalesund,2-2,?,Sarpsborg 08
Wed May 13 2015,Haugesund,0-2,?,Viking
Wed May 13 2015,Lillestrom,2-1,?,Molde
Wed May 13 2015,Odd,2-0,?,Stromsgodset
Wed May 13 2015,Stabaek,4-0,?,Sandefjord
Wed May 13 2015,Start,1-1,?,Bodo/Glimt
Sat May 16 2015,Bodo/Glimt,1-0,?,Tromso
Sat May 16 2015,Valerenga,4-2,?,Mjondalen
Sat May 16 2015,Molde,3-3,?,Stabaek
Sat May 16 2015,Odd,0-0,?,Haugesund
Sat May 16 2015,Rosenborg,5-1,?,Sandefjord
Sat May 16 2015,Sarpsborg 08,1-3,?,Lillestrom
Sat May 16 2015,Stromsgodset,3-1,?,Aalesund
Sat May 16 2015,Viking,1-0,?,Start
Fri May 22 2015,Mjondalen,0-3,?,Molde
Sun May 24 2015,Haugesund,4-0,?,Stromsgodset
Mon May 25 2015,Lillestrom,3-0,?,Bodo/Glimt
Mon May 25 2015,Tromso,2-2,?,Odd
Mon May 25 2015,Aalesund,0-4,?,Viking
Mon May 25 2015,Stabaek,2-3,?,Rosenborg
Mon May 25 2015,Sandefjord,0-3,?,Valerenga
Mon May 25 2015,Start,1-2,?,Sarpsborg 08
Fri May 29 2015,Odd,1-1,?,Aalesund
Sat May 30 2015,Haugesund,0-2,?,Start
Sat May 30 2015,Molde,6-1,?,Sandefjord
Sun May 31 2015,Stromsgodset,2-0,?,Lillestrom
Sun May 31 2015,Bodo/Glimt,5-1,?,Mjondalen
Sun May 31 2015,Sarpsborg 08,0-1,?,Stabaek
Sun May 31 2015,Viking,3-4,?,Valerenga
Sun May 31 2015,Rosenborg,1-1,?,Tromso
Fri Jun 5 2015,Tromso,2-0,?,Molde
Sat Jun 6 2015,Valerenga,1-2,?,Rosenborg
Sat Jun 6 2015,Sandefjord,0-1,?,Odd
Sun Jun 7 2015,Aalesund,2-1,?,Haugesund
Sun Jun 7 2015,Mjondalen,1-1,?,Sarpsborg 08
Sun Jun 7 2015,Stabaek,3-2,?,Bodo/Glimt
Sun Jun 7 2015,Start,0-1,?,Stromsgodset
Sun Jun 7 2015,Lillestrom,2-1,?,Viking
Fri Jun 19 2015,Odd,3-3,?,Start
Sat Jun 20 2015,Sandefjord,0-0,?,Lillestrom
Sat Jun 20 2015,Molde,0-0,?,Valerenga
Sun Jun 21 2015,Bodo/Glimt,0-3,?,Viking
Sun Jun 21 2015,Aalesund,1-1,?,Stabaek
Sun Jun 21 2015,Haugesund,1-1,?,Mjondalen
Sun Jun 21 2015,Stromsgodset,2-1,?,Tromso
Sun Jun 21 2015,Sarpsborg 08,0-2,?,Rosenborg
Sat Jun 27 2015,Start,3-1,?,Aalesund
Sat Jun 27 2015,Rosenborg,1-1,?,Molde
Sat Jun 27 2015,Stabaek,3-2,?,Stromsgodset
Sun Jun 28 2015,Viking,3-1,?,Sarpsborg 08
Sun Jun 28 2015,Lillestrom,1-1,?,Odd
