Date,Team 1,FT,HT,Team 2
Sat Jul 18 2015,Luzern,2-2,?,Sion
Sat Jul 18 2015,Zurich,1-1,?,Young Boys
Sun Jul 19 2015,Basel,2-0,?,Vaduz
Sun Jul 19 2015,Thun,3-5,?,Grasshoppers
Sun Jul 19 2015,St. Gallen,2-0,?,Lugano
Sat Jul 25 2015,Young Boys,1-1,?,Luzern
Sat Jul 25 2015,Grasshoppers,2-3,?,Basel
Sun Jul 26 2015,Lugano,2-3,?,Thun
Sun Jul 26 2015,Sion,1-0,?,St. Gallen
Sun Jul 26 2015,Vaduz,2-2,?,Zurich
Sat Aug 1 2015,Basel,3-0,?,Sion
Sat Aug 1 2015,St. Gallen,1-1,?,Young Boys
Sun Aug 2 2015,Lugano,1-0,?,Vaduz
Sun Aug 2 2015,Thun,0-1,?,Luzern
Sun Aug 2 2015,Zurich,2-3,?,Grasshoppers
Sat Aug 8 2015,Grasshoppers,6-1,?,Lugano
Sat Aug 8 2015,Luzern,1-3,?,Basel
Sun Aug 9 2015,St. Gallen,0-2,?,Zurich
Sun Aug 9 2015,Vaduz,1-1,?,Sion
Sun Aug 9 2015,Young Boys,3-1,?,Thun
Wed Aug 12 2015,Basel,3-1,?,Thun
Wed Aug 12 2015,Young Boys,0-1,?,Lugano
Wed Aug 12 2015,Luzern,0-1,?,St. Gallen
Thu Aug 13 2015,Sion,3-1,?,Zurich
Thu Aug 13 2015,Vaduz,3-3,?,Grasshoppers
Sat Aug 22 2015,Lugano,1-3,?,Basel
Sat Aug 22 2015,Zurich,2-5,?,Luzern
Sun Aug 23 2015,St. Gallen,0-2,?,Grasshoppers
Sun Aug 23 2015,Thun,1-0,?,Vaduz
Sun Aug 23 2015,Sion,1-3,?,Young Boys
Sat Aug 29 2015,Lugano,0-1,?,Luzern
Sat Aug 29 2015,Vaduz,1-0,?,St. Gallen
Sun Aug 30 2015,Thun,0-2,?,Sion
Sun Aug 30 2015,Basel,3-1,?,Zurich
Sun Aug 30 2015,Grasshoppers,3-2,?,Young Boys
Sat Sep 12 2015,Basel,2-1,?,St. Gallen
Sat Sep 12 2015,Young Boys,4-0,?,Vaduz
Sun Sep 13 2015,Luzern,3-3,?,Grasshoppers
Sun Sep 13 2015,Zurich,3-3,?,Thun
Sun Sep 13 2015,Sion,3-0,?,Lugano
Tue Sep 22 2015,Lugano,0-0,?,Zurich
Tue Sep 22 2015,St. Gallen,1-0,?,Thun
Wed Sep 23 2015,Grasshoppers,2-0,?,Sion
Wed Sep 23 2015,Vaduz,1-2,?,Luzern
Wed Sep 23 2015,Young Boys,4-3,?,Basel
Sat Sep 26 2015,Grasshoppers,1-1,?,St. Gallen
Sat Sep 26 2015,Basel,3-1,?,Lugano
Sun Sep 27 2015,Sion,0-1,?,Vaduz
Sun Sep 27 2015,Thun,0-1,?,Young Boys
Sun Sep 27 2015,Luzern,1-0,?,Zurich
Sat Oct 3 2015,Vaduz,1-1,?,Thun
Sat Oct 3 2015,Luzern,2-2,?,Lugano
Sun Oct 4 2015,St. Gallen,1-1,?,Sion
Sun Oct 4 2015,Young Boys,3-1,?,Grasshoppers
Sun Oct 4 2015,Zurich,2-2,?,Basel
Sat Oct 17 2015,Grasshoppers,1-0,?,Luzern
Sat Oct 17 2015,Vaduz,1-1,?,Young Boys
Sun Oct 18 2015,Sion,0-2,?,Basel
Sun Oct 18 2015,Thun,5-1,?,Zurich
Sun Oct 18 2015,Lugano,3-1,?,St. Gallen
Sat Oct 24 2015,Luzern,1-1,?,Vaduz
Sat Oct 24 2015,Zurich,2-2,?,St. Gallen
Sun Oct 25 2015,Sion,3-2,?,Grasshoppers
Sun Oct 25 2015,Thun,2-1,?,Lugano
Sun Oct 25 2015,Basel,1-0,?,Young Boys
Sat Oct 31 2015,Grasshoppers,1-2,?,Thun
Sat Oct 31 2015,Vaduz,1-2,?,Basel
Sun Nov 1 2015,Lugano,3-0,?,Sion
Sun Nov 1 2015,Young Boys,1-1,?,Zurich
Sun Nov 1 2015,St. Gallen,1-0,?,Luzern
Sat Nov 7 2015,Zurich,1-1,?,Vaduz
Sat Nov 7 2015,Lugano,1-1,?,Young Boys
Sun Nov 8 2015,Sion,2-0,?,Luzern
Sun Nov 8 2015,Thun,0-2,?,St. Gallen
Sun Nov 8 2015,Basel,2-3,?,Grasshoppers
Sat Nov 21 2015,Grasshoppers,2-0,?,Vaduz
Sat Nov 21 2015,Luzern,1-0,?,Thun
Sun Nov 22 2015,St. Gallen,2-1,?,Basel
Sun Nov 22 2015,Zurich,5-3,?,Lugano
Sun Nov 22 2015,Young Boys,1-1,?,Sion
Sat Nov 28 2015,Vaduz,1-1,?,Lugano
Sat Nov 28 2015,Young Boys,2-1,?,St. Gallen
Sun Nov 29 2015,Basel,3-0,?,Luzern
Sun Nov 29 2015,Sion,1-2,?,Thun
Sun Nov 29 2015,Grasshoppers,5-0,?,Zurich
Sat Dec 5 2015,Zurich,1-0,?,Sion
Sat Dec 5 2015,Luzern,3-1,?,Young Boys
Sun Dec 6 2015,Lugano,4-1,?,Grasshoppers
Sun Dec 6 2015,St. Gallen,2-2,?,Vaduz
Sun Dec 6 2015,Thun,0-2,?,Basel
Sat Feb 6 2016,Lugano,2-5,?,Vaduz
Sat Feb 6 2016,Young Boys,1-1,?,Grasshoppers
Sun Feb 7 2016,St. Gallen,1-2,?,Thun
Sun Feb 7 2016,Zurich,0-1,?,Sion
Sun Feb 7 2016,Basel,3-0,?,Luzern
Sat Feb 13 2016,Thun,2-1,?,Lugano
Sat Feb 13 2016,Vaduz,1-1,?,Young Boys
Sun Feb 14 2016,Grasshoppers,0-4,?,Basel
Sun Feb 14 2016,Luzern,1-2,?,Zurich
Sat Feb 20 2016,Lugano,0-0,?,Zurich
Sat Feb 20 2016,Young Boys,2-1,?,Thun
Sun Feb 21 2016,Basel,5-1,?,Vaduz
Sun Feb 21 2016,Grasshoppers,3-0,?,Sion
Sun Feb 21 2016,Luzern,0-1,?,St. Gallen
Sat Feb 27 2016,Sion,3-1,?,Luzern
Sat Feb 27 2016,Zurich,0-1,?,Young Boys
Sun Feb 28 2016,Thun,1-1,?,Basel
Sun Feb 28 2016,Vaduz,1-1,?,Grasshoppers
Sun Feb 28 2016,St. Gallen,3-3,?,Lugano
Sat Mar 5 2016,Zurich,0-0,?,Thun
Sun Mar 6 2016,Sion,2-0,?,Vaduz
Sun Mar 6 2016,Young Boys,5-2,?,Luzern
Mon Mar 7 2016,St. Gallen,2-0,?,Grasshoppers
Sat Mar 12 2016,Vaduz,0-0,?,Thun
Sat Mar 12 2016,Luzern,2-1,?,Lugano
Sun Mar 13 2016,Basel,4-2,?,St. Gallen
Sun Mar 13 2016,Young Boys,3-2,?,Sion
Sun Mar 13 2016,Grasshoppers,4-2,?,Zurich
Sat Mar 19 2016,Thun,1-1,?,Luzern
