Date,Team 1,FT,HT,Team 2
Fri Jul 17 2015,Spartak Moscow,2-2,?,Ufa
Sat Jul 18 2015,CSKA Moscow,1-0,?,Rubin Kazan
Sat Jul 18 2015,FK Rostov,1-1,?,Akhmat Grozny
Sun Jul 19 2015,Zenit,2-1,?,Dynamo Moscow
Sun Jul 19 2015,M. Saransk,0-1,?,Lokomotiv Moscow
Sun Jul 19 2015,FK Anzi Makhackala,0-1,?,FK Krylya Sovetov Samara
Mon Jul 20 2015,Amkar,0-1,?,Krasnodar
Mon Jul 20 2015,Kuban,0-2,?,Ural
Fri Jul 24 2015,FK Krylya Sovetov Samara,0-2,?,CSKA Moscow
Sat Jul 25 2015,Ufa,1-2,?,FK Rostov
Sat Jul 25 2015,Dynamo Moscow,2-2,?,M. Saransk
Sat Jul 25 2015,Akhmat Grozny,1-1,?,Kuban
Sun Jul 26 2015,Ural,1-4,?,Zenit
Sun Jul 26 2015,Rubin Kazan,0-2,?,Amkar
Sun Jul 26 2015,Krasnodar,0-1,?,Spartak Moscow
Mon Jul 27 2015,FK Anzi Makhackala,1-3,?,Lokomotiv Moscow
Fri Jul 31 2015,Kuban,1-1,?,Ufa
Sat Aug 1 2015,Amkar,1-0,?,FK Krylya Sovetov Samara
Sat Aug 1 2015,Zenit,3-0,?,Akhmat Grozny
Sat Aug 1 2015,CSKA Moscow,1-0,?,FK Anzi Makhackala
Sun Aug 2 2015,Lokomotiv Moscow,1-1,?,Dynamo Moscow
Sun Aug 2 2015,M. Saransk,1-1,?,Ural
Sun Aug 2 2015,FK Rostov,0-0,?,Krasnodar
Mon Aug 3 2015,Spartak Moscow,1-0,?,Rubin Kazan
Fri Aug 7 2015,Akhmat Grozny,0-0,?,M. Saransk
Sat Aug 8 2015,Ural,1-3,?,Lokomotiv Moscow
Sat Aug 8 2015,FK Anzi Makhackala,2-3,?,Dynamo Moscow
Sun Aug 9 2015,CSKA Moscow,2-0,?,Amkar
Sun Aug 9 2015,Ufa,0-1,?,Zenit
Sun Aug 9 2015,FK Krylya Sovetov Samara,0-2,?,Spartak Moscow
Mon Aug 10 2015,Rubin Kazan,0-3,?,FK Rostov
Mon Aug 10 2015,Krasnodar,1-1,?,Kuban
Fri Aug 14 2015,Amkar,1-1,?,FK Anzi Makhackala
Fri Aug 14 2015,Spartak Moscow,1-2,?,CSKA Moscow
Sat Aug 15 2015,Zenit,0-2,?,Krasnodar
Sat Aug 15 2015,Kuban,0-1,?,Rubin Kazan
Sun Aug 16 2015,Lokomotiv Moscow,0-0,?,Akhmat Grozny
Sun Aug 16 2015,Dynamo Moscow,1-0,?,Ural
Sun Aug 16 2015,FK Rostov,1-1,?,FK Krylya Sovetov Samara
Mon Aug 17 2015,M. Saransk,0-1,?,Ufa
Fri Aug 21 2015,Akhmat Grozny,1-1,?,Dynamo Moscow
Sat Aug 22 2015,Amkar,1-3,?,Spartak Moscow
