Date,Team 1,FT,HT,Team 2
Fri Aug 14 2015,Bayern Munich,5-0,1-0,Hamburg
Sat Aug 15 2015,Augsburg,0-1,0-0,Hertha
Sat Aug 15 2015,Darmstadt,2-2,1-0,Hannover
Sat Aug 15 2015,Dortmund,4-0,3-0,M'gladbach
Sat Aug 15 2015,Leverkusen,2-1,1-1,Hoffenheim
Sat Aug 15 2015,Mainz,0-1,0-0,Ingolstadt
Sat Aug 15 2015,Werder Bremen,0-3,0-1,Schalke 04
Sun Aug 16 2015,Stuttgart,1-3,0-0,FC Koln
Sun Aug 16 2015,Wolfsburg,2-1,2-1,Ein Frankfurt
Fri Aug 21 2015,Hertha,1-1,1-1,Werder Bremen
Sat Aug 22 2015,Ein Frankfurt,1-1,0-1,Augsburg
Sat Aug 22 2015,FC Koln,1-1,1-0,Wolfsburg
Sat Aug 22 2015,Hamburg,3-2,1-2,Stuttgart
Sat Aug 22 2015,Hannover,0-1,0-1,Leverkusen
Sat Aug 22 2015,Hoffenheim,1-2,1-1,Bayern Munich
Sat Aug 22 2015,Schalke 04,1-1,0-1,Darmstadt
Sun Aug 23 2015,Ingolstadt,0-4,0-0,Dortmund
Sun Aug 23 2015,M'gladbach,1-2,0-1,Mainz
Fri Aug 28 2015,Wolfsburg,3-0,1-0,Schalke 04
Sat Aug 29 2015,Augsburg,0-1,0-0,Ingolstadt
Sat Aug 29 2015,Bayern Munich,3-0,1-0,Leverkusen
Sat Aug 29 2015,Darmstadt,0-0,0-0,Hoffenheim
Sat Aug 29 2015,FC Koln,2-1,0-0,Hamburg
Sat Aug 29 2015,Mainz,3-0,2-0,Hannover
Sat Aug 29 2015,Stuttgart,1-4,1-2,Ein Frankfurt
Sun Aug 30 2015,Dortmund,3-1,1-0,Hertha
Sun Aug 30 2015,Werder Bremen,2-1,1-1,M'gladbach
Fri Sep 11 2015,M'gladbach,0-3,0-2,Hamburg
Sat Sep 12 2015,Bayern Munich,2-1,0-1,Augsburg
Sat Sep 12 2015,Ein Frankfurt,6-2,4-1,FC Koln
Sat Sep 12 2015,Hannover,2-4,1-2,Dortmund
Sat Sep 12 2015,Hertha,2-1,2-1,Stuttgart
Sat Sep 12 2015,Ingolstadt,0-0,0-0,Wolfsburg
Sat Sep 12 2015,Leverkusen,0-1,0-1,Darmstadt
Sun Sep 13 2015,Hoffenheim,1-3,0-1,Werder Bremen
Sun Sep 13 2015,Schalke 04,2-1,1-1,Mainz
Fri Sep 18 2015,Mainz,3-1,1-1,Hoffenheim
Sat Sep 19 2015,Darmstadt,0-3,0-1,Bayern Munich
Sat Sep 19 2015,FC Koln,1-0,0-0,M'gladbach
