Date,Team 1,FT,HT,Team 2
Fri Jul 17 2015,Nordsjaelland,0-2,?,Sonderjyske
Sat Jul 18 2015,Midtjylland,2-0,?,Viborg
Sun Jul 19 2015,Odense,3-0,?,Hobro
Sun Jul 19 2015,Aarhus,2-1,?,Brondby
Mon Jul 20 2015,Aalborg,1-1,?,Esbjerg
Fri Jul 24 2015,Hobro,0-1,?,Aalborg
Fri Jul 24 2015,Sonderjyske,1-2,?,Midtjylland
Sun Jul 26 2015,Randers FC,3-0,?,Nordsjaelland
Sun Jul 26 2015,Brondby,1-2,?,Odense
Sun Jul 26 2015,Esbjerg,1-2,?,FC Copenhagen
Mon Jul 27 2015,Viborg,0-0,?,Aarhus
Fri Jul 31 2015,Viborg,2-1,?,Esbjerg
Fri Jul 31 2015,Midtjylland,1-0,?,Odense
Sun Aug 2 2015,Aarhus,3-2,?,Randers FC
Sun Aug 2 2015,Sonderjyske,1-3,?,FC Copenhagen
Sun Aug 2 2015,Brondby,0-2,?,Hobro
Mon Aug 3 2015,Nordsjaelland,2-1,?,Aalborg
Fri Aug 7 2015,Odense,2-2,?,Aarhus
Sat Aug 8 2015,Hobro,1-1,?,Viborg
Sun Aug 9 2015,Esbjerg,0-4,?,Sonderjyske
Sun Aug 9 2015,FC Copenhagen,1-1,?,Nordsjaelland
Sun Aug 9 2015,Randers FC,3-3,?,Brondby
Mon Aug 10 2015,Aalborg,0-2,?,Midtjylland
Fri Aug 14 2015,Midtjylland,0-0,?,FC Copenhagen
Sat Aug 15 2015,Aarhus,2-3,?,Aalborg
Sun Aug 16 2015,Nordsjaelland,1-2,?,Esbjerg
Sun Aug 16 2015,Viborg,0-4,?,Brondby
Sun Aug 16 2015,Odense,2-3,?,Randers FC
Mon Aug 17 2015,Sonderjyske,3-0,?,Hobro
Fri Aug 21 2015,Hobro,1-3,?,Nordsjaelland
Sun Aug 23 2015,Randers FC,0-1,?,Viborg
Sun Aug 23 2015,Brondby,1-0,?,Sonderjyske
Sun Aug 23 2015,FC Copenhagen,2-2,?,Aarhus
