Date,Team 1,FT,HT,Team 2
Fri Jul 24 2015,Veracruz,2-0,?,Guadalajara Chivas
Sat Jul 25 2015,Cruz Azul,0-3,?,Monarcas
Sat Jul 25 2015,U.A.N.L.- Tigres,0-1,?,Toluca
Sat Jul 25 2015,Pachuca,2-1,?,Club Tijuana
Sat Jul 25 2015,Atlas,0-2,?,Queretaro
Sat Jul 25 2015,Dorados de Sinaloa,0-0,?,Chiapas
Sat Jul 25 2015,Santos Laguna,1-3,?,Club Leon
Sun Jul 26 2015,U.N.A.M.- Pumas,3-0,?,Monterrey
Sun Jul 26 2015,Puebla,4-2,?,Club America
Fri Jul 31 2015,Queretaro,1-2,?,Pachuca
Fri Jul 31 2015,Club Tijuana,1-2,?,Dorados de Sinaloa
Sat Aug 1 2015,Club America,1-3,?,Atlas
Sat Aug 1 2015,Club Leon,4-1,?,Veracruz
Sat Aug 1 2015,Monarcas,1-0,?,U.A.N.L.- Tigres
Sat Aug 1 2015,Chiapas,2-1,?,Santos Laguna
Sun Aug 2 2015,Toluca,2-1,?,U.N.A.M.- Pumas
Sun Aug 2 2015,Guadalajara Chivas,0-1,?,Cruz Azul
Fri Aug 7 2015,Veracruz,2-1,?,Chiapas
Fri Aug 7 2015,Santos Laguna,0-1,?,Club Tijuana
Sat Aug 8 2015,Cruz Azul,2-0,?,Club Leon
Sat Aug 8 2015,Pachuca,0-3,?,Club America
Sat Aug 8 2015,Atlas,0-3,?,Monterrey
Sat Aug 8 2015,Dorados de Sinaloa,1-1,?,Queretaro
Sun Aug 9 2015,Toluca,0-1,?,Monarcas
Sun Aug 9 2015,Puebla,3-2,?,U.N.A.M.- Pumas
Sun Aug 9 2015,U.A.N.L.- Tigres,2-2,?,Guadalajara Chivas
Tue Aug 11 2015,Club America,4-0,?,Dorados de Sinaloa
Tue Aug 11 2015,Queretaro,1-2,?,Santos Laguna
Tue Aug 11 2015,Monterrey,4-3,?,Pachuca
Tue Aug 11 2015,Club Tijuana,1-3,?,Veracruz
Wed Aug 12 2015,Puebla,1-0,?,Toluca
Wed Aug 12 2015,Club Leon,2-1,?,U.A.N.L.- Tigres
Wed Aug 12 2015,Guadalajara Chivas,2-0,?,Monarcas
Wed Aug 12 2015,Chiapas,2-1,?,Cruz Azul
Wed Aug 12 2015,U.N.A.M.- Pumas,5-0,?,Atlas
