Date,Team 1,FT,HT,Team 2
Fri Jul 31 2015,Ajaccio,0-0,0-0,Dijon
Fri Jul 31 2015,Auxerre,0-0,0-0,Brest
Fri Jul 31 2015,Bourg Peronnas,1-3,1-1,Le Havre
Fri Jul 31 2015,Clermont,0-0,0-0,Sochaux
Fri Jul 31 2015,Nimes,0-0,0-0,Evian Thonon Gaillard
Fri Jul 31 2015,Niort,0-1,0-1,Valenciennes
Fri Jul 31 2015,Paris FC,1-1,0-0,Laval
Fri Jul 31 2015,Red Star,0-1,0-0,Creteil
Sat Aug 1 2015,Metz,0-0,0-0,Lens
Mon Aug 3 2015,Nancy,0-0,0-0,Tours
Fri Aug 7 2015,Brest,2-0,1-0,Nimes
Fri Aug 7 2015,Creteil,2-1,1-0,Bourg Peronnas
Fri Aug 7 2015,Dijon,3-0,1-0,Niort
Fri Aug 7 2015,Evian Thonon Gaillard,2-2,1-1,Clermont
Fri Aug 7 2015,Laval,0-1,0-0,Nancy
Fri Aug 7 2015,Le Havre,1-0,0-0,Ajaccio
Fri Aug 7 2015,Sochaux,0-1,0-1,Metz
Fri Aug 7 2015,Tours,0-0,0-0,Paris FC
Fri Aug 7 2015,Valenciennes,0-0,0-0,Auxerre
Sat Aug 8 2015,Lens,1-1,0-1,Red Star
Fri Aug 14 2015,Ajaccio,1-1,1-1,Evian Thonon Gaillard
Fri Aug 14 2015,Auxerre,2-3,0-0,Laval
Fri Aug 14 2015,Bourg Peronnas,2-1,1-0,Dijon
Fri Aug 14 2015,Clermont,1-0,0-0,Nimes
Fri Aug 14 2015,Lens,1-1,1-0,Creteil
Fri Aug 14 2015,Niort,1-1,0-1,Sochaux
Fri Aug 14 2015,Paris FC,3-0,1-0,Le Havre
Fri Aug 14 2015,Red Star,1-1,1-0,Tours
Sat Aug 15 2015,Nancy,3-0,3-0,Brest
Mon Aug 17 2015,Metz,2-0,0-0,Valenciennes
Fri Aug 21 2015,Brest,1-0,0-0,Ajaccio
Fri Aug 21 2015,Creteil,1-2,1-0,Metz
Fri Aug 21 2015,Dijon,2-0,1-0,Lens
Fri Aug 21 2015,Evian Thonon Gaillard,0-0,0-0,Niort
Fri Aug 21 2015,Laval,2-1,0-1,Red Star
Fri Aug 21 2015,Le Havre,0-1,0-1,Clermont
Fri Aug 21 2015,Sochaux,1-1,0-0,Paris FC
Fri Aug 21 2015,Tours,3-1,1-0,Auxerre
Fri Aug 21 2015,Valenciennes,1-1,1-1,Bourg Peronnas
Sat Aug 22 2015,Nimes,2-2,1-1,Nancy
Fri Aug 28 2015,Ajaccio,1-2,1-0,Tours
Fri Aug 28 2015,Auxerre,1-0,1-0,Nimes
Fri Aug 28 2015,Bourg Peronnas,2-1,1-1,Sochaux
Fri Aug 28 2015,Clermont,1-2,0-0,Nancy
Fri Aug 28 2015,Dijon,4-1,2-0,Creteil
Fri Aug 28 2015,Niort,0-1,0-0,Laval
Fri Aug 28 2015,Paris FC,1-1,0-1,Brest
Fri Aug 28 2015,Red Star,1-5,0-1,Valenciennes
Sat Aug 29 2015,Metz,2-1,1-0,Evian Thonon Gaillard
Mon Aug 31 2015,Lens,0-4,0-3,Le Havre
Fri Sep 11 2015,Clermont,1-1,0-1,Paris FC
Fri Sep 11 2015,Evian Thonon Gaillard,4-0,1-0,Auxerre
Fri Sep 11 2015,Laval,0-1,0-0,Metz
Fri Sep 11 2015,Le Havre,0-2,0-1,Red Star
Fri Sep 11 2015,Nancy,1-1,0-0,Niort
Fri Sep 11 2015,Nimes,0-0,0-0,Ajaccio
Fri Sep 11 2015,Sochaux,0-3,0-2,Creteil
Fri Sep 11 2015,Tours,0-1,0-0,Bourg Peronnas
Sat Sep 12 2015,Valenciennes,1-3,0-2,Dijon
Mon Sep 14 2015,Brest,2-1,1-0,Lens
Fri Sep 18 2015,Ajaccio,0-0,0-0,Laval
Fri Sep 18 2015,Auxerre,1-0,0-0,Clermont
Fri Sep 18 2015,Bourg Peronnas,3-1,1-0,Brest
Fri Sep 18 2015,Creteil,0-1,0-0,Valenciennes
Fri Sep 18 2015,Dijon,2-1,0-1,Le Havre
Fri Sep 18 2015,Lens,1-1,1-0,Tours
Fri Sep 18 2015,Metz,0-0,0-0,Nancy
Fri Sep 18 2015,Niort,1-0,0-0,Nimes
Fri Sep 18 2015,Red Star,0-0,0-0,Sochaux
Sat Sep 19 2015,Paris FC,0-0,0-0,Evian Thonon Gaillard
Mon Sep 21 2015,Valenciennes,0-1,0-1,Lens
Tue Sep 22 2015,Brest,1-1,1-1,Niort
Tue Sep 22 2015,Clermont,2-1,2-0,Ajaccio
Tue Sep 22 2015,Evian Thonon Gaillard,0-1,0-0,Red Star
Tue Sep 22 2015,Laval,1-3,0-2,Bourg Peronnas
Tue Sep 22 2015,Le Havre,1-1,1-1,Metz
Tue Sep 22 2015,Nancy,0-1,0-0,Auxerre
Tue Sep 22 2015,Nimes,1-1,0-1,Paris FC
Tue Sep 22 2015,Sochaux,0-1,0-0,Dijon
Tue Sep 22 2015,Tours,1-2,0-1,Creteil
Fri Sep 25 2015,Ajaccio,1-0,1-0,Auxerre
Fri Sep 25 2015,Bourg Peronnas,0-2,0-0,Evian Thonon Gaillard
Fri Sep 25 2015,Creteil,2-1,1-0,Le Havre
Fri Sep 25 2015,Lens,1-0,0-0,Sochaux
Fri Sep 25 2015,Metz,1-2,1-0,Nimes
Fri Sep 25 2015,Niort,1-1,0-0,Clermont
Fri Sep 25 2015,Red Star,1-0,0-0,Brest
Fri Sep 25 2015,Valenciennes,0-0,0-0,Tours
Sat Sep 26 2015,Dijon,2-0,2-0,Laval
Mon Sep 28 2015,Paris FC,1-1,1-0,Nancy
