Date,Team 1,FT,HT,Team 2
Fri Aug 14 2015,Fenerbahce,2-0,2-0,Eskisehirspor
Sat Aug 15 2015,Buyuksehyr,2-3,0-1,Antalyaspor
Sat Aug 15 2015,Sivasspor,2-2,1-0,Galatasaray
Sat Aug 15 2015,Trabzonspor,1-0,0-0,Bursaspor
Sun Aug 16 2015,Gaziantepspor,0-3,0-0,Kasimpasa
Sun Aug 16 2015,Konyaspor,1-1,0-1,Akhisar Belediyespor
Sun Aug 16 2015,Mersin Idman Yurdu,2-5,1-2,Besiktas
Sun Aug 16 2015,Osmanlispor,1-1,0-0,Kayserispor
Mon Aug 17 2015,Genclerbirligi,2-3,0-1,Rizespor
Fri Aug 21 2015,Kasimpasa,1-0,1-0,Buyuksehyr
Sat Aug 22 2015,Akhisar Belediyespor,2-0,0-0,Mersin Idman Yurdu
Sat Aug 22 2015,Besiktas,1-2,0-0,Trabzonspor
Sat Aug 22 2015,Kayserispor,1-1,1-1,Konyaspor
Sun Aug 23 2015,Antalyaspor,3-1,0-1,Genclerbirligi
Sun Aug 23 2015,Bursaspor,0-1,0-0,Gaziantepspor
Sun Aug 23 2015,Eskisehirspor,4-2,2-0,Sivasspor
Sun Aug 23 2015,Rizespor,1-1,0-1,Fenerbahce
Mon Aug 24 2015,Galatasaray,1-2,1-1,Osmanlispor
Fri Aug 28 2015,Gaziantepspor,0-4,0-0,Besiktas
Sat Aug 29 2015,Buyuksehyr,2-1,1-1,Bursaspor
Sat Aug 29 2015,Genclerbirligi,1-0,0-0,Kasimpasa
Sat Aug 29 2015,Konyaspor,1-4,1-2,Galatasaray
Sat Aug 29 2015,Mersin Idman Yurdu,1-2,0-0,Kayserispor
Sun Aug 30 2015,Eskisehirspor,1-1,0-0,Rizespor
Sun Aug 30 2015,Fenerbahce,2-1,1-0,Antalyaspor
Sun Aug 30 2015,Sivasspor,1-1,0-0,Osmanlispor
Sun Aug 30 2015,Trabzonspor,2-2,1-0,Akhisar Belediyespor
Sat Sep 12 2015,Akhisar Belediyespor,0-0,0-0,Gaziantepspor
Sat Sep 12 2015,Antalyaspor,2-0,0-0,Eskisehirspor
Sat Sep 12 2015,Bursaspor,3-2,1-0,Genclerbirligi
Sat Sep 12 2015,Galatasaray,1-1,0-0,Mersin Idman Yurdu
Sun Sep 13 2015,Besiktas,2-0,1-0,Buyuksehyr
Sun Sep 13 2015,Kasimpasa,0-1,0-1,Fenerbahce
Sun Sep 13 2015,Osmanlispor,1-2,1-0,Konyaspor
Sun Sep 13 2015,Rizespor,1-1,0-1,Sivasspor
Mon Sep 14 2015,Kayserispor,0-1,0-0,Trabzonspor
Fri Sep 18 2015,Buyuksehyr,2-0,1-0,Akhisar Belediyespor
Fri Sep 18 2015,Mersin Idman Yurdu,0-4,0-2,Osmanlispor
Sat Sep 19 2015,Eskisehirspor,0-3,0-1,Kasimpasa
Sat Sep 19 2015,Rizespor,5-1,3-1,Antalyaspor
Sat Sep 19 2015,Sivasspor,0-0,0-0,Konyaspor
Sat Sep 19 2015,Trabzonspor,0-1,0-0,Galatasaray
Sun Sep 20 2015,Fenerbahce,2-1,1-0,Bursaspor
Sun Sep 20 2015,Gaziantepspor,1-0,0-0,Kayserispor
Mon Sep 21 2015,Genclerbirligi,1-1,1-0,Besiktas
Sat Sep 26 2015,Akhisar Belediyespor,1-0,0-0,Genclerbirligi
Sat Sep 26 2015,Galatasaray,2-1,1-1,Gaziantepspor
Sat Sep 26 2015,Osmanlispor,3-1,1-0,Trabzonspor
Sun Sep 27 2015,Antalyaspor,1-1,1-1,Sivasspor
Sun Sep 27 2015,Besiktas,3-2,2-1,Fenerbahce
Sun Sep 27 2015,Konyaspor,2-0,1-0,Mersin Idman Yurdu
Mon Sep 28 2015,Bursaspor,2-0,0-0,Eskisehirspor
Mon Sep 28 2015,Kasimpasa,1-1,1-0,Rizespor
Mon Sep 28 2015,Kayserispor,0-1,0-0,Buyuksehyr
Fri Oct 2 2015,Sivasspor,2-2,2-0,Mersin Idman Yurdu
Fri Oct 2 2015,Trabzonspor,1-2,0-0,Konyaspor
Sat Oct 3 2015,Buyuksehyr,0-2,0-0,Galatasaray
Sat Oct 3 2015,Gaziantepspor,2-1,2-1,Osmanlispor
Sat Oct 3 2015,Genclerbirligi,2-0,0-0,Kayserispor
Sun Oct 4 2015,Antalyaspor,0-0,0-0,Kasimpasa
Sun Oct 4 2015,Eskisehirspor,1-2,0-1,Besiktas
Sun Oct 4 2015,Fenerbahce,2-2,2-0,Akhisar Belediyespor
Sun Oct 4 2015,Rizespor,2-3,1-1,Bursaspor
Sat Oct 17 2015,Bursaspor,0-2,0-0,Antalyaspor
Sat Oct 17 2015,Galatasaray,4-1,0-1,Genclerbirligi
Sat Oct 17 2015,Konyaspor,2-1,1-0,Gaziantepspor
Sun Oct 18 2015,Akhisar Belediyespor,1-0,0-0,Eskisehirspor
Sun Oct 18 2015,Besiktas,1-0,0-0,Rizespor
Sun Oct 18 2015,Kasimpasa,2-1,1-0,Sivasspor
Sun Oct 18 2015,Kayserispor,0-1,0-1,Fenerbahce
Mon Oct 19 2015,Mersin Idman Yurdu,3-2,2-0,Trabzonspor
Mon Oct 19 2015,Osmanlispor,0-3,0-0,Buyuksehyr
Fri Oct 23 2015,Eskisehirspor,1-3,1-2,Kayserispor
Fri Oct 23 2015,Rizespor,0-2,0-2,Akhisar Belediyespor
Sat Oct 24 2015,Gaziantepspor,1-0,0-0,Mersin Idman Yurdu
Sat Oct 24 2015,Genclerbirligi,1-0,1-0,Osmanlispor
Sat Oct 24 2015,Kasimpasa,0-1,0-0,Bursaspor
Sat Oct 24 2015,Sivasspor,0-2,0-1,Trabzonspor
Sun Oct 25 2015,Buyuksehyr,4-0,1-0,Konyaspor
Sun Oct 25 2015,Fenerbahce,1-1,1-0,Galatasaray
Mon Oct 26 2015,Antalyaspor,1-5,1-2,Besiktas
Wed Oct 28 2015,Bursaspor,1-0,0-0,Sivasspor
Wed Oct 28 2015,Kayserispor,0-0,0-0,Rizespor
Wed Oct 28 2015,Trabzonspor,2-2,0-1,Gaziantepspor
Thu Oct 29 2015,Galatasaray,4-0,3-0,Eskisehirspor
Thu Oct 29 2015,Mersin Idman Yurdu,1-1,1-0,Buyuksehyr
Thu Oct 29 2015,Osmanlispor,0-1,0-0,Fenerbahce
Fri Oct 30 2015,Akhisar Belediyespor,2-1,1-0,Antalyaspor
Fri Oct 30 2015,Besiktas,3-3,1-2,Kasimpasa
Fri Oct 30 2015,Konyaspor,0-0,0-0,Genclerbirligi
Fri Nov 6 2015,Eskisehirspor,0-2,0-2,Osmanlispor
Fri Nov 6 2015,Genclerbirligi,1-1,1-0,Mersin Idman Yurdu
Sat Nov 7 2015,Antalyaspor,1-1,1-0,Kayserispor
Sat Nov 7 2015,Buyuksehyr,1-0,1-0,Trabzonspor
Sat Nov 7 2015,Kasimpasa,2-1,0-1,Akhisar Belediyespor
Sat Nov 7 2015,Rizespor,4-3,2-1,Galatasaray
Sun Nov 8 2015,Bursaspor,0-1,0-0,Besiktas
Sun Nov 8 2015,Fenerbahce,1-0,0-0,Konyaspor
Sun Nov 8 2015,Sivasspor,3-0,0-0,Gaziantepspor
Sat Nov 21 2015,Akhisar Belediyespor,3-1,1-0,Bursaspor
Sat Nov 21 2015,Galatasaray,3-3,1-0,Antalyaspor
Sat Nov 21 2015,Kayserispor,0-0,0-0,Kasimpasa
Sat Nov 21 2015,Mersin Idman Yurdu,1-3,0-1,Fenerbahce
Sun Nov 22 2015,Besiktas,2-0,1-0,Sivasspor
Sun Nov 22 2015,Konyaspor,3-2,0-1,Eskisehirspor
Sun Nov 22 2015,Osmanlispor,0-1,0-0,Rizespor
Sun Nov 22 2015,Trabzonspor,1-0,0-0,Genclerbirligi
Mon Nov 23 2015,Gaziantepspor,0-1,0-0,Buyuksehyr
Fri Nov 27 2015,Antalyaspor,1-1,0-0,Osmanlispor
Fri Nov 27 2015,Bursaspor,1-2,1-1,Kayserispor
Fri Nov 27 2015,Rizespor,0-0,0-0,Konyaspor
Sat Nov 28 2015,Eskisehirspor,3-2,2-0,Mersin Idman Yurdu
Sat Nov 28 2015,Sivasspor,2-2,2-1,Buyuksehyr
Sun Nov 29 2015,Besiktas,0-2,0-2,Akhisar Belediyespor
Sun Nov 29 2015,Genclerbirligi,2-2,2-0,Gaziantepspor
Sun Nov 29 2015,Kasimpasa,2-2,1-1,Galatasaray
Mon Nov 30 2015,Fenerbahce,2-0,1-0,Trabzonspor
Fri Dec 4 2015,Galatasaray,3-0,0-0,Bursaspor
Sat Dec 5 2015,Kayserispor,1-2,1-2,Besiktas
Sat Dec 5 2015,Konyaspor,3-2,2-0,Antalyaspor
Sat Dec 5 2015,Osmanlispor,0-1,0-0,Kasimpasa
Sun Dec 6 2015,Buyuksehyr,2-0,0-0,Genclerbirligi
Sun Dec 6 2015,Gaziantepspor,2-2,1-0,Fenerbahce
Sun Dec 6 2015,Mersin Idman Yurdu,3-0,1-0,Rizespor
Mon Dec 7 2015,Akhisar Belediyespor,1-0,0-0,Sivasspor
Mon Dec 7 2015,Trabzonspor,3-1,1-0,Eskisehirspor
