Date,Team 1,FT,HT,Team 2
Fri Jul 17 2015,Wisla,1-1,?,Gornik Z.
Fri Jul 17 2015,Lechia Gdansk,0-1,?,Cracovia
Sat Jul 18 2015,Ruch,0-2,?,Leczna
Sat Jul 18 2015,Zaglebie,1-1,?,Podbeskidzie
Sat Jul 18 2015,Lech Poznan,1-2,?,Pogon Szczecin
Sun Jul 19 2015,Korona Kielce,3-2,?,Jagiellonia
Sun Jul 19 2015,Slask Wroclaw,1-4,?,Legia
Mon Jul 20 2015,Piast Gliwice,1-0,?,Termalica B-B.
Fri Jul 24 2015,Ruch,2-0,?,Piast Gliwice
Fri Jul 24 2015,Cracovia,1-1,?,Wisla
Sat Jul 25 2015,Zaglebie,0-2,?,Korona Kielce
Sat Jul 25 2015,Lech Poznan,2-1,?,Lechia Gdansk
Sun Jul 26 2015,Jagiellonia,2-0,?,Termalica B-B.
Sun Jul 26 2015,Pogon Szczecin,1-1,?,Slask Wroclaw
Sun Jul 26 2015,Legia,5-0,?,Podbeskidzie
Mon Jul 27 2015,Leczna,2-1,?,Gornik Z.
Fri Jul 31 2015,Piast Gliwice,3-2,?,Gornik Z.
Fri Jul 31 2015,Lechia Gdansk,1-1,?,Pogon Szczecin
Sat Aug 1 2015,Podbeskidzie,0-1,?,Cracovia
Sat Aug 1 2015,Wisla,2-0,?,Lech Poznan
Sun Aug 2 2015,Jagiellonia,1-2,?,Zaglebie
Sun Aug 2 2015,Slask Wroclaw,2-0,?,Termalica B-B.
Sun Aug 2 2015,Leczna,0-2,?,Legia
Mon Aug 3 2015,Korona Kielce,1-2,?,Ruch
Fri Aug 7 2015,Cracovia,1-2,?,Piast Gliwice
Fri Aug 7 2015,Termalica B-B.,1-0,?,Zaglebie
Sat Aug 8 2015,Gornik Z.,1-3,?,Jagiellonia
Sat Aug 8 2015,Pogon Szczecin,0-0,?,Leczna
Sat Aug 8 2015,Lech Poznan,0-0,?,Korona Kielce
Sun Aug 9 2015,Slask Wroclaw,0-0,?,Lechia Gdansk
Sun Aug 9 2015,Legia,1-1,?,Wisla
Mon Aug 10 2015,Ruch,1-1,?,Podbeskidzie
Fri Aug 14 2015,Korona Kielce,0-3,?,Cracovia
Fri Aug 14 2015,Zaglebie,2-1,?,Lech Poznan
Sat Aug 15 2015,Termalica B-B.,3-0,?,Gornik Z.
Sat Aug 15 2015,Leczna,2-3,?,Slask Wroclaw
Sat Aug 15 2015,Piast Gliwice,2-1,?,Legia
Sun Aug 16 2015,Jagiellonia,2-1,?,Ruch
Sun Aug 16 2015,Wisla,3-3,?,Lechia Gdansk
Mon Aug 17 2015,Podbeskidzie,2-3,?,Pogon Szczecin
Fri Aug 21 2015,Pogon Szczecin,1-1,?,Wisla
Fri Aug 21 2015,Lechia Gdansk,3-1,?,Leczna
Sat Aug 22 2015,Ruch,4-1,?,Termalica B-B.
Sat Aug 22 2015,Slask Wroclaw,1-1,?,Podbeskidzie
Sat Aug 22 2015,Cracovia,1-1,?,Jagiellonia
Sun Aug 23 2015,Lech Poznan,0-1,?,Piast Gliwice
Sun Aug 23 2015,Legia,1-2,?,Korona Kielce
Mon Aug 24 2015,Gornik Z.,2-2,?,Zaglebie
Fri Aug 28 2015,Podbeskidzie,1-1,?,Lechia Gdansk
Fri Aug 28 2015,Wisla,4-2,?,Slask Wroclaw
Sat Aug 29 2015,Piast Gliwice,3-0,?,Leczna
Sat Aug 29 2015,Zaglebie,3-1,?,Ruch
Sat Aug 29 2015,Korona Kielce,1-1,?,Pogon Szczecin
