Date,Team 1,FT,HT,Team 2
Sat Apr 27 2019,Sao Paulo,2-0,?,Botafogo RJ
Sat Apr 27 2019,Atletico-MG,2-1,?,Avai
Sat Apr 27 2019,Chapecoense-SC,2-0,?,Internacional
Sat Apr 27 2019,Flamengo RJ,3-1,?,Cruzeiro
Sun Apr 28 2019,Gremio,1-2,?,Santos
Sun Apr 28 2019,Athletico-PR,4-1,?,Vasco
Sun Apr 28 2019,Bahia,3-2,?,Corinthians
Sun Apr 28 2019,Ceara,4-0,?,CSA
Sun Apr 28 2019,Fluminense,0-1,?,Goias
Sun Apr 28 2019,Palmeiras,4-0,?,Fortaleza
Wed May 1 2019,Corinthians,1-0,?,Chapecoense-SC
Wed May 1 2019,CSA,1-1,?,Palmeiras
Wed May 1 2019,Internacional,2-1,?,Flamengo RJ
Wed May 1 2019,Avai,1-1,?,Gremio
Wed May 1 2019,Cruzeiro,1-0,?,Ceara
Wed May 1 2019,Fortaleza,2-1,?,Athletico-PR
Wed May 1 2019,Goias,1-2,?,Sao Paulo
Wed May 1 2019,Vasco,1-2,?,Atletico-MG
Thu May 2 2019,Santos,2-1,?,Fluminense
Thu May 2 2019,Botafogo RJ,3-2,?,Bahia
Sat May 4 2019,Palmeiras,1-0,?,Internacional
Sat May 4 2019,Vasco,1-1,?,Corinthians
Sat May 4 2019,Ceara,1-2,?,Atletico-MG
Sun May 5 2019,Chapecoense-SC,1-1,?,Athletico-PR
Sun May 5 2019,Botafogo RJ,1-0,?,Fortaleza
Sun May 5 2019,Cruzeiro,2-1,?,Goias
Sun May 5 2019,CSA,0-0,?,Santos
Sun May 5 2019,Sao Paulo,1-1,?,Flamengo RJ
Sun May 5 2019,Bahia,1-0,?,Avai
Sun May 5 2019,Gremio,4-5,?,Fluminense
Sat May 11 2019,Fluminense,0-1,?,Botafogo RJ
Sat May 11 2019,Corinthians,0-0,?,Gremio
Sat May 11 2019,Goias,2-1,?,Ceara
Sun May 12 2019,Flamengo RJ,2-1,?,Chapecoense-SC
Sun May 12 2019,Atletico-MG,0-2,?,Palmeiras
Sun May 12 2019,Internacional,3-1,?,Cruzeiro
Sun May 12 2019,Santos,3-0,?,Vasco
Sun May 12 2019,Athletico-PR,1-0,?,Bahia
Sun May 12 2019,Avai,0-0,?,CSA
Sun May 12 2019,Fortaleza,0-1,?,Sao Paulo
Sat May 18 2019,Fluminense,4-1,?,Cruzeiro
Sat May 18 2019,Atletico-MG,2-1,?,Flamengo RJ
Sat May 18 2019,Palmeiras,4-0,?,Santos
Sun May 19 2019,Sao Paulo,0-0,?,Bahia
Sun May 19 2019,Athletico-PR,0-2,?,Corinthians
Sun May 19 2019,Chapecoense-SC,1-3,?,Fortaleza
Sun May 19 2019,Goias,1-0,?,Botafogo RJ
Sun May 19 2019,Internacional,2-0,?,CSA
Sun May 19 2019,Ceara,2-1,?,Gremio
Sun May 19 2019,Vasco,1-1,?,Avai
Sat May 25 2019,Botafogo RJ,0-1,?,Palmeiras
Sat May 25 2019,Gremio,1-0,?,Atletico-MG
Sun May 26 2019,Flamengo RJ,3-2,?,Athletico-PR
Sun May 26 2019,Santos,0-0,?,Internacional
Sun May 26 2019,Bahia,3-2,?,Fluminense
Sun May 26 2019,Corinthians,1-0,?,Sao Paulo
Sun May 26 2019,Cruzeiro,1-2,?,Chapecoense-SC
Sun May 26 2019,Fortaleza,1-1,?,Vasco
Mon May 27 2019,Avai,1-2,?,Ceara
Mon May 27 2019,CSA,1-0,?,Goias
Sat Jun 1 2019,Flamengo RJ,2-0,?,Fortaleza
Sat Jun 1 2019,Bahia,1-0,?,Gremio
Sun Jun 2 2019,Botafogo RJ,1-0,?,Vasco
Sun Jun 2 2019,Athletico-PR,3-0,?,Fluminense
Sun Jun 2 2019,Ceara,0-1,?,Santos
Sun Jun 2 2019,Sao Paulo,1-1,?,Cruzeiro
Sun Jun 2 2019,Atletico-MG,4-0,?,CSA
Sun Jun 2 2019,Chapecoense-SC,1-2,?,Palmeiras
Sun Jun 2 2019,Internacional,2-0,?,Avai
Fri Jun 7 2019,Vasco,2-1,?,Internacional
Sat Jun 8 2019,Palmeiras,1-0,?,Athletico-PR
Sat Jun 8 2019,Cruzeiro,0-0,?,Corinthians
Sat Jun 8 2019,Gremio,1-0,?,Fortaleza
Sat Jun 8 2019,Ceara,0-0,?,Bahia
Sat Jun 8 2019,Avai,0-0,?,Sao Paulo
Sun Jun 9 2019,CSA,1-2,?,Botafogo RJ
Sun Jun 9 2019,Fluminense,0-0,?,Flamengo RJ
Sun Jun 9 2019,Santos,3-1,?,Atletico-MG
Mon Jun 10 2019,Goias,3-1,?,Chapecoense-SC
Wed Jun 12 2019,Botafogo RJ,0-1,?,Gremio
Wed Jun 12 2019,Fortaleza,2-1,?,Cruzeiro
Wed Jun 12 2019,CSA,0-2,?,Flamengo RJ
Wed Jun 12 2019,Internacional,3-1,?,Bahia
Wed Jun 12 2019,Santos,1-0,?,Corinthians
Thu Jun 13 2019,Vasco,1-0,?,Ceara
Thu Jun 13 2019,Atletico-MG,1-1,?,Sao Paulo
Thu Jun 13 2019,Chapecoense-SC,1-1,?,Fluminense
Thu Jun 13 2019,Goias,2-1,?,Athletico-PR
Thu Jun 13 2019,Palmeiras,2-0,?,Avai
Sat Jul 13 2019,Fortaleza,2-0,?,Avai
Sat Jul 13 2019,Gremio,2-1,?,Vasco
Sat Jul 13 2019,Bahia,0-1,?,Santos
Sat Jul 13 2019,Sao Paulo,1-1,?,Palmeiras
Sun Jul 14 2019,Flamengo RJ,6-1,?,Goias
Sun Jul 14 2019,Athletico-PR,1-0,?,Internacional
Sun Jul 14 2019,Corinthians,1-0,?,CSA
Sun Jul 14 2019,Cruzeiro,0-0,?,Botafogo RJ
Sun Jul 14 2019,Chapecoense-SC,1-2,?,Atletico-MG
Mon Jul 15 2019,Fluminense,1-1,?,Ceara
Sat Jul 20 2019,Vasco,2-1,?,Fluminense
Sat Jul 20 2019,Bahia,0-0,?,Cruzeiro
Sat Jul 20 2019,Ceara,2-0,?,Palmeiras
Sat Jul 20 2019,CSA,0-4,?,Athletico-PR
Sat Jul 20 2019,Internacional,1-1,?,Gremio
Sun Jul 21 2019,Botafogo RJ,0-1,?,Santos
Sun Jul 21 2019,Atletico-MG,2-2,?,Fortaleza
Sun Jul 21 2019,Corinthians,1-1,?,Flamengo RJ
Sun Jul 21 2019,Avai,0-0,?,Goias
Mon Jul 22 2019,Sao Paulo,4-0,?,Chapecoense-SC
Sat Jul 27 2019,Palmeiras,1-1,?,Vasco
Sat Jul 27 2019,Cruzeiro,0-2,?,Athletico-PR
Sat Jul 27 2019,Fluminense,1-2,?,Sao Paulo
Sat Jul 27 2019,Internacional,1-0,?,Ceara
Sun Jul 28 2019,Chapecoense-SC,0-0,?,Bahia
Sun Jul 28 2019,Flamengo RJ,3-2,?,Botafogo RJ
Sun Jul 28 2019,Santos,3-1,?,Avai
Sun Jul 28 2019,Fortaleza,1-3,?,Corinthians
Sun Jul 28 2019,Goias,0-0,?,Atletico-MG
Mon Jul 29 2019,CSA,0-0,?,Gremio
